日期,沪深300主连,10年国债主连,沪金主连,豆粕主连,中证1000主连,中证500主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连
2016-06-28,2139.9661182741,88.6947986097,342.7088969189,1653.7524237208,,2519.3396743911,,37160.0460446570,10976.1260651177,4759.7559925142,
2016-06-29,2151.7241738690,88.6637988299,343.8579121018,1630.9118818710,,2524.9317154110,,37180.0245640359,10958.4011946048,4749.8315638393,
2016-06-30,2151.8625039349,88.9162256084,342.2855755357,1649.3787029411,,2525.4324952038,,37489.6916144080,11104.6313763363,4807.3932501541,
2016-07-01,2144.8076705779,89.1287955272,347.3049576504,1676.5929655706,,2520.5081605744,,37259.9386415513,11308.4673872348,4751.8164495743,
2016-07-04,2192.5315432867,88.8896543686,353.3524059815,1680.9666863504,,2570.5026765578,,38368.7464670773,11241.9991228114,4874.8793651438,
2016-07-05,2194.4681642082,88.8055121091,351.7195949321,1632.8557577731,,2588.3638225018,,37749.4123663330,11192.6724413790,4815.3327930940,
2016-07-06,2202.3529779601,88.9516539282,358.8555839627,1581.3430463672,,2598.4628816571,,37339.8527190667,11192.6724413790,4716.0885063444,
2016-07-07,2203.3212884208,89.1819380069,357.6460942965,1527.4004900836,,2620.4971925413,,36870.3575136637,11174.7354663127,4680.3605631145,
2016-07-08,2193.4998537474,89.1863665469,354.1385742645,1494.3545997477,,2614.4878350274,,36580.6689826704,11268.9045854108,4589.0558193048,
2016-07-11,2197.0964354588,89.0092249479,356.7994515301,1528.8583970102,,2607.3934546291,,36980.2393702474,11345.1367294427,4608.9046766547,
2016-07-12,2256.5783637625,88.8497975088,355.1061659975,1547.3252180803,,2657.7218238078,,37140.0675252782,11210.6094164453,4656.5419342946,
2016-07-13,2263.3565369878,88.7922264891,351.7195949321,1600.7818053883,,2677.6695522219,,38538.5638817975,11349.6209732092,4650.5872770896,
2016-07-14,2262.2498964612,88.8542260488,349.3610900830,1615.3608746541,,2688.4363177675,,38598.4994399341,11389.9791671084,4648.6023913546,
2016-07-15,2263.7855181126,89.0579388876,349.4820390496,1555.1007216887,,2687.4347581819,,38458.6498042821,11376.5264358087,4640.6628484146,
2016-07-18,2250.5233311232,89.0535103476,348.5144473166,1518.6260930342,,2664.8941596404,,37809.3479244696,11224.0621477450,4591.0407050398,
2016-07-19,2237.8195520070,89.1022242873,349.1796666331,1545.7356143315,,2667.7861609627,,38258.8646104937,11013.3026907159,4595.0104765098,
2016-07-20,2230.8394535915,89.3635081458,347.7887535169,1504.3319818047,,2664.6389830531,,38238.8860911148,11058.1451283817,4596.9953622448,
2016-07-21,2247.7312917570,89.4166506255,344.2207590016,1492.5023725114,,2683.6071093730,,38608.4886996235,11111.9560535806,4690.2849917895,
2016-07-22,2229.5830358767,89.4210791655,346.2768914342,1456.5206442441,,2667.7011021003,,38138.9934942206,10905.6808403180,4652.5721628246,
2016-07-25,2232.2354732746,89.2749373463,344.4626569349,1457.0135446313,,2675.2713408557,,38119.0149748417,10932.5863029175,4624.7837625347,
2016-07-26,2266.4379555105,89.4476504054,344.9464528013,1453.0703415335,,2719.0766550024,,37769.3908857119,10869.8068901854,4565.2371904849,
2016-07-27,2207.8051288204,89.3679366858,344.7045548681,1461.4496481163,,2596.0815399421,,37699.4660678859,10824.9644525196,4567.2220762199,
2016-07-28,2227.3494043838,89.6026493045,349.8448859495,1467.8573531502,,2605.1828382211,,37779.3801454013,11071.5978596814,4567.2220762199,
2016-07-29,2220.9277138415,89.5140785050,347.6678045503,1440.7478318530,,2595.5711867675,,37429.7560562715,10995.3657156496,4465.9929037352,
2016-08-01,2199.8478166267,89.3989364656,350.3286818159,1452.0845407591,,2563.7591722222,,38129.0042345311,11053.6608846151,4527.5243615200,
2016-08-02,2209.0615465352,89.5229355849,352.1429163153,1430.3969237213,,2587.0653005255,,37870.0298066059,11044.6923970819,4517.5999328450,
2016-08-03,2209.8991583450,89.6203634644,353.8966763313,1424.4821190746,,2595.4010690427,,37640.9370434413,10904.4279709002,4589.0558193048,
2016-08-04,2217.7168685704,89.6425061642,350.4496307826,1435.3259275935,,2621.8543752555,,37471.6076097979,10918.0019476275,4573.1767334248,
2016-08-05,2228.7454240668,89.8683617029,354.7433190976,1454.5490426952,,2614.3691953625,,37471.6076097979,11058.2663738092,4555.3127618099,
2016-08-08,2249.6857193133,89.8772187829,347.1840086838,1459.9709469547,,2657.3239208850,,37391.9231704362,11207.5801178091,4566.7726681289,
2016-08-09,2264.3439259859,89.9790752023,346.8816362673,1466.8715523758,,2678.1633421780,,37073.1854129898,11139.7102341728,4624.0721997240,
2016-08-10,2257.5034295387,89.9524015634,351.8405438987,1490.5307709625,,2673.4851047449,,37322.1992859948,11279.9746603545,4612.6122934050,
2016-08-11,2251.9193508063,90.0813241514,348.9377686998,1480.1798628308,,2635.1235577932,,37381.9626155160,11212.1047767181,4622.1622153375,
2016-08-12,2295.0563590140,90.2902676561,348.6353962833,1484.1230659286,,2662.5125114926,,37411.8442802766,11175.9075054454,4646.9920123621,
2016-08-15,2359.2732644366,90.4325270635,347.9701769669,1498.4171771580,,2724.0951278852,,36923.7770891868,11126.1362574455,4650.8119811351,
2016-08-16,2354.6663994823,90.2280291653,349.5425135329,1502.8532806431,,2746.6357264267,,37073.1854129898,11248.3020479908,4631.7121372700,
2016-08-17,2349.3615246866,90.1657906746,347.8492280002,1498.9100775453,,2751.9944347592,,37073.1854129898,11266.4006836272,4694.7416220246,
2016-08-18,2345.2839925652,90.1880187070,349.9053604328,1484.1230659286,,2752.2532754698,,37222.5937367928,11565.0281716270,4669.9118250001,
2016-08-19,2342.7531105588,89.9657383829,349.9053604328,1471.8005562480,,2754.7554023386,,37242.5148466332,11479.0596523543,4673.7317937731,
2016-08-22,2331.9265597538,90.1346714292,346.7606873006,1481.1656636052,,2726.7143253604,,36993.5009736282,11198.5307999909,4564.8626837424,
2016-08-23,2332.6295825334,89.7879141236,347.4259066171,1481.6585639925,,2721.5375111490,,36973.5798637878,11257.3513658090,4580.1425588344,
2016-08-24,2321.5218226165,89.7745773041,347.6073300670,1469.3360543119,,2723.9533577810,,36505.4337825383,11239.2527301727,4566.7726681289,
2016-08-25,2308.8674125847,89.7256756328,344.4021824516,1462.9283492780,,2709.1994372786,,36226.5382447727,11166.8581876273,4589.6924807670,
2016-08-26,2304.7898804634,89.9390647440,344.4626569349,1438.2833299168,,2708.8543163312,,36286.3015742939,11194.0061410818,4580.1425588344,
2016-08-29,2305.3522986870,89.7612404847,343.3741162353,1439.7620310785,,2729.5615731766,,36276.3410193737,11171.3828465364,4576.3225900614,
2016-08-30,2315.1946176006,89.4544936374,344.2812334849,1438.2833299168,,2730.7694964926,,36116.9721406505,11148.7595519909,4545.7628398774,
2016-08-31,2327.4272139647,89.5345145541,342.7693714022,1410.6809082323,,2736.3777118883,,36126.9326955707,11053.7417149001,4524.7530116259,
2016-09-01,2300.1499301183,89.5967530448,341.9832031191,1420.0460155896,,2708.7680360943,,36385.9071234959,11067.3156916274,4559.1327305829,
2016-09-02,2312.2419219265,89.5700794059,342.4669989856,1421.5247167513,,2705.3168266201,,36495.4732276181,11171.3828465364,4599.2424026995,
2016-09-05,2319.5533588338,89.5389601605,346.7002128173,1414.6241113301,,2721.7963518596,,36336.2347297610,10951.7079687675,4622.1622153375,
2016-09-06,2340.3628331084,89.4633848503,347.0630597172,1422.5105175257,,2780.7257536322,,36395.9491664574,10979.1673284886,4629.8021528835,
2016-09-07,2341.2064604438,89.4144831790,351.7800694154,1449.1271384357,,2773.4782137363,,36575.0924765466,10992.8970083492,4595.4224339265,
2016-09-08,2339.8004148847,89.5834162254,351.2962735489,1461.9425485035,,2794.2717508186,,36395.9491664574,10974.5907685351,4650.8119811351,
2016-09-09,2326.3023775175,89.6678827485,349.1191921497,1452.5774411463,,2780.3806326848,,36445.7111970378,11029.5094879773,4639.3520748160,
2016-09-12,2273.9974827192,89.4856128828,347.7282790336,1455.5348434696,,2698.8458088559,,35997.8529218147,10947.1314088140,4561.0427149694,
2016-09-13,2281.7307332942,89.7301212393,347.6678045503,1446.6626364996,,2714.4625317268,,36425.8063848056,11006.6266882097,4543.8528554909,
2016-09-14,2274.2786918311,89.7790229106,345.9140445343,1426.9466210107,,2704.8854254358,,36555.1876643145,10869.3298896042,4541.9428711044,
2016-09-19,2292.9706115644,89.8101421560,344.1602845183,1468.8431539247,,2734.0542941546,,37052.8079701179,10905.9423692323,4572.5026212884,
2016-09-20,2293.2559843848,89.8368157949,344.5231314182,1467.3644527630,,2731.3306949670,,37102.5700006982,11043.2391678379,4547.6728242639,
2016-09-21,2309.0941759146,89.8323701884,345.1278762513,1473.7721577969,,2744.7729748283,,37122.4748129303,11116.4641270942,4534.3029335584,
2016-09-22,2327.7860956479,89.8190333689,347.9701769669,1448.1413376613,,2764.5410334480,,37470.8090269927,11267.4906055602,4549.5828086504,
2016-09-23,2317.5126741151,89.9346191375,348.5144473166,1433.8472264318,,2766.9132004824,,37679.8095554301,11436.8233238404,4561.0427149694,
2016-09-26,2286.4070366962,90.0235312671,348.4539728333,1412.6525097812,,2724.1263358256,,37580.2854942694,11368.1749245376,4515.2030896933,
2016-09-27,2300.6756777140,90.0013032347,347.9701769669,1400.3300001007,,2743.6308203303,,37500.6662453409,11436.8233238404,4522.8430272393,
2016-09-28,2298.2500087410,89.9790752023,345.2488252179,1404.7661035857,,2741.2586532960,,37321.5229352517,11391.0577243052,4501.8331989878,
2016-09-29,2312.8040225792,89.9612927764,344.4021824516,1421.0318163640,,2767.4403487122,,37450.8352481936,11523.7779629572,4511.3831209203,
2016-09-30,2315.8004371929,89.9701839893,345.0674017680,1417.5815136535,,2775.6990043133,,37510.5178541669,11449.1300085413,4494.1932614418,
2016-10-10,2346.6207017914,90.2769308366,331.4001685399,1408.2164062962,,2831.0495684483,,37450.8352481936,11738.3908319030,4536.2129179449,
2016-10-11,2352.8989038393,90.1880187070,331.2792195732,1406.2448047473,,2835.5303284021,,37958.1373989660,11859.6937578288,4612.6122934050,
2016-10-12,2347.0487610220,90.0724329384,330.5535257735,1387.5145900329,,2832.6310131379,,37749.2482780597,11817.7042834699,4580.1425588344,
2016-10-13,2345.1938376896,90.1657906746,331.6420664731,1364.8411722206,,2838.6932177812,,37430.9410462026,11911.0142264898,4509.4731365338,
2016-10-14,2355.6099456327,90.2191379523,330.7349492234,1385.5429884840,,2840.8896687390,,37172.3164203186,12004.3241695097,4511.3831209203,
2016-10-17,2333.6362384652,90.2724852301,331.0373216400,1393.4293946795,,2819.3644493531,,37122.5809153410,11869.0247521308,4568.6826525154,
2016-10-18,2366.4541128062,90.2324747718,332.8515561393,1407.7235059090,,2857.7584120944,,37202.1577233052,11929.6762150938,4589.6924807670,
2016-10-19,2363.4576981925,90.3880709987,332.8515561393,1394.4151954540,,2851.5204913744,,36993.2686023990,11747.7218262050,4589.6924807670,
2016-10-20,2366.7394856266,90.5925688969,335.3310099550,1416.5957128790,,2854.9469548685,,37112.6338143454,11733.7253347520,4683.2817157056,
2016-10-21,2372.2073905666,90.6459161746,334.1819947721,1414.6241113301,,2845.4274994565,,36983.3215014035,11785.0458034129,4643.1720435890,
2016-10-24,2406.0220658537,90.3391693274,335.0891120218,1432.3685252702,,2878.7011099620,,37152.4222183276,12064.9756324726,4690.9216532516,
2016-10-25,2402.1369755016,90.2458115912,336.1171782381,1421.5247167513,,2885.6405260567,,37808.9308840329,12410.2224216462,4677.5517625461,
2016-10-26,2395.6618249147,90.0546505125,337.6895148041,1442.7194334018,,2878.5231762160,,37560.2533591445,12708.8142393099,4656.5419342946,
2016-10-27,2391.9206267978,90.2635940172,336.5404996212,1464.8999508269,,2872.8292963434,,37619.9359651178,12624.8352905920,4641.2620592025,
2016-10-28,2391.4889500920,90.2991588690,336.8428720378,1458.4922457930,,2851.8331143132,,38067.5555099169,12932.7581025576,4679.4617469326,
2016-10-31,2386.7405063283,90.0190856606,338.2337851539,1434.3401268191,,2850.3206774720,,38186.9207218633,13156.7019658054,4702.3815595706,
2016-11-01,2403.8636823247,90.0946609708,338.9594789536,1430.3969237213,,2875.8541700257,,38515.1750547160,13170.6984572584,4650.8119811351,
2016-11-02,2388.0355364457,90.1257802162,342.2251010524,1389.4861915818,,2846.9399362977,,38356.1036037931,12648.1627763470,4589.6924807670,
2016-11-03,2411.4899707937,90.2724852301,343.1926927853,1392.4435939051,,2862.5091390743,,38763.7241967831,12750.8037136689,4604.9723558590,
2016-11-04,2401.9930832663,90.2769308366,341.5598817360,1388.0074904201,,2855.6586898526,,38902.9117163407,12593.9146299436,4557.2227461964,
2016-11-07,2405.4464969126,90.0635417255,340.8946624196,1412.1596093940,,2850.9434455831,,40145.6574266761,12684.2447084521,4604.9723558590,
2016-11-08,2421.1307505565,90.0146400542,340.1084941365,1427.4395213979,,2877.6335074859,,40215.2511864549,12698.5073524271,4614.5222777915,
2016-11-09,2408.8999105590,90.0324224801,349.1796666331,1427.9324217852,,2849.1641081229,,41358.5772399635,12826.8711482023,4660.3619030676,
2016-11-10,2431.3470992602,89.7365433842,342.5947594961,1476.2366597330,,2890.9785384373,,43655.1713126634,13368.8516192531,4767.3210287117,
2016-11-11,2458.2549472546,89.5437736701,337.3268337866,1481.1656636052,,2919.4479378003,,46428.9797381321,13411.6395511782,4939.2196234970,
2016-11-14,2464.5862056063,89.3644530059,326.7909823675,1413.6383105557,,2929.9460288154,,45255.8277875755,13625.5792108035,4559.1327305829,
2016-11-15,2462.8594987831,89.5168755705,330.3827498968,1420.3136821638,,2936.7075111641,,43416.5641362790,13121.6324570194,4595.4224339265,
2016-11-16,2463.1472832536,89.3106568067,331.6997313241,1444.9612081016,,2945.3565454343,,44321.2830134032,12931.4638706858,4644.0314588582,
2016-11-17,2468.6560582971,89.2075474247,331.0412406105,1441.3667772357,,2949.2305920345,,43416.5641362790,12769.8205723022,4640.2923030942,
2016-11-18,2460.5378634962,89.1582342421,327.3896102891,1436.7453661223,,2931.1216765312,,43953.4302831439,12964.7433732942,4640.2923030942,
2016-11-21,2475.3245754550,89.2434115576,329.9038475595,1466.0143031734,,2938.5093933037,,44858.1491602681,13397.3769072031,4700.1187953178,
2016-11-22,2501.2738052650,89.2568606074,330.7419266497,1501.9586118327,,2970.2225189611,,45941.8234196806,13511.4780590033,4767.4235990694,
2016-11-23,2506.9275480728,89.5213585871,331.1609661948,1513.7688846779,,2955.8975559511,,45494.4349639599,13406.8853365198,4761.8148654234,
2016-11-24,2511.4215487662,89.3868680890,327.6889242498,1509.1474735645,,2949.5008743554,,47930.2165562173,13445.5776462933,4821.6413576470,
2016-11-25,2549.2581352489,89.2837587070,324.9352358108,1503.4990822038,,2957.2489675558,,47820.8549337078,13373.0295654680,4812.2934682371,
2016-11-28,2560.4206531002,89.2972077569,327.8086498342,1546.1187624712,,2971.4838364589,,49093.4265410913,13518.1257271187,4849.6850258768,
2016-11-29,2581.5859466883,88.7009665484,326.5515311989,1527.6331180179,,2953.6452032766,,46291.1998950387,12981.2699290113,4855.2937595228,
2016-11-30,2562.0152985075,88.6337212993,324.5161962657,1507.6070031934,,2942.1131575829,,45647.5789339312,12715.2602993184,4789.8585336532,
2016-12-01,2586.5148506745,88.0329970742,322.3611357482,1507.6070031934,,2960.4923554071,,46598.1575841823,12918.3949256293,4844.0762922309,
2016-12-02,2555.7816846425,88.0957593067,321.8822334109,1486.0404179979,,2897.8769510551,,46172.3775637573,12889.3756932992,4888.9461613986,
2016-12-05,2502.8684506723,87.8491933934,321.7625078266,1497.3372007194,,2896.5255394504,,46895.2134123857,12753.9526090919,4918.8594075104,
2016-12-06,2499.5341920934,87.4905520650,321.0441543208,1503.4990822038,,2897.1561981992,,47221.9748234095,12734.6064542052,4883.3374277526,
2016-12-07,2507.5074191300,87.6474576462,320.5053891914,1512.7419044305,,2922.9231127959,,47875.4976454571,12691.0776057100,4890.8157392806,
2016-12-08,2506.9275480728,87.6922878122,322.9597636697,1495.7967303482,,2923.0132069029,,46746.6854982840,12681.4045282666,4898.2940508085,
2016-12-09,2521.7142600316,87.6026274801,322.6604497089,1476.2841056475,,2908.2377733580,,46924.9189952061,12884.5391545775,5029.1645025477,
2016-12-12,2457.4935404458,86.6880920927,320.8047031522,1505.0395525749,,2781.4753648352,,46766.4892201642,13005.4526226197,5188.0786225167,
2016-12-13,2457.9284437387,86.5491185779,321.1040171129,1513.7688846779,,2806.8819030039,,46459.5315310206,12865.1929996907,5171.2524215788,
2016-12-14,2443.8665706015,86.3160017145,322.8400380854,1485.5269278742,,2803.7286092596,,46033.7515105957,12613.6929861629,5117.0346630011,
2016-12-15,2412.2635979837,84.7783270189,319.6074473091,1492.7157896060,,2821.2068660140,,46330.8073387991,12579.8372151111,5143.2087533489,
2016-12-16,2422.4986841674,85.9483943528,317.6918379602,1493.7427698534,,2846.0693765239,,46004.0459277753,12492.7795181207,5113.2955072371,
2016-12-19,2411.8249514329,84.8814364008,319.1884077640,1495.7967303482,,2843.1335819249,,45182.1914697458,12217.0968109845,5146.9479091129,
2016-12-20,2393.5480118192,84.9531646665,317.5721123759,1454.7175204520,,2836.6197876585,,44449.4537601773,12250.9525820363,4995.5121006719,
2016-12-21,2419.8668048630,86.2935866314,317.0932100386,1450.6095994623,,2870.0144512216,,44885.1356415423,12458.9237470689,5038.5123919576,
2016-12-22,2412.5560290175,86.9525900724,315.2374634819,1439.8263068646,,2860.1061444501,,43993.9681569320,12381.5391275219,4978.6858997340,
2016-12-23,2395.7412445728,86.5849827108,315.5367774426,1439.3128167409,,2848.5464532167,,44627.6872570993,12284.8083530881,4971.2075882061,
2016-12-26,2404.9528221381,86.6567109765,316.9734844543,1421.8541525349,,2853.1336322776,,43637.5011630878,12226.7698884279,4918.8594075104,
2016-12-27,2405.5376842058,86.2487564654,318.5897798425,1443.4207377305,,2851.3905042345,,44162.2997929139,12371.8660500785,5014.2078794918,
2016-12-28,2398.9579859448,86.6432619266,320.0264868542,1458.3119513179,,2852.3079400466,,45093.0747212847,12236.4429658713,5098.3388841812,
2016-12-29,2400.1277100801,87.5757293805,321.7625078266,1454.2040303283,,2851.2987606533,,45280.8801618162,12304.1545079749,5107.6867735912,
2016-12-30,2401.5898652492,87.2574352015,324.8753730186,1439.3128167409,,2848.9134275416,,44974.4607588438,12376.7025888002,5100.2084620632,
2017-01-03,2431.5640462158,87.3201974340,322.9597636697,1423.9081130298,,2878.8218350185,,45231.4576774658,12178.4045012110,5090.8605726533,
2017-01-04,2455.2509599552,87.1767409026,323.7379799677,1433.6644253801,,2920.6569080536,,44994.2297525840,12226.6167122213,5034.7732361936,
2017-01-05,2449.6947703126,87.3739936333,322.6604497089,1430.5834846379,,2916.9871648049,,45231.4576774658,12144.6559535038,4993.6425227899,
2017-01-06,2439.1672530951,87.1857069359,321.8822334109,1433.1509352564,,2907.8128066831,,44826.1933057927,12062.6951947862,5002.9904121998,
2017-01-09,2450.5720634141,87.5398652477,322.9597636697,1424.9350932772,,2923.7761898149,,45201.8041868556,12130.1922902007,5025.4253467837,
2017-01-10,2444.4310117039,87.4995180982,325.0549613951,1426.4755636483,,2910.3816269572,,45577.4150679184,12409.8231140606,4986.1642112620,
2017-01-11,2429.3708134621,87.2126050355,325.4740009402,1450.0961093386,,2888.8218853711,,46615.2872392764,12573.7446314958,5064.6864823055,
2017-01-12,2412.5560290175,87.2888163178,325.9529032774,1441.8802673594,,2861.6657853308,,46437.3662956150,12805.1632443454,5092.7301505353,
2017-01-13,2419.2819427953,87.4143407827,324.7556474343,1474.2301451527,,2834.1427109656,,46852.5151641582,12916.0513296692,5100.2084620632,
2017-01-16,2413.4333221189,86.8449976739,326.7909823675,1493.7427698534,,2757.5368206491,,47396.1624920123,12911.2301085681,5100.2084620632,
2017-01-17,2423.8146238196,86.6118808104,328.7664545086,1500.4181414616,,2782.1241004154,,46239.6763582135,12843.7330131537,5081.5126832433,
2017-01-18,2445.4545203223,86.6567109765,327.4494730812,1507.6070031934,,2786.1608179890,,46061.7554145521,12858.1966764568,5062.8169044235,
2017-01-19,2431.5640462158,86.8887296797,324.0971567206,1523.5251970282,,2773.8671781058,,46190.2538738631,12877.4815608609,5096.4693062992,
2017-01-20,2454.1069914399,87.1389459283,324.9352358108,1504.0125723275,,2814.4919551263,,45547.7615773082,12858.1966764568,5047.8602813676,
2017-01-23,2453.3750776339,87.0798039059,326.5515311989,1507.0935130697,,2829.0206339240,,46308.8678363040,13200.5033746301,5208.6439792185,
2017-01-24,2454.3997569623,86.3428033191,326.0726288617,1509.1474735645,,2833.0923655616,,46526.3267674457,13234.2519223374,5204.9048234546,
2017-01-25,2465.9639950967,86.0743895251,322.7801752932,1479.8785365134,,2847.8986624256,,47099.6275859101,13547.6312939046,5292.7749839080,
2017-01-26,2472.1120710669,85.7741300268,320.3856636071,1495.7967303482,,2863.5378134881,,47485.1229638430,13340.3187865601,5287.1662502620,
2017-02-03,2457.0346466638,85.0689751443,325.1746869794,1483.4729673794,,2852.5256301956,,46239.6763582135,13268.0004700446,5283.4270944980,
2017-02-06,2454.8389052458,84.9506910995,328.4072777557,1499.9046513379,,2868.5349386797,,46061.7554145521,13142.6487214177,5406.8192347093,
2017-02-07,2451.1793362160,85.2373024388,331.0412406105,1497.3372007194,,2862.8900380003,,46308.8678363040,13113.7213948115,5371.2972549515,
2017-02-08,2466.1103778579,85.6922410727,331.3405545712,1522.4982167808,,2890.2816871986,,47109.5120827802,13205.3245957312,5391.8626116533,
2017-02-09,2474.3078124848,86.0288956617,333.0765755437,1521.9847266571,,2907.9567040800,,46862.3996610283,13238.8771446133,5330.1665415477,
2017-02-10,2489.9707679327,85.8514695945,329.5446708066,1538.9299007393,,2912.3060537838,,47088.8832063537,13262.8432509576,5369.4276770695,
2017-02-13,2502.4133026343,86.2108711153,330.9215150261,1532.7680192549,,2928.9631377557,,49353.7186596078,13454.5721017123,5464.7761490509,
2017-02-14,2502.7060681567,85.9788524120,330.4426126889,1517.8768056675,,2929.7959919543,,49343.8715489415,13818.8569181463,5474.1240384608,
2017-02-15,2493.4384209285,85.8059757311,329.1854940537,1508.1204933171,,2905.0569501544,,47994.8173876553,13751.7518203821,5335.7752751937,
2017-02-16,2509.4729216884,86.5702726360,330.8616522340,1517.3633155438,,2933.2632061460,,47935.7347236574,13770.9247054576,5292.7749839080,
2017-02-17,2495.2036870672,86.5475257043,332.1786336614,1492.2022994823,,2911.0542936210,,47620.6271823351,13483.3314293255,5303.9924511999,
2017-02-20,2546.8377216245,87.0070137245,331.4602801555,1497.3372007194,,2958.2833734209,,48024.3587196543,13560.0229696274,5318.9490742558,
2017-02-21,2544.3369279280,86.4929330683,332.2384964535,1517.3633155438,,2971.0277282876,,48172.0653796491,13636.7145099293,5290.9054060260,
2017-02-22,2550.0740428788,87.0024643382,331.8793197006,1496.3102204719,,2993.7988917626,,47916.0405023248,13377.8805614104,5277.8183608521,
2017-02-23,2540.2179736043,86.9933655655,332.5378104143,1478.8515562660,,2997.5472314292,,47650.1685143341,13267.6364722265,5174.9915773427,
2017-02-24,2539.7766570696,87.0343100425,336.6084802808,1477.8245760186,,3003.6382833875,,47029.8005423557,13147.8059405048,5227.3397580384,
2017-02-27,2520.3587295438,86.9524210885,337.8057361238,1483.9864575031,,2974.3075254959,,47000.2592103568,13186.1517106557,5240.4268032123,
2017-02-28,2522.4182067057,87.1935385644,336.6683430729,1479.3650463897,,2987.6141313126,,47010.1063210231,13200.5313744623,5204.9048234546,
2017-03-01,2526.6842665409,86.5975689541,334.2139685946,1493.7427698534,,2997.6409399209,,47906.1933916584,13593.5755185095,5204.9048234546,
2017-03-02,2514.0331925468,86.5429763180,334.5731453475,1512.2284143068,,2993.9863087459,,47945.5818343237,13560.0229696274,5197.4265119266,
2017-03-03,2504.4713342954,86.4155935005,332.1187708692,1506.0665328223,,2995.3919361209,,47541.8502970045,13579.1958547029,5171.2524215788,
2017-03-06,2516.9753027780,86.3791984098,332.1786336614,1520.9577464097,,3026.6905723375,,47157.8129810179,13162.1856043114,5204.9048234546,
2017-03-07,2524.7718948906,86.5793714087,330.9215150261,1515.3093550490,,3029.1269931208,,46990.4120996905,13181.2198568122,5208.6439792185,
2017-03-08,2523.1537342635,86.1426303202,328.7065917165,1490.6618291112,,3021.9114392625,,46419.2796810438,13138.3927886853,5045.9907034856,
2017-03-09,2503.5887012261,86.0288956617,327.1501591205,1488.0943784927,,2994.3611427126,,45702.8721933659,13014.6701474301,4873.9895383427,
2017-03-10,2505.6481783879,86.1517290929,324.5161962657,1468.5817537920,,3003.5445748959,,45781.3826029744,13257.3568668154,4763.6844433054,
2017-03-13,2539.6295515581,86.8750815207,327.6290614577,1475.7706155238,,3038.3104253042,,46674.4385122715,13209.7712355634,4763.6844433054,
2017-03-14,2534.6279641651,86.9387729294,326.0726288617,1460.3659118127,,3031.4697054125,,46478.1624882502,12995.6358949293,4739.3799308395,
2017-03-15,2538.5998129772,87.0479582016,326.2522172382,1474.2301451527,,3029.7829525625,,46782.3903254832,13086.0485943081,4748.7278202495,
2017-03-16,2560.6656397111,87.6712241299,331.8194569085,1470.6357142868,,3063.7991350375,,47263.2665843355,13285.9082455666,4773.0323327153,
2017-03-17,2523.9238508515,87.6029833349,331.6997313241,1463.5090614657,,3035.6682931323,,46851.0869338907,13095.5657205585,4776.7714884793,
2017-03-20,2531.6277743221,87.6803229026,333.3758895045,1479.7985536281,,3043.7192074823,,47086.6181627163,13105.0828468089,4750.5973981315,
2017-03-21,2544.5170308978,87.8759465152,332.0589080771,1464.5271547259,,3052.2437050293,,46409.4658798427,13209.7712355634,4743.1190866035,
2017-03-22,2534.4426694363,87.8759465152,334.9921848926,1463.5090614657,,3044.5716572370,,45791.1964041755,13138.3927886853,4715.0754183737,
2017-03-23,2543.6281166512,87.9851317873,334.9323221005,1439.0748232221,,3054.6116210146,,46242.6312594246,13166.9441674366,4756.2061317774,
2017-03-24,2580.3699055107,88.5447063069,333.9745174260,1431.9481704011,,3091.4563937456,,46223.0036570224,13033.7043999309,4696.3796395538,
2017-03-27,2563.7768395742,88.5401569206,337.6261477474,1428.8938906206,,3069.1032668445,,45398.6443561329,13052.7386524317,4645.9010367401,
2017-03-28,2561.5545539577,88.1762060135,336.6683430729,1425.8396108402,,3062.7572520039,,45869.7068137840,12990.8773318041,4634.6835694482,
2017-03-29,2560.5174873366,88.1716566272,335.9499895671,1433.4753102913,,3051.5806885534,,46644.9971086683,13166.9441674366,4675.8142828520,
2017-03-30,2541.9984405324,88.1216133775,335.9499895671,1417.6948647590,,3015.0200657406,,46576.3005002608,13152.6684780610,4632.8139915662,
2017-03-31,2555.9247637292,88.1125146048,333.5554778809,1415.1496316086,,3021.5555138600,,46860.9007350917,13319.2181874431,4569.2483435786,
2017-04-05,2598.0000380683,87.8395514245,336.7282058651,1402.4234658567,,3096.5710922738,,46537.0452954566,13476.2507705748,4660.8576597960,
2017-04-06,2595.6296000774,88.0852182868,336.7282058651,1401.9144192266,,3095.3397759614,,46919.7835422981,13414.3894499471,4694.5100616718,
2017-04-07,2600.5186284337,88.4036753304,339.4220315120,1389.1882534748,,3104.8114399026,,46252.4450606256,13328.7353136935,4658.9880819141,
2017-04-10,2593.8517715842,88.1079652184,337.8655989160,1405.9867922672,,3100.0756079320,,46173.9346510171,13390.5966343211,4684.4370999191,
2017-04-11,2596.3703619496,88.1989529452,338.5240896297,1405.9867922672,,3126.6909836066,,45712.6859945670,13200.2541093130,4657.1702949137,
2017-04-12,2589.7035051000,88.0488231960,342.2355827432,1416.6767714988,,3104.7167232632,,45290.6925429211,13195.4955461878,4604.4544719034,
2017-04-13,2599.0371046894,88.1716566272,343.7920153392,1443.6562428928,,3130.3849325436,,45535.6130087600,13341.9022612672,4609.9078329044,
