日期,沪深300主连,10年国债主连,沪金主连,豆粕主连,中证1000主连,中证500主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连
2013-03-21,1472.2848875793,,415.7322599252,1127.4858424604,,,,48931.9072160061,13447.0241041331,7335.9639800929,
2013-03-22,1477.2356353862,,416.0509947908,1125.7629117720,,,,48800.3226680964,13419.6370896644,7191.1275737732,
2013-03-25,1475.4353634564,,415.0947901940,1122.6616365330,,,,49028.4025511398,13442.4596017216,7203.8007593262,
2013-03-26,1447.1935975579,,413.8071013369,1128.5196008734,,,,48914.3626096181,13424.2015920758,7127.7616460083,
2013-03-27,1447.8686995315,,411.7671981969,1134.0329790761,,,,48738.9165457386,13378.5565679613,7039.0493471375,
2013-03-28,1410.2880229972,,414.3935734896,1131.9654622501,,,,48510.8366626952,13346.6050510812,7066.2061733224,
2013-03-29,1397.3485685019,,412.3791691389,1112.6686385405,,,,48098.5384125782,13337.4760462582,7031.8075268215,
2013-04-01,1397.0110175150,,411.7799475915,1100.9527098597,,,,47142.3573644347,13278.1375149094,6930.4220423977,
2013-04-02,1409.7254380192,,412.7361521884,1104.3985712364,,,,47791.5078007890,13332.9115438468,7102.4152749024,
2013-04-03,1394.4231266160,,403.1868556144,1078.5546109111,,,,47423.0710666419,13296.3955245552,7154.9184721933,
2013-04-08,1386.0968689407,,407.0754209750,1072.6966465706,,,,47914.3200455047,13373.9920655499,7187.5066636152,
2013-04-09,1395.5482965721,,406.4761994276,1073.0412327083,,,,48353.1762466908,13378.5565679613,7200.1798491682,
2013-04-10,1395.7733305633,,408.2993628590,1081.3113000124,,,,48397.0618668095,13392.2500751957,7317.8594293029,
2013-04-11,1390.9350997520,,400.7772200303,1073.0412327083,,,,48177.6337662164,13456.1531089560,7261.7353218540,
2013-04-12,1384.9716989846,,400.9557115551,1087.8584366282,,,,48405.8389908332,13433.3305968987,7287.0816929600,
2013-04-15,1373.3824484366,,381.1176535189,1079.5883693241,,,,46852.2880386342,13241.6214956178,7033.6179819005,
2013-04-16,1378.3331962435,,352.3677686400,1081.3113000124,,,,46430.9860854955,13291.8310221437,6975.6834193726,
2013-04-17,1380.5835361557,,350.7230967334,1091.3042980049,,,,45842.9187759060,13282.7020173208,6963.0102338197,
2013-04-18,1383.8465290285,,351.6028049625,1101.2972959974,,,,44350.8076918731,13259.8795052636,6814.5529173420,
2013-04-19,1428.3558832314,,359.8899114686,1097.8514346206,,,,44491.2416762527,13323.7825390239,7004.6507006366,
2013-04-22,1426.4402907720,,360.4253860429,1083.0342307008,,,,43043.0162123383,13250.7505004407,6957.5788685827,
2013-04-23,1379.4519345629,,358.4364804814,1087.1692643528,,,,43078.1247084332,13273.5730124979,6892.4024857388,
2013-04-24,1404.3546365346,,362.4597341891,1070.6291297446,,,,44412.2475600391,13319.2180366124,6986.5461498466,
2013-04-25,1386.4382129441,,367.3433062997,1085.1017475268,,,,45009.0919936523,13332.9115438468,7068.0166284014,
2013-04-26,1374.6066124598,,374.6813162069,1093.0272286933,,,,45439.1710708148,13355.7340559041,7028.1866166635,
2013-05-02,1374.3812486410,,368.0391520668,1106.8106742001,,,,43604.7521498566,13173.6517920199,6972.0625092146,
2013-05-03,1400.9741792534,,373.7450873566,1100.2635375843,,,,44930.0978774388,13232.8285277822,7039.0493471375,
2013-05-06,1413.7072350127,,372.1509679630,1104.7431573741,,,,46559.9151533851,13305.5863478663,7113.2780053763,
2013-05-07,1422.6091058533,,366.8751918746,1099.2297791713,,,,45978.4668279124,13264.6600740690,7004.6507006366,
2013-05-08,1432.6377957876,,367.2420923700,1117.4928444679,,,,46736.1116156496,13337.4178941530,7120.5198256923,
2013-05-09,1420.2427857564,,370.5315450870,1118.5266028809,,,,46656.8232076306,13332.8705303978,7095.1734545864,
2013-05-10,1431.8490224220,,368.9247739521,1124.3845672213,,,,47062.0750708389,13341.9652579083,7124.1407358503,
2013-05-13,1416.0362226161,,361.1186496199,1108.5336048885,,,,47044.4554246124,13287.3968928453,7091.5525444284,
2013-05-14,1396.1572742887,,362.2320028472,1125.0737394967,,,,46410.1481604603,13269.2074378243,7091.5525444284,
2013-05-15,1395.4795828685,,356.5513710397,1119.5603612939,,,,45802.2703656479,13228.2811640270,7015.5134311105,
2013-05-16,1425.9756967798,,351.9461372359,1119.5603612939,,,,45943.2275354595,13210.0917090060,7008.2716107946,
2013-05-17,1452.8574564498,,348.0620526816,1130.9317038371,,,,46674.4428538570,13241.9232552927,7082.5002690334,
2013-05-20,1464.8300048743,,340.9644258577,1138.1680127282,,,,46278.0008137620,13232.8285277822,7042.6702572955,
2013-05-21,1468.1055134055,,353.6288188181,1143.6813909309,,,,47062.0750708389,13278.3021653348,7167.5916577462,
2013-05-22,1469.4608962460,,352.8064556388,1144.3705632063,,,,47203.0322406504,13332.8705303978,7136.8139214033,
2013-05-23,1451.8409193194,,349.4790476982,1149.5393552713,,,,46119.4239977240,13287.3968928453,7049.9120776115,
2013-05-24,1461.5544963430,,352.1738685779,1148.5055968583,,,,46603.9642689512,13323.7758028873,7115.0884604553,
2013-05-27,1453.4221993000,,353.3884357349,1144.0259770686,,,,46260.3811675355,13291.9442566005,7106.0361850604,
2013-05-28,1487.0808731725,,352.2750825076,1146.7826661700,,,,46383.7186911207,13296.4916203558,7122.3302807713,
2013-05-29,1483.6924160713,,351.0352118682,1167.1132482926,,,,46066.5650590446,13314.6810753768,7109.6570952183,
2013-05-30,1482.4499818008,,356.6272814870,1171.5928680823,,,,46181.0927595165,13360.1547129293,7102.4152749024,
2013-05-31,1468.3314105456,,358.7654257531,1183.3087967631,,,,46445.3874529132,13487.4808980763,7125.9511909293,
2013-06-03,1466.6371819949,,353.6414705593,1213.9052547480,,,,46700.8723231967,13555.6913544051,7203.8007593262,
2013-06-04,1447.2100279477,,355.8428735315,1192.8932293849,,,,46771.3509081025,13514.7650806078,7178.4543882202,
2013-06-05,1442.2402908659,,355.0331620934,1203.9521901023,,,,47255.8911793298,13614.8070832234,7234.5784956691,
2013-06-06,1431.5101767119,,352.9962317571,1189.5755411697,,,,46753.7312618760,13560.2387181604,7194.7484839312,
2013-06-07,1398.5291942596,,356.5513710397,1191.7873333131,,,,46886.3032786867,13592.0702644471,7227.3366753531,
2013-06-13,1346.1210577602,,352.0220476833,1185.5205889066,,,,45525.2305727644,13373.7968041950,7169.4021128252,
2013-06-14,1352.8979719627,,350.6430078904,1193.6304934327,,,,45472.2017660401,13341.9652579083,7212.8530347211,
2013-06-17,1353.2368176728,,351.1870327628,1184.7833248588,,,,45701.9932618452,13332.8705303978,7230.9575855111,
2013-06-18,1358.3195033247,,349.1501024265,1186.9951170023,,,,45101.0001189704,13187.3548902297,7241.8203159851,
2013-06-19,1352.5591262526,,347.2649929848,1183.3087967631,,,,45030.2950433381,13223.7338002717,7245.4412261431,
2013-06-20,1317.8606206165,,337.7255801056,1185.8892209305,,,,43943.2045054910,13073.5158259485,7189.3171186942,
2013-06-21,1306.2565302071,,330.5899980579,1157.1359230652,,,,43881.3375643128,13078.0678857765,7160.3498374302,
2013-06-24,1213.3100413393,,325.0232319215,1147.9201224674,,,,42378.8547071258,12977.9225695610,7053.5329877695,
2013-06-25,1201.8197165222,,326.2884060434,1165.2458275913,,,,42935.6571777304,13023.4431678408,7080.6898139544,
2013-06-26,1207.2804649501,,317.6219633082,1161.1908753283,,,,42476.0741861203,12964.2663900771,7060.7748080854,
2013-06-27,1205.3464498819,,316.9261175412,1171.5125719979,,,,43112.4198668112,13009.7869883568,7100.6048198234,
2013-06-28,1233.5603167597,,308.4494509243,1162.6654034240,,,,42935.6571777304,12941.5060909372,7084.3107241124,
2013-07-01,1230.6024113612,,319.3299483728,1148.2887544913,,,,43678.0604718698,13032.5472874967,7151.2975620353,
2013-07-02,1229.4647554388,,322.3663662654,1157.1359230652,,,,44279.0536147446,13073.5158259485,7165.7812026672,
2013-07-03,1220.7048048356,,319.2666896667,1169.3007798544,,,,44676.7696651764,13100.8281849164,7165.7812026672,
2013-07-04,1234.9255038667,,320.6583812008,1167.0889877109,,,,44305.5680181067,13046.2034669806,7125.9511909293,
2013-07-05,1236.4044565660,,317.9382568387,1172.6184680696,,,,43695.7367407779,13018.8911080128,7118.7093706133,
2013-07-08,1210.9209639021,,311.1695752864,1157.5045550892,,,,43183.1249424435,12927.8499114533,7115.0884604553,
2013-07-09,1210.0108391641,,320.5318637886,1192.1559653371,,,,43439.4308416107,12950.6102105931,7129.5721010873,
2013-07-10,1253.6968265879,,318.5075851936,1194.7363895044,,,,43190.7487595079,12982.4746293890,7140.4348315613,
2013-07-11,1320.2496980537,,328.4392020507,1198.7913417675,,,,45029.2198664826,13109.9323045723,7273.7079317298,
2013-07-12,1295.2212677589,,325.2762667459,1199.5286058153,,,,44132.1880703258,13046.2034669806,7254.9370725511,
2013-07-15,1303.4123904008,,327.8698736958,1190.6814372414,,,,44309.8181289707,13059.8596464646,7281.2162754012,
2013-07-16,1311.1484506738,,326.9842518104,1204.3208221262,,,,44629.5522345316,13055.3075866366,7266.1995880583,
2013-07-17,1298.2929387496,,328.1229085202,1205.7953502219,,,,44309.8181289707,13027.9952276687,7258.6912443868,
2013-07-18,1276.1086482610,,324.6436796849,1214.6425187958,,,,44132.1880703258,13014.3390481848,7290.6017049905,
2013-07-19,1233.4114356846,,327.1107692226,1201.3717659349,,,,43998.9655263422,13059.8596464646,7305.6183923335,
2013-07-22,1240.8519687073,,334.3222617176,1196.2109176001,,,,44718.3672638540,13087.1720054324,7429.5060629126,
2013-07-23,1283.7781207613,,336.7893512553,1225.3328474893,,,,44638.4337374638,13123.5884840563,7399.4726882268,
2013-07-24,1277.7112246043,,338.7503711443,1212.4307266523,,,,44878.2343166344,13091.7240652604,7410.7352037340,
2013-07-25,1264.7761441187,,334.0692268932,1202.4776620066,,,,44842.7083049054,13109.9323045723,7384.4560008838,
2013-07-26,1254.5883373646,,336.4097990188,1163.4026674718,,,,44443.0406729544,13073.5158259485,7346.9142825265,
