日期,沪深300主连,10年国债主连,沪金主连,豆粕主连,中证1000主连,30年国债主连,红利低波ETF,一天期国债逆回购,沪铜主连,沪铝主连,PTA主连,原油主连
2015-12-29,1.3214168220,-0.2488057325,0.2855260268,1.0660980810,,,,2.9260000000,1.5388919978,1.4211274278,1.2356979405,
2015-12-30,0.0270577412,-0.0798164222,-0.0657030223,-0.4219409283,,,,6.7510000000,0.4973749655,0.7473143391,0.9945750452,
2015-12-31,-1.0441462887,-0.1148277584,-0.9204470743,0.8474576271,,,,4.3480000000,0.5224085785,0.3245248030,-0.1342882722,
2016-01-04,-6.3747198076,-0.1699405208,0.9511170095,-2.2689075630,,,,4.6640000000,-1.6137855580,-1.7560073937,-0.4930524429,
2016-01-05,-0.4729927007,-0.2703649927,0.9202453988,0.7308684437,,,,4.2720000000,1.5012510425,1.3170272813,1.0810810811,
2016-01-06,1.6486740202,0.4267282494,0.4776378637,0.1707212975,,,,2.5510000000,-0.7395234182,-0.7892293408,-0.4456327986,
2016-01-07,-6.3434343434,-0.1549690062,2.2471910112,1.2356199403,,,,2.3640000000,-0.4139072848,-0.0935891437,-0.9847806625,
2016-01-08,1.9659805251,0.3755069344,0.0845308538,1.1784511785,,,,2.0580000000,-1.1360487670,0.6557377049,0.0904159132,
2016-01-11,-4.7506799637,-0.0099760575,0.2744932432,-0.8735440932,,,,1.8110000000,-2.5504484305,0.6514657980,-1.0388437218,
2016-01-12,1.4214099879,0.3891050584,-1.2002526848,-0.2098195552,,,,1.7270000000,-0.4026459592,-2.1729079982,-3.0579643998,
2016-01-13,-1.3702058437,0.1987676406,-1.0017050298,0.1682085786,,,,1.8490000000,0.5197805371,0.1417769376,0.1412429379,
2016-01-14,1.6429840142,-0.3719500099,0.7750269107,1.0075566751,,,,3.1680000000,0.3447285263,0.9910335064,0.1880582981,
2016-01-15,-2.2405292392,0.1991139430,-0.6195257424,-0.0831255195,,,,2.2490000000,-0.3721729173,-0.4672897196,-0.1877053027,
2016-01-18,0.4689873836,-0.3576928809,0.3869303525,2.2462562396,,,,2.3300000000,0.5459770115,0.7042253521,-0.0940291490,
2016-01-19,3.0243261012,-0.1545595054,-0.1284796574,0.1627339300,,,,2.8790000000,1.0574449843,0.7925407925,1.8352941176,
2016-01-20,-1.9144862795,0.1398182363,0.2572898799,-0.3655564582,,,,2.8190000000,-0.7918552036,-1.1100832562,-1.4787430684,
2016-01-21,-2.0494469746,0.0947441907,1.0479041916,-1.1414594374,,,,5.3990000000,-0.6556442417,-0.3274087933,0.4690431520,
2016-01-22,1.0295582863,0.0547999801,-0.4444444444,1.1134020619,,,,3.6740000000,0.9756097561,1.5016424214,1.4472455649,
2016-01-25,0.0723208416,-0.5825532762,0.2551020408,-0.7340946166,,,,2.8630000000,-0.4830917874,-0.9708737864,-0.0460193281,
2016-01-26,-4.7697260364,0.0751239545,1.3146734521,0.3697617091,,,,2.7090000000,0.2284408909,0.1400560224,-0.5985267035,
2016-01-27,-1.0831321145,-0.1401261135,0.1883633319,0.2046663938,,,,2.4670000000,1.9373219373,0.5594405594,0.6947660954,
2016-01-28,-1.7715162505,0.1954495339,-0.2297890119,-0.2042483660,,,,3.4030000000,-0.5030743432,-0.3708854891,-0.7359705612,
2016-01-29,3.0886111900,0.4001400490,-0.2093802345,-0.9823986901,,,,2.4010000000,0.2247191011,-0.0464684015,1.2048192771,
2016-02-01,-0.6887526689,-0.0249090819,0.6714225766,1.0334849111,,,,2.4950000000,-0.6446188341,-1.0227801023,-0.5952380952,
2016-02-02,2.2539704556,-0.4185768387,0.2709462276,0.4909983633,,,,2.6670000000,0.6190208216,0.2818224519,0.0000000000,
2016-02-03,-0.3187737385,0.1501200961,0.3741425899,-0.1221498371,,,,2.5090000000,0.1398210291,0.3278688525,-0.3684937817,
2016-02-04,1.3404096074,0.1798740881,1.0354110582,-0.3261312678,,,,7.7190000000,1.9268360793,1.7740429505,1.6643550624,
2016-02-05,-1.3965355177,0.1255839654,0.7993441279,-0.3271983640,,,,2.6790000000,0.0273972603,-0.9174311927,0.2273760800,
2016-02-15,-0.2519406237,0.5267910897,4.1683611224,-0.6565449323,,,,2.3540000000,-2.0816214736,0.6944444444,0.6805807623,
2016-02-16,2.9626595672,-0.4142336677,-1.1907085692,-0.4543577034,,,,1.9750000000,0.0000000000,1.5632183908,-0.0901306895,
2016-02-17,0.9613472121,0.0100230530,0.7704464638,-1.1203319502,,,,1.9640000000,-0.7552447552,-0.5885015844,-0.7216959856,
2016-02-18,-0.2008166544,0.1102425336,-0.0784159969,0.0000000000,,,,2.2840000000,0.6200676437,-0.1366120219,0.4997728305,
2016-02-19,-0.0335367899,-0.1251376514,1.2360211889,0.4196391104,,,,1.8720000000,0.6162464986,0.8663930689,0.5424954792,
2016-02-22,2.0531400966,-0.0701648875,-0.6976744186,0.3760969494,,,,1.8760000000,1.1971046771,1.3562386980,0.0000000000,
2016-02-23,-0.6443129520,-0.0902753398,0.0390320062,-0.7077435470,,,,1.8500000000,-0.4126547455,0.1338090990,-0.2248201439,
2016-02-24,0.5757014293,-0.0953767381,0.8388607101,-1.2578616352,,,,2.0220000000,-1.0773480663,-0.6681514477,-0.2703920685,
2016-02-25,-6.3425225344,-0.1658124812,1.1801122074,-0.4670912951,,,,5.5730000000,0.3071767663,0.7174887892,0.0451875282,
2016-02-26,1.1591148577,0.0754944889,0.1338432122,-0.5972696246,,,,4.2350000000,-0.2227171492,0.3116651825,-1.4905149051,
2016-02-29,-3.1597222222,0.0402333535,-0.9356501814,-1.2446351931,,,,3.3630000000,0.0000000000,0.0000000000,0.5502063274,
2016-03-01,2.6963069200,-0.0754071989,1.4070932922,0.4780530204,,,,2.5770000000,0.3623188406,-0.6637168142,4.0583675331,
2016-03-02,5.0555128832,-0.2515470141,-1.2164987645,-0.1297577855,,,,2.2820000000,2.5826159400,0.8908685969,-0.2629272568,
2016-03-03,-0.0132934530,-0.1765269582,0.8466422936,0.8228670420,,,,2.4280000000,0.1624255550,0.3532008830,0.4393673111,
2016-03-04,1.4558266303,0.1263136621,1.3547033009,1.1718750000,,,,1.5510000000,2.5675675676,0.6159260889,1.0498687664,
2016-03-07,1.0286987289,-0.3936014533,0.0188253012,1.1154011154,,,,1.6010000000,0.3689064559,0.1749016178,2.9870129870,
2016-03-08,-0.2723912057,0.1266528193,0.3952569170,-1.4425116674,,,,1.4490000000,-0.8926227356,0.6983849847,-1.1349306431,
2016-03-09,-1.9119464135,0.3187613843,-0.9936257968,-0.2582866982,,,,1.4540000000,-1.1390728477,-1.4304291287,-0.7653061224,
2016-03-10,-1.1138367699,0.2874867605,-0.8142397273,-0.6042296073,,,,1.7790000000,-0.0535905681,-0.4837291117,-1.2853470437,
2016-03-11,0.1206838753,0.3721585194,1.4700267278,0.2171081198,,,,1.5800000000,1.0991957105,0.5302695537,0.4340277778,
2016-03-14,1.8549521195,-0.1402946187,-1.2229539040,0.0433275563,,,,1.9970000000,0.1060726598,-0.3516483516,-0.7778738116,
2016-03-15,0.1512163051,0.0602107376,-1.7714285714,-0.1299263751,,,,2.3390000000,-1.3245033113,-0.3087781209,-0.5662020906,
2016-03-16,0.5054815204,0.2757998195,0.6205158038,-0.4770164788,,,,2.1810000000,0.8590604027,-0.2212389381,0.3942181340,
2016-03-17,1.9921619856,-0.2900435065,1.4839082675,0.6971677560,,,,4.4300000000,0.9848283205,0.5764966741,1.2652705061,
2016-03-18,1.7227025296,-0.0150458900,0.0189897455,0.8654262224,,,,4.3260000000,1.1597258830,1.0141093474,1.4648858251,
2016-03-21,2.7264000000,-0.1705457464,-1.3859882286,-0.1287001287,,,,3.9370000000,-0.5732152163,0.2618943693,-0.9766454352,
2016-03-22,-0.4859510311,0.1155662747,0.6546014632,1.1597938144,,,,3.7160000000,-0.0262054507,0.2612102743,0.6003430532,
2016-03-23,0.0438239529,0.0200752823,-1.1667941852,0.0849256900,,,,2.6720000000,0.0262123198,-0.1302648719,-0.5967604433,
2016-03-24,-1.6020025031,0.2107481560,-1.2579833559,0.2121340687,,,,3.7570000000,-1.3888888889,0.2173913043,-3.0445969125,
2016-03-25,0.5723734419,-0.0400580842,0.3920031360,1.5664690940,,,,2.8160000000,0.3188944991,1.5184381779,1.6806722689,
2016-03-28,-1.0433792842,-0.2003706858,-0.4099960953,-1.2922050855,,,,2.7970000000,-0.6357615894,0.3418803419,1.2614180078,
2016-03-29,-0.8243338232,0.1907343272,0.2744559890,-0.6334459459,,,,3.1250000000,0.1599573447,0.1277683135,0.3865979381,
2016-03-30,2.7706185567,-0.0050097690,1.1143695015,0.4249893753,,,,4.3370000000,-1.5961691939,-0.1276052744,-0.6846384253,
2016-03-31,0.0313479624,0.0000000000,-0.9474091261,-1.3542107490,,,,9.2640000000,-0.3514463368,0.2981260647,1.8036912752,
2016-04-01,0.4888749608,0.0701402806,0.4099160648,0.3861003861,,,,2.7630000000,0.7053716766,0.9787234043,0.8652657602,
2016-04-05,0.9230961143,-0.2403124061,-0.4471228616,0.5982905983,,,,2.6210000000,-1.0506465517,-0.1264222503,-2.6143790850,
2016-04-06,0.0988814041,-0.0552042557,0.2733841047,-0.4672897196,,,,2.3240000000,0.0000000000,-0.7172995781,-0.1258389262,
2016-04-07,-1.1298388590,-0.1004268140,-0.1168451801,-0.0426803244,,,,2.8340000000,-0.2178056085,0.1274968126,-0.3359932801,
2016-04-08,-0.7118771075,0.2060819301,0.6044063170,-0.6831767720,,,,1.9440000000,-2.4283765348,-1.2308998302,-0.7585335019,
2016-04-11,1.0628930818,0.0652086677,0.9883720930,1.5477214101,,,,2.0610000000,0.1957494407,1.2032660077,0.9341825902,
2016-04-12,0.0497853009,0.0050127826,0.4797543658,1.7781541067,,,,1.9920000000,0.4186435948,0.0849256900,-0.0841396719,
2016-04-13,1.1258319338,-0.2005012531,-0.5347593583,1.7054908486,,,,2.0830000000,2.3624235686,1.3576580399,1.3894736842,
2016-04-14,0.5412719892,-0.2862882973,-0.9984639017,0.8179959100,,,,3.7930000000,0.0543035569,0.1255755546,2.2425249169,
2016-04-15,0.0305885232,0.2216289730,-0.2327385570,0.3245436105,,,,2.1430000000,-0.1899592944,0.0000000000,-2.0714865963,
2016-04-18,-1.4208055350,0.0201035332,0.0583203733,1.8600889608,,,,2.1470000000,-0.4622077216,-0.0418060201,-0.3732890917,
2016-04-19,0.0313322471,0.0753730968,0.9714396736,-0.0396982930,,,,1.9360000000,0.9013930620,0.6691760770,0.2497918401,
2016-04-20,-2.4368852972,-0.2862020486,0.3078699250,2.7005559968,,,,2.0000000000,1.1369788847,0.3323639385,1.5365448505,
2016-04-21,0.0064209580,0.0100710006,1.2852484174,3.6349574633,,,,3.4350000000,1.9807280514,2.6915113872,3.5582822086,
2016-04-22,0.8410914928,0.0805598912,-1.2878787879,-3.3955223881,,,,2.2490000000,-0.3412073491,3.2661290323,-2.6461295419,
2016-04-25,-0.4329555584,-0.3370729989,-0.7482732157,-0.6952491309,,,,2.2390000000,0.3950487227,0.6247559547,3.9756592292,
2016-04-26,0.4923903312,0.2978293791,-0.2126425672,1.7113963438,,,,1.8520000000,-1.1017838405,-0.7372914241,-0.5462348810,
2016-04-27,-0.5472478524,0.0000000000,1.2398295234,0.4588910134,,,,1.8540000000,-0.2121453195,0.2345582486,0.4315417811,
2016-04-28,-0.1471623264,0.2667471941,0.3635667815,0.0761324705,,,,2.9200000000,-0.9301089556,-2.6131045242,-1.8750000000,
2016-04-29,0.2178649237,-0.0953719506,1.6015252622,-0.4564473184,,,,1.7500000000,1.0193133047,1.6025641026,-0.2388535032,
2016-05-03,2.3017902813,0.2361453047,1.8952899231,4.0122277417,,,,1.8770000000,0.6638343070,0.5914826498,-1.1173184358,
2016-05-04,-0.3687500000,0.0952380952,-1.1418047882,-1.6531961793,,,,1.7080000000,-1.7937219731,-2.1952175617,-0.4035512510,
2016-05-05,0.1380089078,0.0050077620,-0.1477923517,-0.0747104968,,,,2.5080000000,-1.0475423046,-0.1603206413,-1.2965964344,
2016-05-06,-3.2637975318,0.0609725116,0.1850138760,-2.2803738318,,,,1.5870000000,-0.5971769815,-0.9233239663,-1.1494252874,
2016-05-09,-2.1499805725,0.7159904535,-0.2585410896,1.9892884468,,,,1.6310000000,-2.1299836155,-2.3095623987,-0.8720930233,
2016-05-10,0.4367968233,0.0705858627,-0.9072394001,-0.2250562641,,,,1.5790000000,0.3069196429,-1.2028204065,-0.5865102639,
2016-05-11,0.5666842383,-0.0453446191,0.4857997010,4.2857142857,,,,1.3650000000,0.0278164117,1.7632241814,0.2528445006,
2016-05-12,0.4652077054,0.2973940219,-0.2975083674,2.1268925739,,,,1.8740000000,0.7786429366,0.4125412541,-1.3871374527,
2016-05-13,0.0456531664,-0.1206151372,0.7459903021,-1.2354394635,,,,1.5460000000,-2.0971302428,-0.8216926869,-1.3213981245,
2016-05-16,0.4693611473,-0.3824091778,0.7219548315,0.3931379557,,,,1.4420000000,0.3664036077,1.2841756421,0.2591792657,
2016-05-17,-0.0324422528,0.0202040610,-0.7167800037,0.6763972944,,,,1.5200000000,0.8143779837,1.7177914110,1.9388194744,
2016-05-18,-0.7399234114,-0.2171497829,0.0370233247,0.8840169731,,,,1.5200000000,-1.4484679666,-1.3268998794,-0.9721048183,
2016-05-19,-0.1589930441,0.0506098487,-1.5729089563,-0.1402032948,,,,1.9290000000,-0.5087620124,0.4482477588,-1.4511310286,
2016-05-20,0.6635259770,0.2529212403,0.0564015792,0.7371007371,,,,1.6570000000,0.3409090909,0.8924949290,0.3464703335,
2016-05-23,0.2900270252,-0.0201826530,-0.2442690718,-1.1846689895,,,,1.6020000000,-0.4246885617,-1.2866907921,-1.9421665947,
2016-05-24,-0.4732172198,0.2170073177,-0.6969297419,-3.8434414669,,,,1.5690000000,0.0568666477,-0.0407331976,-0.6161971831,
2016-05-25,-0.2311298950,-0.0201430154,-1.4795144158,2.3102310231,,,,1.6060000000,0.8525149190,-1.6707416463,0.0885739593,
2016-05-26,0.1456182155,-0.1309559786,0.3850596843,3.7634408602,,,,2.0980000000,1.6060862215,0.9946125155,0.6637168142,
2016-05-27,0.2511566424,-0.0706072221,-0.4602991945,-0.8290155440,,,,2.0110000000,-0.4159733777,0.2872384079,-0.7912087912,
2016-05-30,0.0988924051,-0.1413142223,-1.1753371869,3.5876001393,,,,2.1270000000,-0.3627232143,0.6137479542,0.6645990253,
2016-05-31,4.0242376342,0.2173253816,0.9748488984,-1.4794889038,,,,2.5230000000,0.1120134416,-0.2846685645,1.2323943662,
2016-06-01,-0.8547549702,-0.0706036613,0.1544699749,-1.0921501706,,,,2.0820000000,-1.5664335664,-1.3866231648,-1.4782608696,
2016-06-02,0.1149498691,-0.1312137270,0.1156737999,2.7260179434,,,,3.2490000000,0.2557544757,1.7783291977,0.3089143866,
2016-06-03,1.3395420042,0.0404264996,-0.3851338340,2.5864964730,,,,2.4610000000,1.2471655329,-1.9761218608,2.7716673999,
2016-06-06,-0.6294454586,0.0555639743,2.2230813841,1.4407334643,,,,2.4230000000,1.5117581187,-1.0499790004,0.3852739726,
2016-06-07,0.0823462342,-0.0858239095,0.1701966717,1.0329244674,,,,5.1900000000,-1.1583011583,-1.0611205433,-0.3837953092,
2016-06-08,-0.3797468354,-0.0151584053,0.6418727582,1.3738019169,,,,2.6520000000,-1.7020089286,1.8447018447,0.4280821918,
2016-06-13,-3.7865311309,0.2526783909,2.8512474207,5.3892215569,,,,2.1280000000,0.0567697985,-0.1684919966,-0.5967604433,
2016-06-14,0.7131537242,0.2217965521,-0.2918110523,-3.2894736842,,,,2.5270000000,-0.3971631206,0.0421940928,1.2006861063,
2016-06-15,1.6260162602,0.0754451262,0.6767880007,1.4533085962,,,,2.7650000000,0.5981201937,0.1265288908,-1.1016949153,
2016-06-16,-0.3870967742,0.3116047645,1.7260174419,-2.4687595245,,,,5.1540000000,0.2548131370,0.3791069924,0.0856898029,
2016-06-17,0.2509244585,-0.0651335237,-2.4111448473,0.9375000000,,,,2.6470000000,0.4236091500,0.5874947545,0.7705479452,
2016-06-20,0.4215518377,-0.0150406096,0.2013177160,0.8049535604,,,,2.5590000000,-0.2812148481,0.9595327493,1.7417162277,
2016-06-21,-0.3738685557,0.1203429775,-0.2009132420,-0.2149877150,,,,2.7490000000,0.3102086858,0.8677685950,-2.1294363257,
2016-06-22,1.2574889723,0.0450743727,-1.3177159590,0.4309018159,,,,2.5820000000,1.9398369412,1.1470708726,1.1092150171,
2016-06-23,-0.4681404421,-0.0150180216,0.0556379822,-1.6242721422,,,,4.4800000000,0.0275785990,-0.0810044552,0.3797468354,
2016-06-24,-1.5808727463,0.3004055475,4.6339202966,-1.0280373832,,,,2.8910000000,-0.8271298594,-1.3376570734,-1.4712063892,
2016-06-27,2.1505376344,0.2845305246,0.8503100089,3.9030531948,,,,3.6800000000,2.0850708924,1.6844700082,2.1331058020,
2016-06-28,0.5198180637,-0.3086112494,-0.4567012120,3.0899727355,,,,4.8580000000,1.2799564270,0.0808080808,0.1670843776,
2016-06-29,0.5494505495,-0.0349510685,0.3352743956,-1.3811342933,,,,7.7340000000,0.0537634409,-0.1614856681,-0.2085070892,
2016-06-30,0.0064288010,0.2847010639,-0.4572634541,1.1323003576,,,,8.2700000000,0.8328855454,1.3344116458,1.2118679482,
2016-07-01,-0.3278477758,0.2390676362,1.4664310954,1.6499705362,,,,2.6950000000,-0.6128430589,1.8355945730,-1.1560693642,
2016-07-04,2.2250886811,-0.2683096492,1.7412502177,0.2608695652,,,,2.5450000000,2.9758713137,-0.5877742947,2.5898078530,
2016-07-05,0.0883280757,-0.0946592268,-0.4620913914,-2.8620988725,,,,2.4310000000,-1.6141629784,-0.4387714400,-1.2214983713,
2016-07-06,0.3593040847,0.1645639057,2.0288858322,-3.1547619048,,,,2.2430000000,-1.0849431066,0.0000000000,-2.0610057708,
2016-07-07,0.0439670875,0.2588867868,-0.3370407819,-3.4111862323,,,,4.5880000000,-1.2573568753,-0.1602564103,-0.7575757576,
2016-07-08,-0.4457559016,0.0049657364,-0.9807237065,-2.1635380210,,,,2.5100000000,-0.7856949336,0.8426966292,-1.9508057676,
2016-07-11,0.1639654411,-0.1986195938,0.7513661202,2.3089430894,,,,2.4600000000,1.0922992900,0.6764822921,0.4325259516,
2016-07-12,2.7072971101,-0.1791133887,-0.4745762712,1.2078830261,,,,2.4220000000,0.4321988115,-1.1857707510,1.0335917313,
2016-07-13,0.3003739349,-0.0647958929,-0.9536784741,3.4547738693,,,,2.3870000000,3.7654653039,1.2400000000,-0.1278772379,
2016-07-14,-0.0488937783,0.0698254364,-0.6705639615,0.9107468124,,,,3.7490000000,0.1555209953,0.3555906756,-0.0426803244,
2016-07-15,0.0678802839,0.2292663477,0.0346200450,-3.7304452467,,,,2.4790000000,-0.3623188406,-0.1181102362,-0.1707941930,
2016-07-18,-0.5858411445,-0.0049726504,-0.2768645094,-2.3454833597,,,,2.4260000000,-1.6883116883,-1.3401655499,-1.0692899914,
2016-07-19,-0.5644811116,0.0547018748,0.1908728093,1.7851346965,,,,2.4470000000,1.1889035667,-1.8777467040,0.0864677907,
2016-07-20,-0.3119151591,0.2932405567,-0.3983373744,-2.6785714286,,,,2.4770000000,-0.0522193211,0.4071661238,0.0431965443,
2016-07-21,0.7571964956,0.0594677635,-1.0259085376,-0.7863695937,,,,4.9770000000,0.9665621735,0.4866180049,2.0293609672,
2016-07-22,-0.8074032669,0.0049527017,0.5973295854,-2.4108322325,,,,3.1300000000,-1.2160413972,-1.8563357546,-0.8040626322,
2016-07-25,0.1189656252,-0.1634310618,-0.5239259518,0.0338409475,,,,3.2400000000,-0.0523834468,0.2467105263,-0.5972696246,
2016-07-26,1.5322076298,0.1934619773,0.1404494382,-0.2706359946,,,,2.9080000000,-0.9171907757,-0.5742411813,-1.2875536481,
2016-07-27,-2.5870033877,-0.0891177344,-0.0701262272,0.5766621438,,,,2.5660000000,-0.1851362074,-0.4125412541,0.0434782609,
2016-07-28,0.8852355359,0.2626362735,1.4912280702,0.4384485666,,,,4.5820000000,0.2119766826,2.2783761392,0.0000000000,
2016-07-29,-0.2883108743,-0.0988484160,-0.6222990493,-1.8468770987,,,,2.5340000000,-0.9254362771,-0.6885378696,-2.2164276402,
2016-08-01,-0.9491482808,-0.1286300895,0.7653504957,0.7868628122,,,,2.2100000000,1.8681611956,0.5301794454,1.3777777778,
2016-08-02,0.4188348775,0.1387031258,0.5178663905,-1.4935505771,,,,2.2180000000,-0.6792058516,-0.0811359026,-0.2192021043,
2016-08-03,0.0379170880,0.1088300767,0.4980250730,-0.4135079256,,,,2.1000000000,-0.6049447659,-1.2699713232,1.5817223199,
2016-08-04,0.3537586860,0.0247072194,-0.9740259740,0.7612456747,,,,3.1740000000,-0.4498544589,0.1244813278,-0.3460207612,
2016-08-05,0.4972932142,0.2519513882,1.2251941329,1.3392857143,,,,2.0830000000,0.0000000000,1.2847078326,-0.3906250000,
2016-08-08,0.9395552772,0.0098556152,-2.1309239686,0.3727549983,,,,2.2590000000,-0.2126528442,1.3502454992,0.2515723270,
2016-08-09,0.6515668632,0.1133284060,-0.0870928410,0.4726536124,,,,2.3480000000,-0.8524240810,-0.6055712556,1.2547051443,
2016-08-10,-0.3020961776,-0.0296442688,1.4295676430,1.6129032258,,,,2.4590000000,0.6716818915,1.2591389115,-0.2478314746,
2016-08-11,-0.2473563787,0.1433231195,-0.8250257821,-0.6944444444,,,,3.5130000000,0.1601281025,-0.6016847172,0.2070393375,
2016-08-12,1.9155663009,0.2319498593,-0.0866551127,0.2664002664,,,,2.5450000000,0.0799360512,-0.3228410008,0.5371900826,
2016-08-15,2.7980535280,0.1575578533,-0.1908065915,0.9631351710,,,,2.6670000000,-1.3045793397,-0.4453441296,0.0822030415,
2016-08-16,-0.1952662722,-0.2261331236,0.4518595759,0.2960526316,,,,2.5350000000,0.4046398705,1.0980073200,-0.4106776181,
2016-08-17,-0.2252919903,-0.0689791092,-0.4844290657,-0.2623811086,,,,2.6500000000,0.0000000000,0.1609010459,1.3608247423,
2016-08-18,-0.1735591597,0.0246524011,0.5910987483,-0.9865175929,,,,5.3600000000,0.4030091349,2.6506024096,-0.5288852726,
2016-08-19,-0.1079136691,-0.2464632523,0.0000000000,-0.8302889406,,,,2.8510000000,0.0535188654,-0.7433489828,0.0817995910,
2016-08-22,-0.4621293962,0.1877748678,-0.8987210508,0.6363027461,,,,2.6470000000,-0.6686279754,-2.4438312968,-2.3293829179,
2016-08-23,0.0301477238,-0.3847102343,0.1918381584,0.0332778702,,,,2.9580000000,-0.0538502962,0.5252525253,0.3347280335,
2016-08-24,-0.4761904762,-0.0148536911,0.0522193211,-0.8316699933,,,,3.7730000000,-1.2661637931,-0.1607717042,-0.2919099249,
2016-08-25,-0.5450911514,-0.0544716252,-0.9220598469,-0.4360952700,,,,5.4560000000,-0.7639836289,-0.6441223833,0.5018820577,
2016-08-26,-0.1766031301,0.2378239112,0.0175592625,-1.6846361186,,,,2.6310000000,0.1649711301,0.2431118314,-0.2080732418,
2016-08-29,0.0244021474,-0.1977163759,-0.3160112360,0.1028101439,,,,2.5710000000,-0.0274499039,-0.2021018593,-0.0834028357,
2016-08-30,0.4269333984,-0.3417364172,0.2641775273,-0.1027045532,,,,2.3810000000,-0.4393190555,-0.2025111381,-0.6677796327,
2016-08-31,0.5283614721,0.0894543286,-0.4391357808,-1.9191226868,,,,2.3700000000,0.0275785990,-0.8522727273,-0.4621848739,
2016-09-01,-1.1719929922,0.0695134062,-0.2293577982,0.6638714186,,,,3.2280000000,0.7168458781,0.1227998363,0.7598142676,
2016-09-02,0.5257045052,-0.0297707651,0.1414677277,0.1041305102,,,,2.3640000000,0.3011223652,0.9403107114,0.8797653959,
2016-09-05,0.3162055336,-0.0347429025,1.2360939431,-0.4854368932,,,,2.2260000000,-0.4363239705,-1.9664072102,0.4983388704,
2016-09-06,0.8971328120,-0.0844049451,0.1046572475,0.5574912892,,,,2.0960000000,0.1643385374,0.2507312996,0.1652892562,
2016-09-07,0.0360468609,-0.0546611012,1.3591217982,1.8711018711,,,,2.1900000000,0.4922067268,0.1250521050,-0.7425742574,
2016-09-08,-0.0600564531,0.1889325312,-0.1375279354,0.8843537415,,,,2.7610000000,-0.4897959184,-0.1665278934,1.2053200333,
2016-09-09,-0.5768884081,0.0942881247,-0.6197280083,-0.6405933918,,,,2.3710000000,0.1367240908,0.5004170142,-0.2464065708,
2016-09-12,-2.2484134180,-0.2032721864,-0.3984063745,0.2035968782,,,,2.5370000000,-1.2288367013,-0.7468879668,-1.6879374228,
2016-09-13,0.3400729611,0.2732376174,-0.0173913043,-0.6095496106,,,,8.1700000000,1.1888305225,0.5434782609,-0.3768844221,
2016-09-14,-0.3265960069,0.0544986128,-0.5044355540,-1.3628620102,,,,3.6050000000,0.3551912568,-1.2474012474,-0.0420344683,
2016-09-19,0.8218834306,0.0346620451,-0.5069930070,2.9360967185,,,,2.6870000000,1.3612850531,0.3368421053,0.6728343146,
2016-09-20,0.0124455507,0.0297000297,0.1054296257,-0.1006711409,,,,3.5650000000,0.1343002955,1.2589173311,-0.5430242272,
2016-09-21,0.6906421105,-0.0049485352,0.1755309812,0.4366812227,,,,3.4690000000,0.0536480687,0.6630750104,-0.2939941201,
2016-09-22,0.8094914416,-0.0148463404,0.8235500263,-1.7391304348,,,,5.3360000000,0.9383378016,1.3585837793,0.3369839933,
2016-09-23,-0.4413387275,0.1286873886,0.1564129301,-0.9870660313,,,,2.8870000000,0.5577689243,1.5028432169,0.2518891688,
2016-09-26,-1.3421992365,0.0988630746,-0.0173520736,-1.4781711928,,,,3.5160000000,-0.2641310090,-0.6002400960,-1.0050251256,
2016-09-27,0.6240639041,-0.0246913580,-0.1388406803,-0.8722958828,,,,5.5040000000,-0.2118644068,0.6038647343,0.1692047377,
2016-09-28,-0.1054328951,-0.0246974562,-0.7820646507,0.3167898627,,,,4.6780000000,-0.4777070064,-0.4001600640,-0.4645270270,
2016-09-29,0.6332650400,-0.0197628458,-0.2452268348,1.1578947368,,,,18.1130000000,0.3464818763,1.1651265569,0.2121340687,
2016-09-30,0.1295576532,0.0098833762,0.1931518876,-0.2428026361,,,,5.5010000000,0.1593625498,-0.6477732794,-0.3810330229,
2016-10-10,1.3308687616,0.3409427809,-3.9607430775,-0.6606397775,,,,3.1030000000,-0.1591089897,2.5264873676,0.9349766256,
2016-10-11,0.2675422595,-0.0984882060,-0.0364963504,-0.1400070004,,,,3.0410000000,1.3545816733,1.0333863275,1.6842105263,
2016-10-12,-0.2486355367,-0.1281608912,-0.2190580504,-1.3319313004,,,,2.3940000000,-0.5503144654,-0.3540519276,-0.7039337474,
2016-10-13,-0.0790321600,0.1036474014,0.3293084523,-1.6341030195,,,,3.5420000000,-0.8432147563,0.7895775760,-1.5429524604,
2016-10-14,0.4441469944,0.0591657627,-0.2735229759,1.5167930661,,,,2.5020000000,-0.6909380813,0.7833920877,0.0423549343,
2016-10-17,-0.9328245200,0.0591307776,0.0914243920,0.5691924582,,,,2.5330000000,-0.1337971635,-1.1270890012,1.2701100762,
2016-10-18,1.4062977683,-0.0443218753,0.5480453051,1.0258224266,,,,2.9590000000,0.2143622722,0.5110062893,0.4598662207,
2016-10-19,-0.1266204402,0.1724392767,0.0000000000,-0.9453781513,,,,2.7810000000,-0.5614973262,-1.5252248729,0.0000000000,
2016-10-20,0.1388553489,0.2262443439,0.7449127907,1.5906680806,,,,4.9860000000,0.3226673837,-0.1191421763,2.0391177695,
2016-10-21,0.2310311284,0.0588870350,-0.3426510370,-0.1391788448,,,,4.3880000000,-0.3484320557,0.4373757455,-0.8564437194,
2016-10-24,1.4254518986,-0.3384011770,0.2714440825,1.2543554007,,,,4.0170000000,0.4572350726,2.3752969121,1.0283833813,
