date,货币信用周期策略0.2（股指信号）
2021-06-03,1.6280567186044053
2021-06-04,1.6253390324883195
2021-06-07,1.6245754516989344
2021-06-08,1.6227438570966124
2021-06-09,1.6245169823170105
2021-06-10,1.6292928855997135
2021-06-11,1.6291365387439862
2021-06-15,1.6176694648814185
2021-06-16,1.61004204223607
2021-06-17,1.6095419772161286
2021-06-18,1.607360775500534
2021-06-21,1.611279830976108
2021-06-22,1.6175230340950908
2021-06-23,1.6255101814783806
2021-06-24,1.6251724273218542
2021-06-25,1.6333824015530474
2021-06-28,1.6318747994255027
2021-06-29,1.6259521780712411
2021-06-30,1.629433147173948
2021-07-01,1.6277891574095702
2021-07-02,1.6228312772995541
2021-07-05,1.6284952987667651
2021-07-06,1.6296276500235234
2021-07-07,1.6309445839289833
2021-07-08,1.626227035113283
2021-07-09,1.6295627885993003
2021-07-12,1.6388337265839175
2021-07-13,1.64654339484024
2021-07-14,1.646569785766565
2021-07-15,1.6455373920946719
2021-07-16,1.6472471132326798
2021-07-19,1.6465553933037675
2021-07-20,1.6435110950925207
2021-07-21,1.6491926587880519
2021-07-22,1.6530193762335537
2021-07-23,1.6520043743014088
2021-07-26,1.6383869749665958
2021-07-27,1.622011063838747
2021-07-28,1.6217527052785554
2021-07-29,1.6331383984017744
2021-07-30,1.6381772053799595
2021-08-02,1.6450479326238574
2021-08-03,1.6384394900868955
2021-08-04,1.6425775800266633
2021-08-05,1.6386181772694393
2021-08-06,1.6436010475203129
2021-08-09,1.6392452837418476
2021-08-10,1.6453810579565291
2021-08-11,1.6472130689936009
2021-08-12,1.6509124690308128
2021-08-13,1.6517704904675026
2021-08-16,1.6509920206755806
2021-08-17,1.6423415281240663
2021-08-18,1.6461042798124383
2021-08-19,1.637992564163122
2021-08-20,1.6323453433582997
2021-08-23,1.6396769923408796
2021-08-24,1.6508631169433583
2021-08-25,1.6549655977147355
2021-08-26,1.648355225268943
2021-08-27,1.656790391563433
2021-08-30,1.6621218205510897
2021-08-31,1.6653459432688442
2021-09-01,1.6672127823107952
2021-09-02,1.6735425656503737
2021-09-03,1.6723858101237887
2021-09-06,1.6811089838842326
2021-09-07,1.6936511783285344
2021-09-08,1.6930987123973236
2021-09-09,1.7021081786038095
2021-09-10,1.7084146425875044
2021-09-13,1.7163228535516668
2021-09-14,1.702588556251026
2021-09-15,1.7008392507919958
2021-09-16,1.6932170134906057
2021-09-17,1.688793642527122
2021-09-22,1.6969644168881954
2021-09-23,1.7023849333747347
2021-09-24,1.6948794169201618
2021-09-27,1.6871494518541943
2021-09-28,1.6888871123345581
2021-09-29,1.6770655291293872
2021-09-30,1.6782307509588068
2021-10-08,1.6864337795695166
2021-10-11,1.6882316704000198
2021-10-12,1.6793806417255908
2021-10-13,1.680388282829539
2021-10-14,1.685251802690583
2021-10-15,1.6930956084387505
2021-10-18,1.6902870095211173
2021-10-19,1.6930204310090993
2021-10-20,1.6821408344227569
2021-10-21,1.6869032161343633
2021-10-22,1.6819551836216653
2021-10-25,1.6865175776905208
2021-10-26,1.6845572407947447
2021-10-27,1.6684458856019224
2021-10-28,1.6644491320297536
2021-10-29,1.666155973798616
2021-11-01,1.6652787377432385
2021-11-02,1.6628462037122633
2021-11-03,1.662209765899664
2021-11-04,1.6611724236378738
2021-11-05,1.655580184571427
2021-11-08,1.6647225154339345
2021-11-09,1.6666143100280593
2021-11-10,1.6668595049072212
2021-11-11,1.673924786043898
2021-11-12,1.6743886202500111
2021-11-15,1.6726570154099563
2021-11-16,1.6721625491385053
2021-11-17,1.6706479387251383
2021-11-18,1.6639482312904588
