资产,来源,日期,合约内部编码,合约代码,收盘价,主力标志
PTA主连,commodity,2021-03-11,2026769,TA110,4758.0000000000,
PTA主连,commodity,2021-03-11,2027175,TA111,4766.0000000000,
PTA主连,commodity,2021-03-11,2027910,TA112,4778.0000000000,
PTA主连,commodity,2021-03-11,2028362,TA201,4778.0000000000,
PTA主连,commodity,2021-03-11,2029037,TA202,4806.0000000000,
PTA主连,commodity,2021-03-12,2015590,TA103,4530.0000000000,
PTA主连,commodity,2021-03-12,2018192,TA104,4522.0000000000,
PTA主连,commodity,2021-03-12,2024098,TA105,4550.0000000000,1.0000000000
PTA主连,commodity,2021-03-12,2024319,TA106,4582.0000000000,
PTA主连,commodity,2021-03-12,2025227,TA107,4612.0000000000,
PTA主连,commodity,2021-03-12,2025823,TA108,4638.0000000000,
PTA主连,commodity,2021-03-12,2026220,TA109,4642.0000000000,
PTA主连,commodity,2021-03-12,2026769,TA110,4778.0000000000,
PTA主连,commodity,2021-03-12,2027175,TA111,4804.0000000000,
PTA主连,commodity,2021-03-12,2027910,TA112,4810.0000000000,
PTA主连,commodity,2021-03-12,2028362,TA201,4800.0000000000,
PTA主连,commodity,2021-03-12,2029037,TA202,4828.0000000000,
PTA主连,commodity,2021-03-15,2018192,TA104,4522.0000000000,
PTA主连,commodity,2021-03-15,2024098,TA105,4548.0000000000,1.0000000000
PTA主连,commodity,2021-03-15,2024319,TA106,4578.0000000000,
PTA主连,commodity,2021-03-15,2025227,TA107,4608.0000000000,
PTA主连,commodity,2021-03-15,2025823,TA108,4638.0000000000,
PTA主连,commodity,2021-03-15,2026220,TA109,4642.0000000000,
PTA主连,commodity,2021-03-15,2026769,TA110,4774.0000000000,
PTA主连,commodity,2021-03-15,2027175,TA111,4792.0000000000,
PTA主连,commodity,2021-03-15,2027910,TA112,4800.0000000000,
PTA主连,commodity,2021-03-15,2028362,TA201,4798.0000000000,
PTA主连,commodity,2021-03-15,2029037,TA202,4816.0000000000,
PTA主连,commodity,2021-03-15,2029839,TA203,0.0000000000,
PTA主连,commodity,2021-03-16,2018192,TA104,4414.0000000000,
PTA主连,commodity,2021-03-16,2024098,TA105,4446.0000000000,1.0000000000
PTA主连,commodity,2021-03-16,2024319,TA106,4480.0000000000,
PTA主连,commodity,2021-03-16,2025227,TA107,4508.0000000000,
PTA主连,commodity,2021-03-16,2025823,TA108,4532.0000000000,
PTA主连,commodity,2021-03-16,2026220,TA109,4546.0000000000,
PTA主连,commodity,2021-03-16,2026769,TA110,4676.0000000000,
PTA主连,commodity,2021-03-16,2027175,TA111,4684.0000000000,
PTA主连,commodity,2021-03-16,2027910,TA112,4702.0000000000,
PTA主连,commodity,2021-03-16,2028362,TA201,4708.0000000000,
PTA主连,commodity,2021-03-16,2029037,TA202,4728.0000000000,
PTA主连,commodity,2021-03-16,2029839,TA203,4740.0000000000,
PTA主连,commodity,2021-03-17,2018192,TA104,4506.0000000000,
PTA主连,commodity,2021-03-17,2024098,TA105,4550.0000000000,1.0000000000
PTA主连,commodity,2021-03-17,2024319,TA106,4580.0000000000,
PTA主连,commodity,2021-03-17,2025227,TA107,4606.0000000000,
PTA主连,commodity,2021-03-17,2025823,TA108,4628.0000000000,
PTA主连,commodity,2021-03-17,2026220,TA109,4638.0000000000,
PTA主连,commodity,2021-03-17,2026769,TA110,4760.0000000000,
PTA主连,commodity,2021-03-17,2027175,TA111,4762.0000000000,
PTA主连,commodity,2021-03-17,2027910,TA112,4782.0000000000,
PTA主连,commodity,2021-03-17,2028362,TA201,4782.0000000000,
PTA主连,commodity,2021-03-17,2029037,TA202,4806.0000000000,
PTA主连,commodity,2021-03-17,2029839,TA203,4820.0000000000,
PTA主连,commodity,2021-03-18,2018192,TA104,4534.0000000000,
PTA主连,commodity,2021-03-18,2024098,TA105,4562.0000000000,1.0000000000
PTA主连,commodity,2021-03-18,2024319,TA106,4590.0000000000,
PTA主连,commodity,2021-03-18,2025227,TA107,4614.0000000000,
PTA主连,commodity,2021-03-18,2025823,TA108,4630.0000000000,
PTA主连,commodity,2021-03-18,2026220,TA109,4642.0000000000,
PTA主连,commodity,2021-03-18,2026769,TA110,4764.0000000000,
PTA主连,commodity,2021-03-18,2027175,TA111,4764.0000000000,
PTA主连,commodity,2021-03-18,2027910,TA112,4780.0000000000,
PTA主连,commodity,2021-03-18,2028362,TA201,4784.0000000000,
PTA主连,commodity,2021-03-18,2029037,TA202,4802.0000000000,
PTA主连,commodity,2021-03-18,2029839,TA203,0.0000000000,
PTA主连,commodity,2021-03-19,2018192,TA104,4280.0000000000,
PTA主连,commodity,2021-03-19,2024098,TA105,4306.0000000000,1.0000000000
PTA主连,commodity,2021-03-19,2024319,TA106,4338.0000000000,
PTA主连,commodity,2021-03-19,2025227,TA107,4358.0000000000,
PTA主连,commodity,2021-03-19,2025823,TA108,4372.0000000000,
PTA主连,commodity,2021-03-19,2026220,TA109,4388.0000000000,
PTA主连,commodity,2021-03-19,2026769,TA110,4512.0000000000,
PTA主连,commodity,2021-03-19,2027175,TA111,4512.0000000000,
PTA主连,commodity,2021-03-19,2027910,TA112,4536.0000000000,
PTA主连,commodity,2021-03-19,2028362,TA201,4542.0000000000,
PTA主连,commodity,2021-03-19,2029037,TA202,4558.0000000000,
PTA主连,commodity,2021-03-19,2029839,TA203,4590.0000000000,
PTA主连,commodity,2021-03-22,2018192,TA104,4324.0000000000,
PTA主连,commodity,2021-03-22,2024098,TA105,4354.0000000000,1.0000000000
PTA主连,commodity,2021-03-22,2024319,TA106,4386.0000000000,
PTA主连,commodity,2021-03-22,2025227,TA107,4414.0000000000,
PTA主连,commodity,2021-03-22,2025823,TA108,4434.0000000000,
PTA主连,commodity,2021-03-22,2026220,TA109,4450.0000000000,
PTA主连,commodity,2021-03-22,2026769,TA110,4584.0000000000,
PTA主连,commodity,2021-03-22,2027175,TA111,4594.0000000000,
PTA主连,commodity,2021-03-22,2027910,TA112,4602.0000000000,
PTA主连,commodity,2021-03-22,2028362,TA201,4608.0000000000,
PTA主连,commodity,2021-03-22,2029037,TA202,4632.0000000000,
PTA主连,commodity,2021-03-22,2029839,TA203,4654.0000000000,
PTA主连,commodity,2021-03-23,2018192,TA104,4316.0000000000,
PTA主连,commodity,2021-03-23,2024098,TA105,4356.0000000000,1.0000000000
PTA主连,commodity,2021-03-23,2024319,TA106,4388.0000000000,
PTA主连,commodity,2021-03-23,2025227,TA107,4418.0000000000,
PTA主连,commodity,2021-03-23,2025823,TA108,4438.0000000000,
PTA主连,commodity,2021-03-23,2026220,TA109,4448.0000000000,
PTA主连,commodity,2021-03-23,2026769,TA110,4584.0000000000,
PTA主连,commodity,2021-03-23,2027175,TA111,4578.0000000000,
PTA主连,commodity,2021-03-23,2027910,TA112,4580.0000000000,
PTA主连,commodity,2021-03-23,2028362,TA201,4602.0000000000,
PTA主连,commodity,2021-03-23,2029037,TA202,4636.0000000000,
PTA主连,commodity,2021-03-23,2029839,TA203,4642.0000000000,
PTA主连,commodity,2021-03-24,2018192,TA104,4304.0000000000,
PTA主连,commodity,2021-03-24,2024098,TA105,4330.0000000000,1.0000000000
PTA主连,commodity,2021-03-24,2024319,TA106,4358.0000000000,
PTA主连,commodity,2021-03-24,2025227,TA107,4384.0000000000,
PTA主连,commodity,2021-03-24,2025823,TA108,4400.0000000000,
PTA主连,commodity,2021-03-24,2026220,TA109,4416.0000000000,
PTA主连,commodity,2021-03-24,2026769,TA110,4544.0000000000,
PTA主连,commodity,2021-03-24,2027175,TA111,4562.0000000000,
PTA主连,commodity,2021-03-24,2027910,TA112,4570.0000000000,
PTA主连,commodity,2021-03-24,2028362,TA201,4562.0000000000,
PTA主连,commodity,2021-03-24,2029037,TA202,4590.0000000000,
PTA主连,commodity,2021-03-24,2029839,TA203,4606.0000000000,
PTA主连,commodity,2021-03-25,2018192,TA104,4270.0000000000,
PTA主连,commodity,2021-03-25,2024098,TA105,4308.0000000000,1.0000000000
PTA主连,commodity,2021-03-25,2024319,TA106,4338.0000000000,
PTA主连,commodity,2021-03-25,2025227,TA107,4366.0000000000,
PTA主连,commodity,2021-03-25,2025823,TA108,4386.0000000000,
PTA主连,commodity,2021-03-25,2026220,TA109,4402.0000000000,
PTA主连,commodity,2021-03-25,2026769,TA110,4526.0000000000,
PTA主连,commodity,2021-03-25,2027175,TA111,4540.0000000000,
PTA主连,commodity,2021-03-25,2027910,TA112,4550.0000000000,
PTA主连,commodity,2021-03-25,2028362,TA201,4548.0000000000,
PTA主连,commodity,2021-03-25,2029037,TA202,4570.0000000000,
PTA主连,commodity,2021-03-25,2029839,TA203,4590.0000000000,
PTA主连,commodity,2021-03-26,2018192,TA104,4402.0000000000,
PTA主连,commodity,2021-03-26,2024098,TA105,4432.0000000000,1.0000000000
PTA主连,commodity,2021-03-26,2024319,TA106,4454.0000000000,
PTA主连,commodity,2021-03-26,2025227,TA107,4482.0000000000,
PTA主连,commodity,2021-03-26,2025823,TA108,4500.0000000000,
PTA主连,commodity,2021-03-26,2026220,TA109,4518.0000000000,
PTA主连,commodity,2021-03-26,2026769,TA110,4632.0000000000,
PTA主连,commodity,2021-03-26,2027175,TA111,4650.0000000000,
PTA主连,commodity,2021-03-26,2027910,TA112,4644.0000000000,
PTA主连,commodity,2021-03-26,2028362,TA201,4650.0000000000,
PTA主连,commodity,2021-03-26,2029037,TA202,4674.0000000000,
PTA主连,commodity,2021-03-26,2029839,TA203,4710.0000000000,
PTA主连,commodity,2021-03-29,2018192,TA104,4370.0000000000,
PTA主连,commodity,2021-03-29,2024098,TA105,4402.0000000000,1.0000000000
PTA主连,commodity,2021-03-29,2024319,TA106,4432.0000000000,
PTA主连,commodity,2021-03-29,2025227,TA107,4456.0000000000,
PTA主连,commodity,2021-03-29,2025823,TA108,4480.0000000000,
PTA主连,commodity,2021-03-29,2026220,TA109,4490.0000000000,
PTA主连,commodity,2021-03-29,2026769,TA110,4620.0000000000,
PTA主连,commodity,2021-03-29,2027175,TA111,4630.0000000000,
PTA主连,commodity,2021-03-29,2027910,TA112,4630.0000000000,
PTA主连,commodity,2021-03-29,2028362,TA201,4630.0000000000,
PTA主连,commodity,2021-03-29,2029037,TA202,4652.0000000000,
PTA主连,commodity,2021-03-29,2029839,TA203,4682.0000000000,
PTA主连,commodity,2021-03-30,2018192,TA104,4388.0000000000,
PTA主连,commodity,2021-03-30,2024098,TA105,4404.0000000000,
PTA主连,commodity,2021-03-30,2024319,TA106,4428.0000000000,
PTA主连,commodity,2021-03-30,2025227,TA107,4452.0000000000,
PTA主连,commodity,2021-03-30,2025823,TA108,4472.0000000000,
PTA主连,commodity,2021-03-30,2026220,TA109,4484.0000000000,1.0000000000
PTA主连,commodity,2021-03-30,2026769,TA110,4612.0000000000,
PTA主连,commodity,2021-03-30,2027175,TA111,4626.0000000000,
PTA主连,commodity,2021-03-30,2027910,TA112,4610.0000000000,
PTA主连,commodity,2021-03-30,2028362,TA201,4620.0000000000,
PTA主连,commodity,2021-03-30,2029037,TA202,4650.0000000000,
PTA主连,commodity,2021-03-30,2029839,TA203,4670.0000000000,
PTA主连,commodity,2021-03-31,2018192,TA104,4348.0000000000,
PTA主连,commodity,2021-03-31,2024098,TA105,4382.0000000000,
PTA主连,commodity,2021-03-31,2024319,TA106,4414.0000000000,
PTA主连,commodity,2021-03-31,2025227,TA107,4436.0000000000,
PTA主连,commodity,2021-03-31,2025823,TA108,4458.0000000000,
PTA主连,commodity,2021-03-31,2026220,TA109,4470.0000000000,1.0000000000
PTA主连,commodity,2021-03-31,2026769,TA110,4594.0000000000,
PTA主连,commodity,2021-03-31,2027175,TA111,4604.0000000000,
PTA主连,commodity,2021-03-31,2027910,TA112,4606.0000000000,
PTA主连,commodity,2021-03-31,2028362,TA201,4614.0000000000,
PTA主连,commodity,2021-03-31,2029037,TA202,4630.0000000000,
PTA主连,commodity,2021-03-31,2029839,TA203,4660.0000000000,
PTA主连,commodity,2021-04-01,2018192,TA104,4360.0000000000,
PTA主连,commodity,2021-04-01,2024098,TA105,4374.0000000000,
PTA主连,commodity,2021-04-01,2024319,TA106,4400.0000000000,
PTA主连,commodity,2021-04-01,2025227,TA107,4424.0000000000,
PTA主连,commodity,2021-04-01,2025823,TA108,4446.0000000000,
PTA主连,commodity,2021-04-01,2026220,TA109,4462.0000000000,1.0000000000
PTA主连,commodity,2021-04-01,2026769,TA110,4580.0000000000,
PTA主连,commodity,2021-04-01,2027175,TA111,4602.0000000000,
PTA主连,commodity,2021-04-01,2027910,TA112,4594.0000000000,
PTA主连,commodity,2021-04-01,2028362,TA201,4594.0000000000,
PTA主连,commodity,2021-04-01,2029037,TA202,4618.0000000000,
PTA主连,commodity,2021-04-01,2029839,TA203,4656.0000000000,
PTA主连,commodity,2021-04-02,2018192,TA104,4424.0000000000,
PTA主连,commodity,2021-04-02,2024098,TA105,4466.0000000000,
PTA主连,commodity,2021-04-02,2024319,TA106,4490.0000000000,
PTA主连,commodity,2021-04-02,2025227,TA107,4518.0000000000,
PTA主连,commodity,2021-04-02,2025823,TA108,4548.0000000000,
PTA主连,commodity,2021-04-02,2026220,TA109,4564.0000000000,1.0000000000
PTA主连,commodity,2021-04-02,2026769,TA110,4684.0000000000,
PTA主连,commodity,2021-04-02,2027175,TA111,4698.0000000000,
PTA主连,commodity,2021-04-02,2027910,TA112,4716.0000000000,
PTA主连,commodity,2021-04-02,2028362,TA201,4708.0000000000,
PTA主连,commodity,2021-04-02,2029037,TA202,4734.0000000000,
PTA主连,commodity,2021-04-02,2029839,TA203,4756.0000000000,
PTA主连,commodity,2021-04-06,2018192,TA104,4410.0000000000,
PTA主连,commodity,2021-04-06,2024098,TA105,4506.0000000000,
PTA主连,commodity,2021-04-06,2024319,TA106,4534.0000000000,
PTA主连,commodity,2021-04-06,2025227,TA107,4568.0000000000,
PTA主连,commodity,2021-04-06,2025823,TA108,4588.0000000000,
PTA主连,commodity,2021-04-06,2026220,TA109,4618.0000000000,1.0000000000
PTA主连,commodity,2021-04-06,2026769,TA110,4720.0000000000,
PTA主连,commodity,2021-04-06,2027175,TA111,4720.0000000000,
PTA主连,commodity,2021-04-06,2027910,TA112,4742.0000000000,
PTA主连,commodity,2021-04-06,2028362,TA201,4756.0000000000,
PTA主连,commodity,2021-04-06,2029037,TA202,4778.0000000000,
PTA主连,commodity,2021-04-06,2029839,TA203,4812.0000000000,
PTA主连,commodity,2021-04-07,2018192,TA104,4518.0000000000,
PTA主连,commodity,2021-04-07,2024098,TA105,4546.0000000000,
PTA主连,commodity,2021-04-07,2024319,TA106,4578.0000000000,
PTA主连,commodity,2021-04-07,2025227,TA107,4608.0000000000,
PTA主连,commodity,2021-04-07,2025823,TA108,4638.0000000000,
PTA主连,commodity,2021-04-07,2026220,TA109,4662.0000000000,1.0000000000
PTA主连,commodity,2021-04-07,2026769,TA110,4768.0000000000,
PTA主连,commodity,2021-04-07,2027175,TA111,4764.0000000000,
PTA主连,commodity,2021-04-07,2027910,TA112,4784.0000000000,
PTA主连,commodity,2021-04-07,2028362,TA201,4798.0000000000,
PTA主连,commodity,2021-04-07,2029037,TA202,4822.0000000000,
PTA主连,commodity,2021-04-07,2029839,TA203,4852.0000000000,
PTA主连,commodity,2021-04-08,2018192,TA104,4368.0000000000,
PTA主连,commodity,2021-04-08,2024098,TA105,4390.0000000000,
PTA主连,commodity,2021-04-08,2024319,TA106,4418.0000000000,
PTA主连,commodity,2021-04-08,2025227,TA107,4448.0000000000,
PTA主连,commodity,2021-04-08,2025823,TA108,4478.0000000000,
PTA主连,commodity,2021-04-08,2026220,TA109,4504.0000000000,1.0000000000
PTA主连,commodity,2021-04-08,2026769,TA110,4614.0000000000,
PTA主连,commodity,2021-04-08,2027175,TA111,4618.0000000000,
PTA主连,commodity,2021-04-08,2027910,TA112,4638.0000000000,
PTA主连,commodity,2021-04-08,2028362,TA201,4642.0000000000,
PTA主连,commodity,2021-04-08,2029037,TA202,4672.0000000000,
PTA主连,commodity,2021-04-08,2029839,TA203,4690.0000000000,
PTA主连,commodity,2021-04-09,2018192,TA104,4330.0000000000,
PTA主连,commodity,2021-04-09,2024098,TA105,4360.0000000000,
PTA主连,commodity,2021-04-09,2024319,TA106,4388.0000000000,
PTA主连,commodity,2021-04-09,2025227,TA107,4418.0000000000,
PTA主连,commodity,2021-04-09,2025823,TA108,4446.0000000000,
PTA主连,commodity,2021-04-09,2026220,TA109,4468.0000000000,1.0000000000
PTA主连,commodity,2021-04-09,2026769,TA110,4568.0000000000,
PTA主连,commodity,2021-04-09,2027175,TA111,4578.0000000000,
PTA主连,commodity,2021-04-09,2027910,TA112,4584.0000000000,
PTA主连,commodity,2021-04-09,2028362,TA201,4604.0000000000,
PTA主连,commodity,2021-04-09,2029037,TA202,4626.0000000000,
PTA主连,commodity,2021-04-09,2029839,TA203,4634.0000000000,
PTA主连,commodity,2021-04-12,2018192,TA104,4300.0000000000,
PTA主连,commodity,2021-04-12,2024098,TA105,4330.0000000000,
PTA主连,commodity,2021-04-12,2024319,TA106,4360.0000000000,
PTA主连,commodity,2021-04-12,2025227,TA107,4388.0000000000,
PTA主连,commodity,2021-04-12,2025823,TA108,4420.0000000000,
PTA主连,commodity,2021-04-12,2026220,TA109,4438.0000000000,1.0000000000
PTA主连,commodity,2021-04-12,2026769,TA110,4560.0000000000,
PTA主连,commodity,2021-04-12,2027175,TA111,4542.0000000000,
PTA主连,commodity,2021-04-12,2027910,TA112,4564.0000000000,
PTA主连,commodity,2021-04-12,2028362,TA201,4574.0000000000,
PTA主连,commodity,2021-04-12,2029037,TA202,4598.0000000000,
PTA主连,commodity,2021-04-12,2029839,TA203,4614.0000000000,
PTA主连,commodity,2021-04-13,2018192,TA104,4326.0000000000,
PTA主连,commodity,2021-04-13,2024098,TA105,4390.0000000000,
PTA主连,commodity,2021-04-13,2024319,TA106,4420.0000000000,
PTA主连,commodity,2021-04-13,2025227,TA107,4454.0000000000,
PTA主连,commodity,2021-04-13,2025823,TA108,4478.0000000000,
PTA主连,commodity,2021-04-13,2026220,TA109,4502.0000000000,1.0000000000
PTA主连,commodity,2021-04-13,2026769,TA110,4610.0000000000,
PTA主连,commodity,2021-04-13,2027175,TA111,4618.0000000000,
PTA主连,commodity,2021-04-13,2027910,TA112,4632.0000000000,
PTA主连,commodity,2021-04-13,2028362,TA201,4636.0000000000,
PTA主连,commodity,2021-04-13,2029037,TA202,4654.0000000000,
PTA主连,commodity,2021-04-13,2029839,TA203,4680.0000000000,
PTA主连,commodity,2021-04-14,2018192,TA104,4332.0000000000,
PTA主连,commodity,2021-04-14,2024098,TA105,4470.0000000000,
PTA主连,commodity,2021-04-14,2024319,TA106,4502.0000000000,
PTA主连,commodity,2021-04-14,2025227,TA107,4534.0000000000,
PTA主连,commodity,2021-04-14,2025823,TA108,4558.0000000000,
PTA主连,commodity,2021-04-14,2026220,TA109,4586.0000000000,1.0000000000
PTA主连,commodity,2021-04-14,2026769,TA110,4686.0000000000,
PTA主连,commodity,2021-04-14,2027175,TA111,4684.0000000000,
PTA主连,commodity,2021-04-14,2027910,TA112,4706.0000000000,
PTA主连,commodity,2021-04-14,2028362,TA201,4716.0000000000,
PTA主连,commodity,2021-04-14,2029037,TA202,4746.0000000000,
PTA主连,commodity,2021-04-14,2029839,TA203,4772.0000000000,
PTA主连,commodity,2021-04-15,2018192,TA104,0.0000000000,
PTA主连,commodity,2021-04-15,2024098,TA105,4588.0000000000,
PTA主连,commodity,2021-04-15,2024319,TA106,4620.0000000000,
PTA主连,commodity,2021-04-15,2025227,TA107,4650.0000000000,
PTA主连,commodity,2021-04-15,2025823,TA108,4678.0000000000,
PTA主连,commodity,2021-04-15,2026220,TA109,4704.0000000000,1.0000000000
PTA主连,commodity,2021-04-15,2026769,TA110,4792.0000000000,
PTA主连,commodity,2021-04-15,2027175,TA111,4792.0000000000,
PTA主连,commodity,2021-04-15,2027910,TA112,4812.0000000000,
PTA主连,commodity,2021-04-15,2028362,TA201,4814.0000000000,
PTA主连,commodity,2021-04-15,2029037,TA202,4846.0000000000,
PTA主连,commodity,2021-04-15,2029839,TA203,4870.0000000000,
PTA主连,commodity,2021-04-16,2024098,TA105,4626.0000000000,
PTA主连,commodity,2021-04-16,2024319,TA106,4656.0000000000,
PTA主连,commodity,2021-04-16,2025227,TA107,4686.0000000000,
PTA主连,commodity,2021-04-16,2025823,TA108,4716.0000000000,
PTA主连,commodity,2021-04-16,2026220,TA109,4740.0000000000,1.0000000000
PTA主连,commodity,2021-04-16,2026769,TA110,4814.0000000000,
PTA主连,commodity,2021-04-16,2027175,TA111,4826.0000000000,
PTA主连,commodity,2021-04-16,2027910,TA112,4838.0000000000,
PTA主连,commodity,2021-04-16,2028362,TA201,4848.0000000000,
PTA主连,commodity,2021-04-16,2029037,TA202,4866.0000000000,
PTA主连,commodity,2021-04-16,2029839,TA203,4900.0000000000,
PTA主连,commodity,2021-04-16,2030442,TA204,0.0000000000,
PTA主连,commodity,2021-04-19,2024098,TA105,4624.0000000000,
PTA主连,commodity,2021-04-19,2024319,TA106,4654.0000000000,
PTA主连,commodity,2021-04-19,2025227,TA107,4686.0000000000,
PTA主连,commodity,2021-04-19,2025823,TA108,4710.0000000000,
PTA主连,commodity,2021-04-19,2026220,TA109,4740.0000000000,1.0000000000
PTA主连,commodity,2021-04-19,2026769,TA110,4814.0000000000,
PTA主连,commodity,2021-04-19,2027175,TA111,4816.0000000000,
PTA主连,commodity,2021-04-19,2027910,TA112,4844.0000000000,
PTA主连,commodity,2021-04-19,2028362,TA201,4846.0000000000,
PTA主连,commodity,2021-04-19,2029037,TA202,4872.0000000000,
PTA主连,commodity,2021-04-19,2029839,TA203,4894.0000000000,
PTA主连,commodity,2021-04-19,2030442,TA204,0.0000000000,
PTA主连,commodity,2021-04-20,2024098,TA105,4628.0000000000,
PTA主连,commodity,2021-04-20,2024319,TA106,4660.0000000000,
PTA主连,commodity,2021-04-20,2025227,TA107,4692.0000000000,
PTA主连,commodity,2021-04-20,2025823,TA108,4724.0000000000,
PTA主连,commodity,2021-04-20,2026220,TA109,4740.0000000000,1.0000000000
PTA主连,commodity,2021-04-20,2026769,TA110,4828.0000000000,
PTA主连,commodity,2021-04-20,2027175,TA111,4834.0000000000,
PTA主连,commodity,2021-04-20,2027910,TA112,4848.0000000000,
PTA主连,commodity,2021-04-20,2028362,TA201,4848.0000000000,
PTA主连,commodity,2021-04-20,2029037,TA202,4884.0000000000,
PTA主连,commodity,2021-04-20,2029839,TA203,4900.0000000000,
PTA主连,commodity,2021-04-20,2030442,TA204,0.0000000000,
PTA主连,commodity,2021-04-21,2024098,TA105,4570.0000000000,
PTA主连,commodity,2021-04-21,2024319,TA106,4604.0000000000,
PTA主连,commodity,2021-04-21,2025227,TA107,4636.0000000000,
PTA主连,commodity,2021-04-21,2025823,TA108,4660.0000000000,
PTA主连,commodity,2021-04-21,2026220,TA109,4684.0000000000,1.0000000000
PTA主连,commodity,2021-04-21,2026769,TA110,4774.0000000000,
PTA主连,commodity,2021-04-21,2027175,TA111,4772.0000000000,
PTA主连,commodity,2021-04-21,2027910,TA112,4788.0000000000,
PTA主连,commodity,2021-04-21,2028362,TA201,4800.0000000000,
PTA主连,commodity,2021-04-21,2029037,TA202,4826.0000000000,
PTA主连,commodity,2021-04-21,2029839,TA203,4836.0000000000,
PTA主连,commodity,2021-04-21,2030442,TA204,4888.0000000000,
PTA主连,commodity,2021-04-22,2024098,TA105,4508.0000000000,
PTA主连,commodity,2021-04-22,2024319,TA106,4540.0000000000,
PTA主连,commodity,2021-04-22,2025227,TA107,4574.0000000000,
PTA主连,commodity,2021-04-22,2025823,TA108,4600.0000000000,
PTA主连,commodity,2021-04-22,2026220,TA109,4620.0000000000,1.0000000000
PTA主连,commodity,2021-04-22,2026769,TA110,4710.0000000000,
PTA主连,commodity,2021-04-22,2027175,TA111,4716.0000000000,
PTA主连,commodity,2021-04-22,2027910,TA112,4732.0000000000,
PTA主连,commodity,2021-04-22,2028362,TA201,4742.0000000000,
PTA主连,commodity,2021-04-22,2029037,TA202,4766.0000000000,
PTA主连,commodity,2021-04-22,2029839,TA203,4786.0000000000,
PTA主连,commodity,2021-04-22,2030442,TA204,4770.0000000000,
PTA主连,commodity,2021-04-23,2024098,TA105,4542.0000000000,
PTA主连,commodity,2021-04-23,2024319,TA106,4570.0000000000,
PTA主连,commodity,2021-04-23,2025227,TA107,4600.0000000000,
PTA主连,commodity,2021-04-23,2025823,TA108,4626.0000000000,
PTA主连,commodity,2021-04-23,2026220,TA109,4646.0000000000,1.0000000000
PTA主连,commodity,2021-04-23,2026769,TA110,4722.0000000000,
PTA主连,commodity,2021-04-23,2027175,TA111,4720.0000000000,
PTA主连,commodity,2021-04-23,2027910,TA112,4742.0000000000,
PTA主连,commodity,2021-04-23,2028362,TA201,4754.0000000000,
PTA主连,commodity,2021-04-23,2029037,TA202,4752.0000000000,
PTA主连,commodity,2021-04-23,2029839,TA203,4806.0000000000,
PTA主连,commodity,2021-04-23,2030442,TA204,4834.0000000000,
PTA主连,commodity,2021-04-26,2024098,TA105,4532.0000000000,
PTA主连,commodity,2021-04-26,2024319,TA106,4566.0000000000,
PTA主连,commodity,2021-04-26,2025227,TA107,4592.0000000000,
PTA主连,commodity,2021-04-26,2025823,TA108,4618.0000000000,
PTA主连,commodity,2021-04-26,2026220,TA109,4628.0000000000,1.0000000000
PTA主连,commodity,2021-04-26,2026769,TA110,4708.0000000000,
PTA主连,commodity,2021-04-26,2027175,TA111,4702.0000000000,
PTA主连,commodity,2021-04-26,2027910,TA112,4738.0000000000,
PTA主连,commodity,2021-04-26,2028362,TA201,4734.0000000000,
PTA主连,commodity,2021-04-26,2029037,TA202,4772.0000000000,
PTA主连,commodity,2021-04-26,2029839,TA203,4786.0000000000,
PTA主连,commodity,2021-04-26,2030442,TA204,0.0000000000,
PTA主连,commodity,2021-04-27,2024098,TA105,4688.0000000000,
PTA主连,commodity,2021-04-27,2024319,TA106,4724.0000000000,
PTA主连,commodity,2021-04-27,2025227,TA107,4748.0000000000,
PTA主连,commodity,2021-04-27,2025823,TA108,4768.0000000000,
PTA主连,commodity,2021-04-27,2026220,TA109,4768.0000000000,1.0000000000
PTA主连,commodity,2021-04-27,2026769,TA110,4810.0000000000,
PTA主连,commodity,2021-04-27,2027175,TA111,4808.0000000000,
PTA主连,commodity,2021-04-27,2027910,TA112,4830.0000000000,
PTA主连,commodity,2021-04-27,2028362,TA201,4834.0000000000,
PTA主连,commodity,2021-04-27,2029037,TA202,4858.0000000000,
PTA主连,commodity,2021-04-27,2029839,TA203,4882.0000000000,
PTA主连,commodity,2021-04-27,2030442,TA204,4908.0000000000,
PTA主连,commodity,2021-04-28,2024098,TA105,4786.0000000000,
PTA主连,commodity,2021-04-28,2024319,TA106,4818.0000000000,
PTA主连,commodity,2021-04-28,2025227,TA107,4842.0000000000,
PTA主连,commodity,2021-04-28,2025823,TA108,4864.0000000000,
PTA主连,commodity,2021-04-28,2026220,TA109,4872.0000000000,1.0000000000
PTA主连,commodity,2021-04-28,2026769,TA110,4896.0000000000,
PTA主连,commodity,2021-04-28,2027175,TA111,4882.0000000000,
PTA主连,commodity,2021-04-28,2027910,TA112,4898.0000000000,
PTA主连,commodity,2021-04-28,2028362,TA201,4908.0000000000,
PTA主连,commodity,2021-04-28,2029037,TA202,4930.0000000000,
PTA主连,commodity,2021-04-28,2029839,TA203,4962.0000000000,
PTA主连,commodity,2021-04-28,2030442,TA204,4980.0000000000,
PTA主连,commodity,2021-04-29,2024098,TA105,4790.0000000000,
PTA主连,commodity,2021-04-29,2024319,TA106,4818.0000000000,
PTA主连,commodity,2021-04-29,2025227,TA107,4854.0000000000,
PTA主连,commodity,2021-04-29,2025823,TA108,4878.0000000000,
