资产,来源,日期,合约内部编码,合约代码,收盘价,主力标志
沪铜主连,commodity,2023-11-06,2047040,CU2404,67520.0000000000,
沪铜主连,commodity,2023-11-06,2047430,CU2405,67480.0000000000,
沪铜主连,commodity,2023-11-06,2047660,CU2406,67460.0000000000,
沪铜主连,commodity,2023-11-06,2047995,CU2407,67350.0000000000,
沪铜主连,commodity,2023-11-06,2048301,CU2408,67320.0000000000,
沪铜主连,commodity,2023-11-06,2048734,CU2409,67360.0000000000,
沪铜主连,commodity,2023-11-06,2049179,CU2410,67350.0000000000,
沪铜主连,commodity,2023-11-07,2044507,CU2311,67550.0000000000,
沪铜主连,commodity,2023-11-07,2045007,CU2312,67410.0000000000,1.0000000000
沪铜主连,commodity,2023-11-07,2045591,CU2401,67320.0000000000,
沪铜主连,commodity,2023-11-07,2046237,CU2402,67300.0000000000,
沪铜主连,commodity,2023-11-07,2046535,CU2403,67300.0000000000,
沪铜主连,commodity,2023-11-07,2047040,CU2404,67350.0000000000,
沪铜主连,commodity,2023-11-07,2047430,CU2405,67290.0000000000,
沪铜主连,commodity,2023-11-07,2047660,CU2406,67320.0000000000,
沪铜主连,commodity,2023-11-07,2047995,CU2407,67280.0000000000,
沪铜主连,commodity,2023-11-07,2048301,CU2408,67230.0000000000,
沪铜主连,commodity,2023-11-07,2048734,CU2409,67350.0000000000,
沪铜主连,commodity,2023-11-07,2049179,CU2410,67210.0000000000,
沪铜主连,commodity,2023-11-08,2044507,CU2311,67650.0000000000,
沪铜主连,commodity,2023-11-08,2045007,CU2312,67500.0000000000,1.0000000000
沪铜主连,commodity,2023-11-08,2045591,CU2401,67360.0000000000,
沪铜主连,commodity,2023-11-08,2046237,CU2402,67310.0000000000,
沪铜主连,commodity,2023-11-08,2046535,CU2403,67330.0000000000,
沪铜主连,commodity,2023-11-08,2047040,CU2404,67340.0000000000,
沪铜主连,commodity,2023-11-08,2047430,CU2405,67320.0000000000,
沪铜主连,commodity,2023-11-08,2047660,CU2406,67250.0000000000,
沪铜主连,commodity,2023-11-08,2047995,CU2407,67260.0000000000,
沪铜主连,commodity,2023-11-08,2048301,CU2408,67060.0000000000,
沪铜主连,commodity,2023-11-08,2048734,CU2409,67230.0000000000,
沪铜主连,commodity,2023-11-08,2049179,CU2410,67200.0000000000,
沪铜主连,commodity,2023-11-09,2044507,CU2311,67440.0000000000,
沪铜主连,commodity,2023-11-09,2045007,CU2312,67130.0000000000,1.0000000000
沪铜主连,commodity,2023-11-09,2045591,CU2401,66960.0000000000,
沪铜主连,commodity,2023-11-09,2046237,CU2402,66890.0000000000,
沪铜主连,commodity,2023-11-09,2046535,CU2403,66880.0000000000,
沪铜主连,commodity,2023-11-09,2047040,CU2404,66890.0000000000,
沪铜主连,commodity,2023-11-09,2047430,CU2405,66890.0000000000,
沪铜主连,commodity,2023-11-09,2047660,CU2406,66830.0000000000,
沪铜主连,commodity,2023-11-09,2047995,CU2407,66850.0000000000,
沪铜主连,commodity,2023-11-09,2048301,CU2408,66830.0000000000,
沪铜主连,commodity,2023-11-09,2048734,CU2409,66780.0000000000,
沪铜主连,commodity,2023-11-09,2049179,CU2410,66690.0000000000,
沪铜主连,commodity,2023-11-10,2044507,CU2311,67530.0000000000,
沪铜主连,commodity,2023-11-10,2045007,CU2312,67230.0000000000,1.0000000000
沪铜主连,commodity,2023-11-10,2045591,CU2401,67060.0000000000,
沪铜主连,commodity,2023-11-10,2046237,CU2402,66980.0000000000,
沪铜主连,commodity,2023-11-10,2046535,CU2403,66980.0000000000,
沪铜主连,commodity,2023-11-10,2047040,CU2404,67030.0000000000,
沪铜主连,commodity,2023-11-10,2047430,CU2405,67000.0000000000,
沪铜主连,commodity,2023-11-10,2047660,CU2406,66960.0000000000,
沪铜主连,commodity,2023-11-10,2047995,CU2407,66920.0000000000,
沪铜主连,commodity,2023-11-10,2048301,CU2408,66900.0000000000,
沪铜主连,commodity,2023-11-10,2048734,CU2409,66860.0000000000,
沪铜主连,commodity,2023-11-10,2049179,CU2410,66900.0000000000,
沪铜主连,commodity,2023-11-13,2044507,CU2311,67510.0000000000,
沪铜主连,commodity,2023-11-13,2045007,CU2312,67210.0000000000,1.0000000000
沪铜主连,commodity,2023-11-13,2045591,CU2401,67030.0000000000,
沪铜主连,commodity,2023-11-13,2046237,CU2402,66930.0000000000,
沪铜主连,commodity,2023-11-13,2046535,CU2403,66920.0000000000,
沪铜主连,commodity,2023-11-13,2047040,CU2404,66900.0000000000,
沪铜主连,commodity,2023-11-13,2047430,CU2405,66890.0000000000,
沪铜主连,commodity,2023-11-13,2047660,CU2406,66850.0000000000,
沪铜主连,commodity,2023-11-13,2047995,CU2407,66810.0000000000,
沪铜主连,commodity,2023-11-13,2048301,CU2408,66800.0000000000,
沪铜主连,commodity,2023-11-13,2048734,CU2409,66760.0000000000,
沪铜主连,commodity,2023-11-13,2049179,CU2410,66630.0000000000,
沪铜主连,commodity,2023-11-14,2044507,CU2311,67780.0000000000,
沪铜主连,commodity,2023-11-14,2045007,CU2312,67480.0000000000,1.0000000000
沪铜主连,commodity,2023-11-14,2045591,CU2401,67300.0000000000,
沪铜主连,commodity,2023-11-14,2046237,CU2402,67230.0000000000,
沪铜主连,commodity,2023-11-14,2046535,CU2403,67220.0000000000,
沪铜主连,commodity,2023-11-14,2047040,CU2404,67230.0000000000,
沪铜主连,commodity,2023-11-14,2047430,CU2405,67210.0000000000,
沪铜主连,commodity,2023-11-14,2047660,CU2406,67140.0000000000,
沪铜主连,commodity,2023-11-14,2047995,CU2407,67130.0000000000,
沪铜主连,commodity,2023-11-14,2048301,CU2408,67060.0000000000,
沪铜主连,commodity,2023-11-14,2048734,CU2409,67020.0000000000,
沪铜主连,commodity,2023-11-14,2049179,CU2410,67060.0000000000,
沪铜主连,commodity,2023-11-15,2044507,CU2311,68500.0000000000,
沪铜主连,commodity,2023-11-15,2045007,CU2312,67770.0000000000,1.0000000000
沪铜主连,commodity,2023-11-15,2045591,CU2401,67590.0000000000,
沪铜主连,commodity,2023-11-15,2046237,CU2402,67470.0000000000,
沪铜主连,commodity,2023-11-15,2046535,CU2403,67400.0000000000,
沪铜主连,commodity,2023-11-15,2047040,CU2404,67360.0000000000,
沪铜主连,commodity,2023-11-15,2047430,CU2405,67350.0000000000,
沪铜主连,commodity,2023-11-15,2047660,CU2406,67310.0000000000,
沪铜主连,commodity,2023-11-15,2047995,CU2407,67330.0000000000,
沪铜主连,commodity,2023-11-15,2048301,CU2408,67270.0000000000,
沪铜主连,commodity,2023-11-15,2048734,CU2409,67270.0000000000,
沪铜主连,commodity,2023-11-15,2049179,CU2410,67220.0000000000,
沪铜主连,commodity,2023-11-16,2045007,CU2312,67850.0000000000,1.0000000000
沪铜主连,commodity,2023-11-16,2045591,CU2401,67690.0000000000,
沪铜主连,commodity,2023-11-16,2046237,CU2402,67590.0000000000,
沪铜主连,commodity,2023-11-16,2046535,CU2403,67570.0000000000,
沪铜主连,commodity,2023-11-16,2047040,CU2404,67570.0000000000,
沪铜主连,commodity,2023-11-16,2047430,CU2405,67570.0000000000,
沪铜主连,commodity,2023-11-16,2047660,CU2406,67470.0000000000,
沪铜主连,commodity,2023-11-16,2047995,CU2407,67480.0000000000,
沪铜主连,commodity,2023-11-16,2048301,CU2408,67450.0000000000,
沪铜主连,commodity,2023-11-16,2048734,CU2409,67360.0000000000,
沪铜主连,commodity,2023-11-16,2049179,CU2410,67330.0000000000,
沪铜主连,commodity,2023-11-16,2049683,CU2411,67200.0000000000,
沪铜主连,commodity,2023-11-17,2045007,CU2312,67920.0000000000,1.0000000000
沪铜主连,commodity,2023-11-17,2045591,CU2401,67680.0000000000,
沪铜主连,commodity,2023-11-17,2046237,CU2402,67540.0000000000,
沪铜主连,commodity,2023-11-17,2046535,CU2403,67480.0000000000,
沪铜主连,commodity,2023-11-17,2047040,CU2404,67500.0000000000,
沪铜主连,commodity,2023-11-17,2047430,CU2405,67420.0000000000,
沪铜主连,commodity,2023-11-17,2047660,CU2406,67410.0000000000,
沪铜主连,commodity,2023-11-17,2047995,CU2407,67380.0000000000,
沪铜主连,commodity,2023-11-17,2048301,CU2408,67350.0000000000,
沪铜主连,commodity,2023-11-17,2048734,CU2409,67290.0000000000,
沪铜主连,commodity,2023-11-17,2049179,CU2410,67270.0000000000,
沪铜主连,commodity,2023-11-17,2049683,CU2411,67220.0000000000,
沪铜主连,commodity,2023-11-20,2045007,CU2312,67920.0000000000,1.0000000000
沪铜主连,commodity,2023-11-20,2045591,CU2401,67660.0000000000,
沪铜主连,commodity,2023-11-20,2046237,CU2402,67510.0000000000,
沪铜主连,commodity,2023-11-20,2046535,CU2403,67440.0000000000,
沪铜主连,commodity,2023-11-20,2047040,CU2404,67440.0000000000,
沪铜主连,commodity,2023-11-20,2047430,CU2405,67410.0000000000,
沪铜主连,commodity,2023-11-20,2047660,CU2406,67330.0000000000,
沪铜主连,commodity,2023-11-20,2047995,CU2407,67300.0000000000,
沪铜主连,commodity,2023-11-20,2048301,CU2408,67280.0000000000,
沪铜主连,commodity,2023-11-20,2048734,CU2409,67290.0000000000,
沪铜主连,commodity,2023-11-20,2049179,CU2410,67200.0000000000,
沪铜主连,commodity,2023-11-20,2049683,CU2411,67170.0000000000,
沪铜主连,commodity,2023-11-21,2045007,CU2312,68280.0000000000,
沪铜主连,commodity,2023-11-21,2045591,CU2401,68100.0000000000,1.0000000000
沪铜主连,commodity,2023-11-21,2046237,CU2402,67950.0000000000,
沪铜主连,commodity,2023-11-21,2046535,CU2403,67920.0000000000,
沪铜主连,commodity,2023-11-21,2047040,CU2404,67870.0000000000,
沪铜主连,commodity,2023-11-21,2047430,CU2405,67870.0000000000,
沪铜主连,commodity,2023-11-21,2047660,CU2406,67810.0000000000,
沪铜主连,commodity,2023-11-21,2047995,CU2407,67790.0000000000,
沪铜主连,commodity,2023-11-21,2048301,CU2408,67690.0000000000,
沪铜主连,commodity,2023-11-21,2048734,CU2409,67720.0000000000,
沪铜主连,commodity,2023-11-21,2049179,CU2410,67680.0000000000,
沪铜主连,commodity,2023-11-21,2049683,CU2411,67600.0000000000,
沪铜主连,commodity,2023-11-22,2045007,CU2312,68090.0000000000,
沪铜主连,commodity,2023-11-22,2045591,CU2401,67930.0000000000,1.0000000000
沪铜主连,commodity,2023-11-22,2046237,CU2402,67800.0000000000,
沪铜主连,commodity,2023-11-22,2046535,CU2403,67760.0000000000,
沪铜主连,commodity,2023-11-22,2047040,CU2404,67740.0000000000,
沪铜主连,commodity,2023-11-22,2047430,CU2405,67690.0000000000,
沪铜主连,commodity,2023-11-22,2047660,CU2406,67650.0000000000,
沪铜主连,commodity,2023-11-22,2047995,CU2407,67630.0000000000,
沪铜主连,commodity,2023-11-22,2048301,CU2408,67590.0000000000,
沪铜主连,commodity,2023-11-22,2048734,CU2409,67460.0000000000,
沪铜主连,commodity,2023-11-22,2049179,CU2410,67390.0000000000,
沪铜主连,commodity,2023-11-22,2049683,CU2411,67420.0000000000,
沪铜主连,commodity,2023-11-23,2045007,CU2312,68030.0000000000,
沪铜主连,commodity,2023-11-23,2045591,CU2401,67800.0000000000,1.0000000000
沪铜主连,commodity,2023-11-23,2046237,CU2402,67660.0000000000,
沪铜主连,commodity,2023-11-23,2046535,CU2403,67630.0000000000,
沪铜主连,commodity,2023-11-23,2047040,CU2404,67580.0000000000,
沪铜主连,commodity,2023-11-23,2047430,CU2405,67570.0000000000,
沪铜主连,commodity,2023-11-23,2047660,CU2406,67510.0000000000,
沪铜主连,commodity,2023-11-23,2047995,CU2407,67430.0000000000,
沪铜主连,commodity,2023-11-23,2048301,CU2408,67440.0000000000,
沪铜主连,commodity,2023-11-23,2048734,CU2409,67350.0000000000,
沪铜主连,commodity,2023-11-23,2049179,CU2410,67320.0000000000,
沪铜主连,commodity,2023-11-23,2049683,CU2411,67260.0000000000,
沪铜主连,commodity,2023-11-24,2045007,CU2312,68260.0000000000,
沪铜主连,commodity,2023-11-24,2045591,CU2401,68050.0000000000,1.0000000000
沪铜主连,commodity,2023-11-24,2046237,CU2402,67940.0000000000,
沪铜主连,commodity,2023-11-24,2046535,CU2403,67890.0000000000,
沪铜主连,commodity,2023-11-24,2047040,CU2404,67880.0000000000,
沪铜主连,commodity,2023-11-24,2047430,CU2405,67820.0000000000,
沪铜主连,commodity,2023-11-24,2047660,CU2406,67790.0000000000,
沪铜主连,commodity,2023-11-24,2047995,CU2407,67800.0000000000,
沪铜主连,commodity,2023-11-24,2048301,CU2408,67720.0000000000,
沪铜主连,commodity,2023-11-24,2048734,CU2409,67590.0000000000,
沪铜主连,commodity,2023-11-24,2049179,CU2410,67650.0000000000,
沪铜主连,commodity,2023-11-24,2049683,CU2411,67570.0000000000,
沪铜主连,commodity,2023-11-27,2045007,CU2312,68310.0000000000,
沪铜主连,commodity,2023-11-27,2045591,CU2401,68100.0000000000,1.0000000000
沪铜主连,commodity,2023-11-27,2046237,CU2402,67980.0000000000,
沪铜主连,commodity,2023-11-27,2046535,CU2403,67940.0000000000,
沪铜主连,commodity,2023-11-27,2047040,CU2404,67940.0000000000,
沪铜主连,commodity,2023-11-27,2047430,CU2405,67920.0000000000,
沪铜主连,commodity,2023-11-27,2047660,CU2406,67880.0000000000,
沪铜主连,commodity,2023-11-27,2047995,CU2407,67800.0000000000,
沪铜主连,commodity,2023-11-27,2048301,CU2408,67810.0000000000,
沪铜主连,commodity,2023-11-27,2048734,CU2409,67630.0000000000,
沪铜主连,commodity,2023-11-27,2049179,CU2410,67700.0000000000,
沪铜主连,commodity,2023-11-27,2049683,CU2411,67590.0000000000,
沪铜主连,commodity,2023-11-28,2045007,CU2312,67950.0000000000,
沪铜主连,commodity,2023-11-28,2045591,CU2401,67700.0000000000,1.0000000000
沪铜主连,commodity,2023-11-28,2046237,CU2402,67580.0000000000,
沪铜主连,commodity,2023-11-28,2046535,CU2403,67550.0000000000,
沪铜主连,commodity,2023-11-28,2047040,CU2404,67530.0000000000,
沪铜主连,commodity,2023-11-28,2047430,CU2405,67500.0000000000,
沪铜主连,commodity,2023-11-28,2047660,CU2406,67480.0000000000,
沪铜主连,commodity,2023-11-28,2047995,CU2407,67490.0000000000,
沪铜主连,commodity,2023-11-28,2048301,CU2408,67410.0000000000,
沪铜主连,commodity,2023-11-28,2048734,CU2409,67390.0000000000,
沪铜主连,commodity,2023-11-28,2049179,CU2410,67340.0000000000,
沪铜主连,commodity,2023-11-28,2049683,CU2411,67300.0000000000,
沪铜主连,commodity,2023-11-29,2045007,CU2312,68300.0000000000,
沪铜主连,commodity,2023-11-29,2045591,CU2401,68090.0000000000,1.0000000000
沪铜主连,commodity,2023-11-29,2046237,CU2402,67990.0000000000,
沪铜主连,commodity,2023-11-29,2046535,CU2403,67960.0000000000,
沪铜主连,commodity,2023-11-29,2047040,CU2404,67920.0000000000,
沪铜主连,commodity,2023-11-29,2047430,CU2405,67880.0000000000,
沪铜主连,commodity,2023-11-29,2047660,CU2406,67880.0000000000,
沪铜主连,commodity,2023-11-29,2047995,CU2407,67840.0000000000,
沪铜主连,commodity,2023-11-29,2048301,CU2408,67740.0000000000,
沪铜主连,commodity,2023-11-29,2048734,CU2409,67730.0000000000,
沪铜主连,commodity,2023-11-29,2049179,CU2410,67680.0000000000,
沪铜主连,commodity,2023-11-29,2049683,CU2411,67620.0000000000,
沪铜主连,commodity,2023-11-30,2045007,CU2312,68460.0000000000,
沪铜主连,commodity,2023-11-30,2045591,CU2401,68220.0000000000,1.0000000000
沪铜主连,commodity,2023-11-30,2046237,CU2402,68080.0000000000,
沪铜主连,commodity,2023-11-30,2046535,CU2403,68020.0000000000,
沪铜主连,commodity,2023-11-30,2047040,CU2404,67990.0000000000,
沪铜主连,commodity,2023-11-30,2047430,CU2405,68000.0000000000,
沪铜主连,commodity,2023-11-30,2047660,CU2406,67990.0000000000,
沪铜主连,commodity,2023-11-30,2047995,CU2407,67930.0000000000,
沪铜主连,commodity,2023-11-30,2048301,CU2408,67910.0000000000,
沪铜主连,commodity,2023-11-30,2048734,CU2409,67820.0000000000,
沪铜主连,commodity,2023-11-30,2049179,CU2410,67830.0000000000,
沪铜主连,commodity,2023-11-30,2049683,CU2411,67830.0000000000,
沪铜主连,commodity,2023-12-01,2045007,CU2312,68670.0000000000,
沪铜主连,commodity,2023-12-01,2045591,CU2401,68360.0000000000,1.0000000000
沪铜主连,commodity,2023-12-01,2046237,CU2402,68200.0000000000,
沪铜主连,commodity,2023-12-01,2046535,CU2403,68120.0000000000,
沪铜主连,commodity,2023-12-01,2047040,CU2404,68070.0000000000,
沪铜主连,commodity,2023-12-01,2047430,CU2405,68060.0000000000,
沪铜主连,commodity,2023-12-01,2047660,CU2406,68040.0000000000,
沪铜主连,commodity,2023-12-01,2047995,CU2407,68030.0000000000,
沪铜主连,commodity,2023-12-01,2048301,CU2408,67940.0000000000,
沪铜主连,commodity,2023-12-01,2048734,CU2409,67970.0000000000,
沪铜主连,commodity,2023-12-01,2049179,CU2410,67850.0000000000,
沪铜主连,commodity,2023-12-01,2049683,CU2411,67870.0000000000,
沪铜主连,commodity,2023-12-04,2045007,CU2312,68920.0000000000,
沪铜主连,commodity,2023-12-04,2045591,CU2401,68580.0000000000,1.0000000000
沪铜主连,commodity,2023-12-04,2046237,CU2402,68450.0000000000,
沪铜主连,commodity,2023-12-04,2046535,CU2403,68390.0000000000,
沪铜主连,commodity,2023-12-04,2047040,CU2404,68370.0000000000,
沪铜主连,commodity,2023-12-04,2047430,CU2405,68360.0000000000,
沪铜主连,commodity,2023-12-04,2047660,CU2406,68280.0000000000,
沪铜主连,commodity,2023-12-04,2047995,CU2407,68290.0000000000,
沪铜主连,commodity,2023-12-04,2048301,CU2408,68350.0000000000,
沪铜主连,commodity,2023-12-04,2048734,CU2409,68140.0000000000,
沪铜主连,commodity,2023-12-04,2049179,CU2410,68160.0000000000,
沪铜主连,commodity,2023-12-04,2049683,CU2411,68210.0000000000,
沪铜主连,commodity,2023-12-05,2045007,CU2312,68320.0000000000,
沪铜主连,commodity,2023-12-05,2045591,CU2401,67900.0000000000,1.0000000000
沪铜主连,commodity,2023-12-05,2046237,CU2402,67730.0000000000,
沪铜主连,commodity,2023-12-05,2046535,CU2403,67700.0000000000,
沪铜主连,commodity,2023-12-05,2047040,CU2404,67700.0000000000,
沪铜主连,commodity,2023-12-05,2047430,CU2405,67670.0000000000,
沪铜主连,commodity,2023-12-05,2047660,CU2406,67630.0000000000,
沪铜主连,commodity,2023-12-05,2047995,CU2407,67570.0000000000,
沪铜主连,commodity,2023-12-05,2048301,CU2408,67500.0000000000,
沪铜主连,commodity,2023-12-05,2048734,CU2409,67480.0000000000,
沪铜主连,commodity,2023-12-05,2049179,CU2410,67530.0000000000,
沪铜主连,commodity,2023-12-05,2049683,CU2411,67440.0000000000,
沪铜主连,commodity,2023-12-06,2045007,CU2312,68500.0000000000,
沪铜主连,commodity,2023-12-06,2045591,CU2401,68050.0000000000,1.0000000000
沪铜主连,commodity,2023-12-06,2046237,CU2402,67860.0000000000,
沪铜主连,commodity,2023-12-06,2046535,CU2403,67780.0000000000,
沪铜主连,commodity,2023-12-06,2047040,CU2404,67750.0000000000,
沪铜主连,commodity,2023-12-06,2047430,CU2405,67750.0000000000,
沪铜主连,commodity,2023-12-06,2047660,CU2406,67730.0000000000,
沪铜主连,commodity,2023-12-06,2047995,CU2407,67610.0000000000,
沪铜主连,commodity,2023-12-06,2048301,CU2408,67590.0000000000,
沪铜主连,commodity,2023-12-06,2048734,CU2409,67520.0000000000,
沪铜主连,commodity,2023-12-06,2049179,CU2410,67540.0000000000,
沪铜主连,commodity,2023-12-06,2049683,CU2411,67430.0000000000,
沪铜主连,commodity,2023-12-07,2045007,CU2312,67980.0000000000,
沪铜主连,commodity,2023-12-07,2045591,CU2401,67480.0000000000,1.0000000000
沪铜主连,commodity,2023-12-07,2046237,CU2402,67200.0000000000,
沪铜主连,commodity,2023-12-07,2046535,CU2403,67100.0000000000,
沪铜主连,commodity,2023-12-07,2047040,CU2404,67070.0000000000,
沪铜主连,commodity,2023-12-07,2047430,CU2405,67040.0000000000,
沪铜主连,commodity,2023-12-07,2047660,CU2406,67060.0000000000,
沪铜主连,commodity,2023-12-07,2047995,CU2407,67010.0000000000,
沪铜主连,commodity,2023-12-07,2048301,CU2408,66940.0000000000,
沪铜主连,commodity,2023-12-07,2048734,CU2409,66880.0000000000,
沪铜主连,commodity,2023-12-07,2049179,CU2410,66900.0000000000,
沪铜主连,commodity,2023-12-07,2049683,CU2411,66830.0000000000,
沪铜主连,commodity,2023-12-08,2045007,CU2312,68390.0000000000,
沪铜主连,commodity,2023-12-08,2045591,CU2401,68000.0000000000,1.0000000000
沪铜主连,commodity,2023-12-08,2046237,CU2402,67770.0000000000,
沪铜主连,commodity,2023-12-08,2046535,CU2403,67690.0000000000,
沪铜主连,commodity,2023-12-08,2047040,CU2404,67590.0000000000,
沪铜主连,commodity,2023-12-08,2047430,CU2405,67620.0000000000,
沪铜主连,commodity,2023-12-08,2047660,CU2406,67570.0000000000,
沪铜主连,commodity,2023-12-08,2047995,CU2407,67530.0000000000,
沪铜主连,commodity,2023-12-08,2048301,CU2408,67470.0000000000,
沪铜主连,commodity,2023-12-08,2048734,CU2409,67490.0000000000,
沪铜主连,commodity,2023-12-08,2049179,CU2410,67450.0000000000,
沪铜主连,commodity,2023-12-08,2049683,CU2411,67400.0000000000,
沪铜主连,commodity,2023-12-11,2045007,CU2312,68700.0000000000,
沪铜主连,commodity,2023-12-11,2045591,CU2401,68350.0000000000,1.0000000000
沪铜主连,commodity,2023-12-11,2046237,CU2402,68190.0000000000,
沪铜主连,commodity,2023-12-11,2046535,CU2403,68130.0000000000,
沪铜主连,commodity,2023-12-11,2047040,CU2404,68050.0000000000,
沪铜主连,commodity,2023-12-11,2047430,CU2405,68030.0000000000,
沪铜主连,commodity,2023-12-11,2047660,CU2406,67990.0000000000,
沪铜主连,commodity,2023-12-11,2047995,CU2407,67900.0000000000,
沪铜主连,commodity,2023-12-11,2048301,CU2408,67830.0000000000,
沪铜主连,commodity,2023-12-11,2048734,CU2409,67890.0000000000,
沪铜主连,commodity,2023-12-11,2049179,CU2410,67880.0000000000,
沪铜主连,commodity,2023-12-11,2049683,CU2411,67710.0000000000,
沪铜主连,commodity,2023-12-12,2045007,CU2312,68500.0000000000,
沪铜主连,commodity,2023-12-12,2045591,CU2401,68170.0000000000,1.0000000000
沪铜主连,commodity,2023-12-12,2046237,CU2402,68000.0000000000,
沪铜主连,commodity,2023-12-12,2046535,CU2403,67890.0000000000,
沪铜主连,commodity,2023-12-12,2047040,CU2404,67840.0000000000,
沪铜主连,commodity,2023-12-12,2047430,CU2405,67820.0000000000,
沪铜主连,commodity,2023-12-12,2047660,CU2406,67780.0000000000,
沪铜主连,commodity,2023-12-12,2047995,CU2407,67710.0000000000,
沪铜主连,commodity,2023-12-12,2048301,CU2408,67680.0000000000,
沪铜主连,commodity,2023-12-12,2048734,CU2409,67630.0000000000,
沪铜主连,commodity,2023-12-12,2049179,CU2410,67560.0000000000,
沪铜主连,commodity,2023-12-12,2049683,CU2411,67520.0000000000,
沪铜主连,commodity,2023-12-13,2045007,CU2312,68320.0000000000,
沪铜主连,commodity,2023-12-13,2045591,CU2401,67810.0000000000,1.0000000000
沪铜主连,commodity,2023-12-13,2046237,CU2402,67550.0000000000,
沪铜主连,commodity,2023-12-13,2046535,CU2403,67490.0000000000,
沪铜主连,commodity,2023-12-13,2047040,CU2404,67440.0000000000,
沪铜主连,commodity,2023-12-13,2047430,CU2405,67400.0000000000,
沪铜主连,commodity,2023-12-13,2047660,CU2406,67400.0000000000,
沪铜主连,commodity,2023-12-13,2047995,CU2407,67300.0000000000,
沪铜主连,commodity,2023-12-13,2048301,CU2408,67310.0000000000,
沪铜主连,commodity,2023-12-13,2048734,CU2409,67220.0000000000,
沪铜主连,commodity,2023-12-13,2049179,CU2410,67160.0000000000,
沪铜主连,commodity,2023-12-13,2049683,CU2411,67100.0000000000,
沪铜主连,commodity,2023-12-14,2045007,CU2312,68600.0000000000,
沪铜主连,commodity,2023-12-14,2045591,CU2401,68200.0000000000,1.0000000000
沪铜主连,commodity,2023-12-14,2046237,CU2402,68020.0000000000,
沪铜主连,commodity,2023-12-14,2046535,CU2403,67950.0000000000,
沪铜主连,commodity,2023-12-14,2047040,CU2404,67870.0000000000,
沪铜主连,commodity,2023-12-14,2047430,CU2405,67890.0000000000,
沪铜主连,commodity,2023-12-14,2047660,CU2406,67780.0000000000,
沪铜主连,commodity,2023-12-14,2047995,CU2407,67730.0000000000,
沪铜主连,commodity,2023-12-14,2048301,CU2408,67700.0000000000,
沪铜主连,commodity,2023-12-14,2048734,CU2409,67640.0000000000,
沪铜主连,commodity,2023-12-14,2049179,CU2410,67550.0000000000,
沪铜主连,commodity,2023-12-14,2049683,CU2411,67590.0000000000,
沪铜主连,commodity,2023-12-15,2045007,CU2312,68740.0000000000,
沪铜主连,commodity,2023-12-15,2045591,CU2401,68630.0000000000,1.0000000000
沪铜主连,commodity,2023-12-15,2046237,CU2402,68450.0000000000,
沪铜主连,commodity,2023-12-15,2046535,CU2403,68380.0000000000,
沪铜主连,commodity,2023-12-15,2047040,CU2404,68340.0000000000,
沪铜主连,commodity,2023-12-15,2047430,CU2405,68310.0000000000,
沪铜主连,commodity,2023-12-15,2047660,CU2406,68230.0000000000,
沪铜主连,commodity,2023-12-15,2047995,CU2407,68100.0000000000,
沪铜主连,commodity,2023-12-15,2048301,CU2408,68060.0000000000,
沪铜主连,commodity,2023-12-15,2048734,CU2409,68000.0000000000,
沪铜主连,commodity,2023-12-15,2049179,CU2410,67970.0000000000,
沪铜主连,commodity,2023-12-15,2049683,CU2411,67900.0000000000,
沪铜主连,commodity,2023-12-18,2045591,CU2401,68650.0000000000,1.0000000000
沪铜主连,commodity,2023-12-18,2046237,CU2402,68500.0000000000,
沪铜主连,commodity,2023-12-18,2046535,CU2403,68480.0000000000,
沪铜主连,commodity,2023-12-18,2047040,CU2404,68430.0000000000,
沪铜主连,commodity,2023-12-18,2047430,CU2405,68370.0000000000,
沪铜主连,commodity,2023-12-18,2047660,CU2406,68290.0000000000,
沪铜主连,commodity,2023-12-18,2047995,CU2407,68220.0000000000,
沪铜主连,commodity,2023-12-18,2048301,CU2408,68140.0000000000,
沪铜主连,commodity,2023-12-18,2048734,CU2409,68140.0000000000,
沪铜主连,commodity,2023-12-18,2049179,CU2410,68020.0000000000,
沪铜主连,commodity,2023-12-18,2049683,CU2411,68010.0000000000,
沪铜主连,commodity,2023-12-18,2050113,CU2412,67910.0000000000,
沪铜主连,commodity,2023-12-19,2045591,CU2401,68480.0000000000,1.0000000000
沪铜主连,commodity,2023-12-19,2046237,CU2402,68350.0000000000,
沪铜主连,commodity,2023-12-19,2046535,CU2403,68300.0000000000,
沪铜主连,commodity,2023-12-19,2047040,CU2404,68260.0000000000,
沪铜主连,commodity,2023-12-19,2047430,CU2405,68230.0000000000,
沪铜主连,commodity,2023-12-19,2047660,CU2406,68210.0000000000,
沪铜主连,commodity,2023-12-19,2047995,CU2407,68120.0000000000,
沪铜主连,commodity,2023-12-19,2048301,CU2408,68060.0000000000,
沪铜主连,commodity,2023-12-19,2048734,CU2409,68010.0000000000,
沪铜主连,commodity,2023-12-19,2049179,CU2410,67950.0000000000,
沪铜主连,commodity,2023-12-19,2049683,CU2411,67870.0000000000,
沪铜主连,commodity,2023-12-19,2050113,CU2412,67810.0000000000,
沪铜主连,commodity,2023-12-20,2045591,CU2401,68990.0000000000,1.0000000000
沪铜主连,commodity,2023-12-20,2046237,CU2402,68900.0000000000,
沪铜主连,commodity,2023-12-20,2046535,CU2403,68830.0000000000,
