Date,Inflation_Factor_NAV,Inflation_Factor_YoY
2015-01-23,0.6461643623532407,-0.32435360930289414
2015-01-30,0.6349912506087148,-0.326823899316239
2015-02-06,0.634669380565849,-0.32270719711563745
2015-02-13,0.6396147605302488,-0.31045533349110477
2015-02-20,0.6475045519568671,-0.3011857806417245
2015-02-27,0.6514646858419413,-0.29568625613793353
2015-03-06,0.650517965987448,-0.29491209488460346
2015-03-13,0.6436795444665271,-0.2984085408322815
2015-03-20,0.634384217602751,-0.2984850816219665
2015-03-27,0.6263410797527672,-0.3005987252180716
2015-04-03,0.6148664090610265,-0.3107924569824215
2015-04-10,0.6045427870510893,-0.32515598791326195
2015-04-17,0.5977489205983829,-0.3373718643633161
2015-04-24,0.5903847500089127,-0.3478733809883716
2015-05-01,0.5899814782769611,-0.3479361474689785
2015-05-08,0.5920244239411839,-0.34234953234538157
2015-05-15,0.5921917441858724,-0.3392976580000394
2015-05-22,0.592559198246556,-0.3345688140123989
2015-05-29,0.5905529910079396,-0.33377173558489504
2015-06-05,0.5895670669533436,-0.33084554336924654
2015-06-12,0.5893768309516134,-0.32806069975612373
2015-06-19,0.5858626329947062,-0.3318554250622393
2015-06-26,0.5813587992257843,-0.33730674964638907
2015-07-03,0.5740988410907079,-0.3458156393659114
2015-07-10,0.5617332744632815,-0.35758182717332876
2015-07-17,0.552170254747563,-0.364887417513422
2015-07-24,0.5441618048449101,-0.3680577683702456
2015-07-31,0.537373326824184,-0.370348939917594
2015-08-07,0.5344391378275481,-0.37017453632084896
2015-08-14,0.5308814866863639,-0.3702341196814498
2015-08-21,0.5253017808454442,-0.37263405907137725
2015-08-28,0.5184780812910897,-0.37748558441431135
2015-09-04,0.5153489831977228,-0.37573154297777667
2015-09-11,0.5109869846713763,-0.374086760043702
2015-09-18,0.5090285938075778,-0.3706236973270688
2015-09-25,0.507309149818692,-0.3630472502443377
2015-10-02,0.5033350369450327,-0.35596919857240916
2015-10-09,0.5017353520177151,-0.3488595542142162
2015-10-16,0.4993758347012334,-0.34296074076198646
2015-10-23,0.4961991177536965,-0.3427875419853542
2015-10-30,0.4921419775773972,-0.34710147031082883
2015-11-06,0.48568911504071655,-0.3546530352059797
2015-11-13,0.4785128465250556,-0.3615436399970884
2015-11-20,0.4710966228430418,-0.3665429739749346
2015-11-27,0.46532963464168486,-0.36727582117414825
2015-12-04,0.45969391341390936,-0.36728314994345634
2015-12-11,0.45564583227185096,-0.36317278376938567
2015-12-18,0.4532004789630884,-0.35646996605797887
2015-12-25,0.4527142160151342,-0.3471396624368793
2016-01-01,0.453955448565453,-0.3379076316969668
2016-01-08,0.4553217451755707,-0.32266584077326255
2016-01-15,0.4542917925447658,-0.31040418959455607
2016-01-22,0.4530500282783702,-0.2988625577733426
2016-01-29,0.4524449042955829,-0.2874785221656826
2016-02-05,0.4536761668959348,-0.2851771634367283
2016-02-12,0.4584164089444538,-0.28329294876744127
2016-02-19,0.46270423593517085,-0.2854038870664287
2016-02-26,0.4660139164794712,-0.2846674169648916
2016-03-04,0.4712535284170782,-0.27557184727136164
2016-03-11,0.48357902442673206,-0.2487270590095949
2016-03-18,0.4938808465384657,-0.22147992835513441
2016-03-25,0.5045037807707822,-0.19452228653128956
2016-04-01,0.5116423808521564,-0.1678804154653778
2016-04-08,0.5143026654270427,-0.14927003275356343
2016-04-15,0.5221353372077718,-0.12649723117009948
2016-04-22,0.5320882038789605,-0.09874331294816141
2016-04-29,0.5437146591230453,-0.07842079939363178
2016-05-06,0.5503321782027962,-0.07042318534907233
2016-05-13,0.5471639496684987,-0.07603583629703692
2016-05-20,0.5398296446335653,-0.08898613635400965
2016-05-27,0.530014598277449,-0.10251136418285733
2016-06-03,0.5244992080551028,-0.11036549112976513
2016-06-10,0.5280881992717352,-0.10398887173919102
2016-06-17,0.532134591093112,-0.09170757593287193
2016-06-24,0.5375818580609115,-0.0753010726304858
2016-07-01,0.5459767487911749,-0.048984757130157264
2016-07-08,0.5537820971099816,-0.014154720246716712
2016-07-15,0.5658899173985681,0.02484679776399279
2016-07-22,0.5732024340672666,0.053367636176951505
2016-07-29,0.5788016801296062,0.07709417501285198
2016-08-05,0.5857918917286554,0.09608718798150151
2016-08-12,0.5940215751042296,0.11893443263951653
2016-08-19,0.6095416329435949,0.16036468020833916
2016-08-26,0.6235707180260669,0.20269446390728896
2016-09-02,0.6313801848364218,0.2251507336227372
2016-09-09,0.6407262236783959,0.25389930252422577
2016-09-16,0.6420881462548084,0.26139897456827255
2016-09-23,0.6435861237666262,0.26862707679654196
2016-09-30,0.6494356607132294,0.29026515748823556
2016-10-07,0.6523037789207035,0.30009531179631166
2016-10-14,0.667634516674912,0.3369379739296843
2016-10-21,0.6822915753738547,0.37503584944407486
2016-10-28,0.6982148140339428,0.4187263957261955
2016-11-04,0.7153511743630542,0.4728581559895253
2016-11-11,0.7364892396201977,0.53912114370295
2016-11-18,0.747252845712713,0.586198689353967
2016-11-25,0.7559626962288424,0.6245745810084762
2016-12-02,0.7674729887312124,0.6695304556712243
2016-12-09,0.7781552530077529,0.7078072439022856
2016-12-16,0.79413499508558,0.752281897191595
2016-12-23,0.8008868761516573,0.7690782569215449
2016-12-30,0.801080030000488,0.7646666264982285
2017-01-06,0.7945737518660823,0.745081934445492
2017-01-13,0.787922371666282,0.7343971090753094
2017-01-20,0.7899033093724769,0.743523364018271
2017-01-27,0.7944117971359085,0.7558199674560113
2017-02-03,0.8001659847096061,0.763738197191103
2017-02-10,0.7975182217975456,0.7397244213703107
2017-02-17,0.800521334157848,0.7300929448806872
2017-02-24,0.8051627212643113,0.7277654009711967
2017-03-03,0.8117451090966827,0.7225231433774135
2017-03-10,0.8200474188738218,0.6957878184355961
2017-03-17,0.8281782444430305,0.6768786444090784
2017-03-24,0.8287421769603188,0.6426877429821525
2017-03-31,0.8267637329841985,0.6159015826781151
2017-04-07,0.8302055630520614,0.614235388733041
2017-04-14,0.8269028477589477,0.5836944731245044
2017-04-21,0.8228072761993841,0.5463738346406875
2017-04-28,0.8139061758164237,0.49693623697615386
2017-05-05,0.7994721460102275,0.4527083417528672
2017-05-12,0.784992606468594,0.4346570291119962
2017-05-19,0.7780343958140536,0.44125911488647684
2017-05-26,0.7774071824568947,0.4667656041616084
2017-06-02,0.7745763773689263,0.4767922724633571
2017-06-09,0.768025195424337,0.45435023256245644
2017-06-16,0.7592993229044395,0.4268933754986406
2017-06-23,0.7494890831095381,0.39418596790633553
2017-06-30,0.749694503562239,0.3731253303773605
2017-07-07,0.7625317695730465,0.37695272843319616
2017-07-14,0.7779750804889153,0.3747816608313439
2017-07-21,0.7966246819345894,0.38977895868652856
2017-07-28,0.813089359770064,0.40478057974537296
2017-08-04,0.8282278705087842,0.4138602500364199
2017-08-11,0.8441297557581827,0.42104225020794583
2017-08-18,0.8515066871148049,0.39696230920718856
2017-08-25,0.8582175839160189,0.37629551726343746
2017-09-01,0.8612833065023385,0.3641278696851724
2017-09-08,0.8648921858339768,0.3498623185245153
2017-09-15,0.8767537796869912,0.3654726143146354
2017-09-22,0.8898199516699171,0.3825965458394174
2017-09-29,0.9045517637031931,0.39282737062788886
2017-10-06,0.9143050028910622,0.4016552294145279
2017-10-13,0.9181345186365678,0.3752052892790001
2017-10-20,0.9225062437202569,0.35207040071508877
2017-10-27,0.9240556575748288,0.32345467183099186
2017-11-03,0.9277510727555208,0.296916963310484
2017-11-10,0.9353457329998909,0.27000597250034786
2017-11-17,0.9374865040498016,0.2545773621720342
2017-11-24,0.9427227517090443,0.24704930072854614
2017-12-01,0.9526211528703733,0.24124388331275104
2017-12-08,0.9581754985896919,0.231342325180121
2017-12-15,0.9657841846462679,0.21614610944350843
2017-12-22,0.9723466004449844,0.21408731919445168
2017-12-29,0.9762985168713153,0.2187278178320342
2018-01-05,0.9839480648906961,0.23833446873856845
2018-01-12,0.9956318086359701,0.26361662574757005
2018-01-19,1.006958635077478,0.27478720892742725
2018-01-26,1.0192694329951841,0.2830492153691002
2018-02-02,1.0299719369772047,0.2871978522693628
2018-02-09,1.027969914942912,0.2889610379383505
2018-02-16,1.019246476943933,0.2732283743770365
2018-02-23,1.0125333504226486,0.25755120509393703
2018-03-02,1.0012959323561088,0.23351027451259898
2018-03-09,0.9918184582607918,0.20946476439480133
2018-03-16,0.9790148262708339,0.18213057737256144
2018-03-23,0.9644336420322466,0.1637318201537905
2018-03-30,0.9497865642548223,0.1488004690609417
2018-04-06,0.9396314729125473,0.13180580175614165
2018-04-13,0.9359686469789511,0.13189675125148126
2018-04-20,0.9350584126454036,0.13642457923381146
2018-04-27,0.9450927904448444,0.1611814955167632
2018-05-04,0.9622972347929873,0.20366574319735808
2018-05-11,0.9781645896206251,0.2460812771486396
2018-05-18,0.9977198433738037,0.2823595572916726
2018-05-25,1.0114741571700567,0.3010867149097125
2018-06-01,1.022182796369768,0.31966688661731313
2018-06-08,1.0350232812755376,0.3476423526752701
2018-06-15,1.0438913755949908,0.37480877976019
2018-06-22,1.0480907912746626,0.39840701471762974
2018-06-29,1.0542409622996407,0.4062274130200001
2018-07-06,1.055278666242453,0.38391436049060634
2018-07-13,1.0533993699276378,0.35402713576074096
2018-07-20,1.0503495024214404,0.31849982336811955
2018-07-27,1.0470846628502473,0.28778546941796823
2018-08-03,1.0395797795036126,0.25518570012017805
2018-08-10,1.0334924802387915,0.22432892951454653
2018-08-17,1.0362654944033238,0.2169786921046324
2018-08-24,1.0422433219358007,0.21442783446603175
2018-08-31,1.0526827518295458,0.2222258853529604
2018-09-07,1.060232485105005,0.22585508629919016
2018-09-14,1.0673056888076764,0.2173379956100263
2018-09-21,1.0711231518177027,0.20375268031193894
2018-09-28,1.076116924288032,0.18966870384781398
2018-10-05,1.084761893879258,0.18643329135157916
2018-10-12,1.091846695691581,0.18920122654028537
2018-10-19,1.0978027821736056,0.19002206179810543
2018-10-26,1.0983215722905664,0.1885881151067199
2018-11-02,1.0901626395126511,0.17505942221629622
2018-11-09,1.0740678377789858,0.14831104679782725
2018-11-16,1.046594792418091,0.11638384968419047
2018-11-23,1.015549736321881,0.07725175241693294
2018-11-30,0.9835713004519037,0.03248946077700832
2018-12-07,0.9619060882511021,0.0038934304487030502
2018-12-14,0.9479529216391996,-0.018462989237703398
2018-12-21,0.9365470165387872,-0.03681771900042008
2018-12-28,0.9231609630148507,-0.054427567939723254
2019-01-04,0.9080080349743452,-0.07717890062092525
2019-01-11,0.9071899489836033,-0.08882988559147531
2019-01-18,0.9184468592097083,-0.08790011107155293
2019-01-25,0.9387759110632341,-0.07897178049911202
2019-02-01,0.9541108394748494,-0.07365355771245075
2019-02-08,0.9660361421251427,-0.06024862393099206
2019-02-15,0.9714754390971195,-0.04686897519631206
2019-02-22,0.9814014071345721,-0.030746585556990613
2019-03-01,0.9892931444784662,-0.011987253208349036
2019-03-08,1.0016285381523462,0.009891003549940658
2019-03-15,1.011523133028687,0.033205122011972454
2019-03-22,1.0171245328737581,0.054634024099866174
2019-03-29,1.0203330240904471,0.07427611896255204
2019-04-05,1.0251539119936552,0.09101700139525626
2019-04-12,1.0384974427745441,0.10954298108865901
2019-04-19,1.0516871860219088,0.12472886377926606
2019-04-26,1.0673568172420271,0.12936721984688337
2019-05-03,1.0761320356516881,0.11829484357106068
2019-05-10,1.0720816458878744,0.09601355156771163
2019-05-17,1.0688709012223092,0.07131366417240659
2019-05-24,1.0690033004392705,0.05687653299039397
2019-05-31,1.0620001156098495,0.03895322772158827
2019-06-07,1.0470708490035854,0.011639900228331834
2019-06-14,1.0324666104969014,-0.01094440031327737
2019-06-21,1.0175056172856456,-0.02918179822171718
2019-06-28,1.0197838867276725,-0.032684250379349855
2019-07-05,1.0332763242543201,-0.02084979322710734
2019-07-12,1.0464297759355596,-0.006616288362273237
2019-07-19,1.0537324385820008,0.003220771898079011
2019-07-26,1.0468933985213944,-0.00018266367146690943
2019-08-02,1.0390460368617376,-0.000513421530889846
2019-08-09,1.0182168166828576,-0.014780623805220605
2019-08-16,1.0011049311773312,-0.03393007237613155
2019-08-23,0.9895630300155611,-0.050545099029653096
2019-08-30,0.976941941964204,-0.07195027156444389
2019-09-06,0.9793583831154296,-0.07627959256649786
2019-09-13,0.9870425058034434,-0.07520168199787047
2019-09-20,0.9965222570184207,-0.06964735536962652
2019-09-27,1.0055039878263525,-0.06561827517804131
2019-10-04,1.005769208071149,-0.07282029932450929
2019-10-11,0.9978239130372725,-0.08611353867289406
2019-10-18,0.9844571668914587,-0.10324770270460348
2019-10-25,0.9765939335436679,-0.11083059990621291
2019-11-01,0.9743946931752706,-0.1061932799211811
2019-11-08,0.9745444182979749,-0.09266027338348637
2019-11-15,0.9793441107699661,-0.06425665609585762
2019-11-22,0.9876995324842915,-0.027423771423010113
2019-11-29,0.9964767744003785,0.013121035498438793
2019-12-06,1.0017190270849492,0.041389631815548
2019-12-13,1.0104595956245759,0.06593858466862446
2019-12-20,1.0161856129165545,0.08503427481098491
2019-12-27,1.0239530734274433,0.10918151270546228
2020-01-03,1.0332236321844368,0.13790141979704984
2020-01-10,1.0402646552200676,0.14668891160617314
2020-01-17,1.0429584782491446,0.13556758106459665
2020-01-24,1.0402593890410554,0.10810191951227588
2020-01-31,1.0289196998528478,0.0784068865826677
2020-02-07,1.008339273275709,0.04379042284847201
2020-02-14,0.9926643381126357,0.0218110496290147
2020-02-21,0.9851914895861936,0.003861908515790047
2020-02-28,0.9764259315507555,-0.013006471337162595
2020-03-06,0.9744732458237881,-0.027111140801409195
2020-03-13,0.947172083148504,-0.06361797153121351
2020-03-20,0.9020161794017112,-0.1131703638558621
2020-03-27,0.8558651531728498,-0.16119038297736998
2020-04-03,0.8063641577328133,-0.2134213718556205
2020-04-10,0.7925327729168694,-0.23684667840927287
2020-04-17,0.7862351016624072,-0.25240593199922456
2020-04-24,0.7691345671568279,-0.279402581468289
2020-05-01,0.7517800046129363,-0.30140542265552894
2020-05-08,0.7450811982750879,-0.3050145004039986
2020-05-15,0.7553611673676884,-0.2933092607312129
2020-05-22,0.79259113743031,-0.25856998093025385
2020-05-29,0.8258915086052343,-0.22232446450255872
2020-06-05,0.8564488595260549,-0.182052618176631
2020-06-12,0.8856240568037866,-0.14222499032917202
2020-06-19,0.9013947904642868,-0.11411320473208053
2020-06-26,0.915386430010576,-0.10237213793609912
2020-07-03,0.9235207898062163,-0.10622089355169395
2020-07-10,0.9345564257977053,-0.10690956307873989
2020-07-17,0.9425107519279791,-0.10555021614755633
2020-07-24,0.9495392265574089,-0.09299339560406628
2020-07-31,0.9535310359962179,-0.08230145521155474
2020-08-07,0.952782713901839,-0.06426342769921001
2020-08-14,0.9495013638692202,-0.05154661184959264
2020-08-21,0.947524395669811,-0.042482017891360635
2020-08-28,0.946103851251299,-0.03156593998912882
2020-09-04,0.9433860143390033,-0.03673054664830133
2020-09-11,0.940976790952319,-0.04667044689592914
2020-09-18,0.9416878102556876,-0.05502581239559756
2020-09-25,0.9423269373479992,-0.06283122816342701
2020-10-02,0.9444737855096766,-0.060943824954657
2020-10-09,0.9504537964072972,-0.047473422926681996
2020-10-16,0.9571421515549168,-0.02774627099601734
2020-10-23,0.9606360046564846,-0.01634039321673686
2020-10-30,0.961293811199033,-0.013445149145409951
2020-11-06,0.9642752204799939,-0.010537434338720009
2020-11-13,0.9708781302913189,-0.008644541163362107
2020-11-20,0.9830873998364279,-0.004669570548710422
2020-11-27,1.0011052805690337,0.004644871097412517
2020-12-04,1.016447494735497,0.014703192464466053
2020-12-11,1.0369851709644597,0.026251000490017606
2020-12-18,1.0660178746617968,0.04903854287231901
2020-12-25,1.1045917673805852,0.07875233352562017
2021-01-01,1.1379908824070775,0.10139842620628237
2021-01-08,1.18544659902203,0.13956250755366573
2021-01-15,1.233830531055906,0.18301021257067296
2021-01-22,1.2668060432773849,0.21777900456651267
2021-01-29,1.2741287498565284,0.23831699406547413
2021-02-05,1.2548407350823059,0.24446281954863047
2021-02-12,1.2166773470392445,0.22566843627376332
2021-02-19,1.1941823889978889,0.21213226222597292
2021-02-26,1.1808946098736597,0.20940521110307664
2021-03-05,1.187303016218296,0.21840493959850948
2021-03-12,1.2012734495548125,0.26827370752065205
2021-03-19,1.2144862397521556,0.34641292194747475
2021-03-26,1.2337623373448496,0.44153822920709573
2021-04-02,1.2644968986702168,0.5681462110437756
2021-04-09,1.2939330223632428,0.6326555400365335
2021-04-16,1.3231104095835287,0.6828432192685852
2021-04-23,1.3584510723237428,0.7662072806652991
2021-04-30,1.3889989385300043,0.8476135704688617
2021-05-07,1.4217386283062747,0.9081660248543293
2021-05-14,1.4873176322100006,0.9690152161158381
2021-05-21,1.5130480038973384,0.9089893041232446
2021-05-28,1.5020182540073361,0.8186629095435851
2021-06-04,1.4872881951185957,0.7365756035236444
2021-06-11,1.4456444216502087,0.6323454749722281
2021-06-18,1.4289092421725569,0.5852202134833284
2021-06-25,1.435701319322528,0.5684100968221046
2021-07-02,1.4395701368401437,0.5587847644904784
2021-07-09,1.4559369711613002,0.5578909212662706
2021-07-16,1.4937306706409603,0.5848420483112984
2021-07-23,1.5376517407141488,0.6193662122722032
2021-07-30,1.5810895682825512,0.6581416950216843
2021-08-06,1.5957770905373894,0.6748594062987956
2021-08-13,1.5885413579643064,0.6730269364658907
2021-08-20,1.5681870037835517,0.6550360190726174
2021-08-27,1.5443009322824388,0.6322742268092194
2021-09-03,1.54225477676774,0.6348077598419164
2021-09-10,1.5478176167486601,0.6449052002464224
2021-09-17,1.5682620016064468,0.6653735819099447
2021-09-24,1.5879071915527396,0.6850915840542604
2021-10-01,1.6070554758481728,0.7015352892837994
2021-10-08,1.6206765215753438,0.7051607639440018
2021-10-15,1.6343574365872338,0.7075388790809733
2021-10-22,1.6288279767457352,0.6955724841150321
2021-10-29,1.5982414823880156,0.6625941660796819
2021-11-05,1.5432098187646617,0.6003831540921352
2021-11-12,1.4913234099096488,0.5360562395840214
2021-11-19,1.4438402628191105,0.4686794511447767
2021-11-26,1.4268197156558922,0.42524442069157775
2021-12-03,1.430080181118771,0.4069395502725017
2021-12-10,1.4411156493606718,0.38971673820595343
2021-12-17,1.4623346935907147,0.37177314597529887
2021-12-24,1.4707286147336558,0.33146802118697916
2021-12-31,1.4609680444960254,0.2838134883873471
2022-01-07,1.4477288260103183,0.22125182796480747
2022-01-14,1.4502687980556483,0.17541976920810654
2022-01-21,1.4661221631810484,0.15733751900015247
2022-01-28,1.5202600257562535,0.19317614167912023
2022-02-04,1.5928092443236106,0.2693317962929669
2022-02-11,1.6309820395944166,0.340521415610616
2022-02-18,1.6409603769413912,0.3741287696583946
2022-02-25,1.6451940070869633,0.3931759814391713
2022-03-04,1.6813137886656364,0.416078091017426
2022-03-11,1.757860926428285,0.4633312066288835
2022-03-18,1.8221408698218478,0.5003388347929725
2022-03-25,1.8976352244285069,0.5380881446846255
2022-04-01,1.920023186179966,0.5184087744296728
2022-04-08,1.8905842870290366,0.46111448919981046
2022-04-15,1.8622212666419016,0.40745719567580707
2022-04-22,1.8261174396647581,0.3442644176658003
2022-04-29,1.7939447471126098,0.2915378819591934
2022-05-06,1.787593295437782,0.25732906164851976
2022-05-13,1.7736407590755008,0.19250973743924038
2022-05-20,1.7632817965217935,0.16538390849457385
2022-05-27,1.7563907540657941,0.16935380071433892
2022-06-03,1.7576749396082232,0.18179848759444162
2022-06-10,1.7748930674215755,0.22775216425317657
2022-06-17,1.77583575620601,0.24279114711720662
2022-06-24,1.7551303970702348,0.22248992422632674
2022-07-01,1.7330825478977896,0.20388892735848607
2022-07-08,1.6959408646322114,0.16484497490264083
2022-07-15,1.650098738664678,0.10468290642825195
2022-07-22,1.6263556809011015,0.057687926230783004
2022-07-29,1.5925165552767508,0.0072272863115603325
2022-08-05,1.5674410879300529,-0.017756867657370612
2022-08-12,1.5678870467452943,-0.013002060736700183
2022-08-19,1.5647428061156148,-0.0021962926995485743
2022-08-26,1.5693089239662348,0.016193729577586247
2022-09-02,1.5752902504787907,0.021420244053506288
2022-09-09,1.5808385319679674,0.021333854106577954
2022-09-16,1.597848583283041,0.018865841068831157
2022-09-23,1.608411724622235,0.01291292915516351
2022-09-30,1.629220018624859,0.01379202094127363
2022-10-07,1.6520317615559628,0.019347006983318815
2022-10-14,1.6765814916051376,0.025835263494180083
2022-10-21,1.6833156652426413,0.03345208289322743
2022-10-28,1.6834820698341948,0.0533339851239607
2022-11-04,1.6704569391104866,0.08245613707129351
2022-11-11,1.659873136882085,0.11302023816728513
2022-11-18,1.6500681335915253,0.1428328853842551
2022-11-25,1.6223520036162635,0.13704064067441601
2022-12-02,1.6039949062109315,0.12161187001144547
2022-12-09,1.5846736822718692,0.0996159003442123
2022-12-16,1.578095552775733,0.07916167187470013
2022-12-23,1.5847164436776533,0.07750432527257267
2022-12-30,1.5858660985157842,0.08548992874299555
2023-01-06,1.5810306982559656,0.09207654765913831
2023-01-13,1.5769389705939179,0.08734254829731847
2023-01-20,1.583093071092387,0.07978251120462332
2023-01-27,1.5940803278911782,0.048557681504650896
2023-02-03,1.6000060468155999,0.004518307837323876
2023-02-10,1.5792846221275523,-0.03169711021448163
2023-02-17,1.5473493833678633,-0.057046467964089964
2023-02-24,1.5347880906108131,-0.06710814408547394
2023-03-03,1.5403964896761742,-0.08381380081424328
2023-03-10,1.554819060764857,-0.11550507927608311
2023-03-17,1.5724832008399203,-0.13701337427678506
2023-03-24,1.5592813522135405,-0.17830290450940878
2023-03-31,1.5415646171858832,-0.1971114576730998
2023-04-07,1.5254340462983347,-0.19314147654560176
2023-04-14,1.5071805389106359,-0.19065442656634568
2023-04-21,1.4973059012988263,-0.18006045570995455
2023-04-28,1.4665571011316827,-0.1824959472736628
2023-05-05,1.4379592068475078,-0.1955892816797843
2023-05-12,1.4089575627333935,-0.20561277388110777
2023-05-19,1.3912789403402566,-0.21097186899753662
2023-05-26,1.372105162117114,-0.2187927663927367
2023-06-02,1.342545153297432,-0.23618120561206923
2023-06-09,1.317724546230485,-0.257575247536027
2023-06-16,1.2940777666552796,-0.27128521760367286
2023-06-23,1.288856465116485,-0.2656634132324762
2023-06-30,1.300776122358343,-0.24944364367630933
2023-07-07,1.3145010990209076,-0.22491336435485
2023-07-14,1.3249526136576277,-0.1970464660012835
2023-07-21,1.3381690971133615,-0.17719776010378419
2023-07-28,1.3588784564286314,-0.14670999687505115
2023-08-04,1.3692862996140018,-0.1264192892746816
2023-08-11,1.3741267765672283,-0.12358050318757607
2023-08-18,1.3679871075314678,-0.12574315588168883
2023-08-25,1.356452674140317,-0.1356369332865004
2023-09-01,1.3523543540990137,-0.14152052062279852
2023-09-08,1.3620042265005226,-0.13842925829687402
2023-09-15,1.3820840869871025,-0.1350343822019825
2023-09-22,1.4149849977444349,-0.12025946088103157
2023-09-29,1.4392638687398465,-0.11659330705090709
2023-10-06,1.4462091456916353,-0.1245875658410307
2023-10-13,1.4466893413374842,-0.13711958018071502
2023-10-20,1.4413193173332544,-0.14376171558678175
2023-10-27,1.4363361302536908,-0.14680639848147914
2023-11-03,1.4361278690026151,-0.14027842599322016
2023-11-10,1.429459667262989,-0.13881390360464907
2023-11-17,1.4229570759725114,-0.13763738175143447
2023-11-24,1.4214720225105364,-0.12382021944557065
2023-12-01,1.4202923696505794,-0.1145281296399544
2023-12-08,1.416866949410803,-0.10589355697539571
2023-12-15,1.412150282893509,-0.10515540050178884
2023-12-22,1.4090005427252386,-0.11088160386891088
2023-12-29,1.4080051759719305,-0.11215380838919131
2024-01-05,1.4118896565983112,-0.106981503802699
2024-01-12,1.4089227359545715,-0.10654580663706148
2024-01-19,1.4016355599659107,-0.11462213715663883
2024-01-26,1.3998029907672758,-0.12187424543461578
2024-02-02,1.3956500166548955,-0.12772203615568978
2024-02-09,1.3939011890554216,-0.11738443499968299
2024-02-16,1.3965677708855078,-0.09744509811622104
2024-02-23,1.3943690812729996,-0.09149081244299317
2024-03-01,1.39853695915959,-0.09209286795142346
2024-03-08,1.3958152200452993,-0.10226517331305396
2024-03-15,1.381804904250985,-0.1212593536688259
2024-03-22,1.3665250718615867,-0.12361866579005687
2024-03-29,1.3477027188291109,-0.12575658275724189
2024-04-05,1.332114426373569,-0.12673089367179213
2024-04-12,1.3275256393105146,-0.11919932281634471
2024-04-19,1.3283078656140128,-0.11286807561381917
2024-04-26,1.3352835938459238,-0.08951135089418649
2024-05-03,1.3409139934866157,-0.06748815467001179
2024-05-10,1.3425515601804499,-0.04713130069305649
2024-05-17,1.3417695022617062,-0.03558555846927591
2024-05-24,1.3440306309914969,-0.02046091793889837
2024-05-31,1.3504557437198201,0.00589223416654483
2024-06-07,1.3459738113616886,0.021437913721812585
2024-06-14,1.343826256261747,0.038443199387505844
2024-06-21,1.3387460859028433,0.03870843816720049
2024-06-28,1.3303342629930233,0.022723464958051665
2024-07-05,1.3333041765590405,0.014304345239527283
2024-07-12,1.3293987958366777,0.003355729203609936
