2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-7.46%,-7.70%,23,15.00%,2025年,30.00%,2.41,信号限速测试,7.12%,13.29%,14.22%,5.59%,波动率调整限速_30%_目标15%_周变15pct,56.56%,-3.02%,75.00%,1.1368,15.00%,11.95%,30.00%,vol_scaled,
-7.46%,-7.70%,23,15.00%,2026年,30.00%,2.25,信号限速测试,7.12%,13.52%,20.65%,8.51%,波动率调整限速_30%_目标15%_周变15pct,56.56%,-2.99%,100.00%,1.0426,15.00%,11.95%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,全局 (Total),30.00%,1.66,信号限速测试,6.87%,12.97%,11.35%,6.62%,固定仓位限速_30%_周变20pct,51.55%,-7.62%,65.66%,2.3410,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,训练期 (2018-2020),30.00%,1.55,信号限速测试,6.87%,13.56%,11.66%,7.31%,固定仓位限速_30%_周变20pct,51.55%,-7.62%,69.44%,1.3740,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,验证期 (2021-2026),30.00%,1.74,信号限速测试,6.87%,12.64%,11.17%,6.19%,固定仓位限速_30%_周变20pct,51.55%,-4.98%,63.49%,1.7037,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2018年,30.00%,0.62,信号限速测试,6.87%,12.96%,3.33%,5.53%,固定仓位限速_30%_周变20pct,51.55%,-5.94%,66.67%,1.0316,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2019年,30.00%,2.18,信号限速测试,6.87%,14.12%,16.71%,7.20%,固定仓位限速_30%_周变20pct,51.55%,-4.66%,75.00%,1.1614,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2020年,30.00%,1.66,信号限速测试,6.87%,13.60%,15.28%,8.82%,固定仓位限速_30%_周变20pct,51.55%,-7.62%,66.67%,1.1469,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2021年,30.00%,1.27,信号限速测试,6.87%,14.17%,9.66%,7.50%,固定仓位限速_30%_周变20pct,51.55%,-4.14%,58.33%,1.0930,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2022年,30.00%,1.02,信号限速测试,6.87%,11.90%,6.38%,6.23%,固定仓位限速_30%_周变20pct,51.55%,-4.98%,58.33%,1.0612,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2023年,30.00%,2.69,信号限速测试,6.87%,12.23%,10.95%,3.89%,固定仓位限速_30%_周变20pct,51.55%,-2.05%,58.33%,1.1049,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2024年,30.00%,1.87,信号限速测试,6.87%,11.31%,12.31%,6.31%,固定仓位限速_30%_周变20pct,51.55%,-3.89%,66.67%,1.1180,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2025年,30.00%,2.41,信号限速测试,6.87%,13.34%,14.81%,5.79%,固定仓位限速_30%_周变20pct,51.55%,-3.05%,75.00%,1.1424,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,2026年,30.00%,2.10,信号限速测试,6.87%,13.59%,19.76%,8.75%,固定仓位限速_30%_周变20pct,51.55%,-2.99%,66.67%,1.0409,,14.90%,30.00%,fixed,
-7.38%,-7.62%,23,20.00%,全局 (Total),30.00%,1.77,信号限速测试,7.14%,12.94%,11.13%,6.05%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-7.62%,66.67%,2.3048,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,训练期 (2018-2020),30.00%,1.65,信号限速测试,7.14%,13.51%,11.06%,6.48%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-7.62%,66.67%,1.3527,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,验证期 (2021-2026),30.00%,1.86,信号限速测试,7.14%,12.61%,11.17%,5.80%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-4.98%,66.67%,1.7038,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2018年,30.00%,0.64,信号限速测试,7.14%,12.94%,3.26%,5.26%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-5.77%,66.67%,1.0309,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2019年,30.00%,2.63,信号限速测试,7.14%,13.98%,16.14%,5.76%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-3.16%,66.67%,1.1559,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2020年,30.00%,1.67,信号限速测试,7.14%,13.59%,14.06%,8.07%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-7.62%,66.67%,1.1352,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2021年,30.00%,1.43,信号限速测试,7.14%,14.13%,10.12%,6.89%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-3.57%,58.33%,1.0974,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2022年,30.00%,1.08,信号限速测试,7.14%,11.89%,6.71%,6.21%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-4.98%,58.33%,1.0644,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2023年,30.00%,2.59,信号限速测试,7.14%,12.22%,10.48%,3.87%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-2.05%,58.33%,1.1005,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2024年,30.00%,2.22,信号限速测试,7.14%,11.27%,12.13%,5.23%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-2.69%,75.00%,1.1162,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2025年,30.00%,2.44,信号限速测试,7.14%,13.30%,14.45%,5.59%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-2.87%,75.00%,1.1390,15.00%,11.96%,30.00%,vol_scaled,
-7.38%,-7.62%,23,20.00%,2026年,30.00%,2.25,信号限速测试,7.14%,13.52%,20.65%,8.51%,波动率调整限速_30%_目标15%_周变20pct,50.95%,-2.99%,100.00%,1.0426,15.00%,11.96%,30.00%,vol_scaled,
