2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-6.36%,-6.44%,23,,2022年,20.00%,1.25,风险预算测试,6.25%,11.88%,7.81%,6.17%,风险预算_20%_预算15%,70.81%,-4.98%,66.67%,1.0749,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2023年,20.00%,3.01,风险预算测试,6.25%,12.11%,10.59%,3.37%,风险预算_20%_预算15%,70.81%,-2.05%,75.00%,1.1014,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2024年,20.00%,2.39,风险预算测试,6.25%,11.25%,11.12%,4.46%,风险预算_20%_预算15%,70.81%,-2.69%,75.00%,1.1065,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2025年,20.00%,1.70,风险预算测试,6.25%,13.08%,8.20%,4.70%,风险预算_20%_预算15%,70.81%,-2.90%,83.33%,1.0789,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2026年,20.00%,3.32,风险预算测试,6.25%,13.15%,24.38%,6.65%,风险预算_20%_预算15%,70.81%,-2.39%,100.00%,1.0497,,2.02%,7.67%,risk_budget,15.00%
-6.41%,-6.50%,23,,全局 (Total),20.00%,1.88,风险预算测试,6.33%,12.87%,9.82%,5.06%,风险预算_20%_预算20%,70.01%,-6.88%,71.72%,2.0985,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,训练期 (2018-2020),20.00%,1.65,风险预算测试,6.33%,13.49%,8.41%,4.96%,风险预算_20%_预算20%,70.01%,-6.88%,69.44%,1.2620,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,验证期 (2021-2026),20.00%,2.00,风险预算测试,6.33%,12.51%,10.63%,5.12%,风险预算_20%_预算20%,70.01%,-4.98%,73.02%,1.6629,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2018年,20.00%,1.15,风险预算测试,6.33%,13.04%,5.05%,4.38%,风险预算_20%_预算20%,70.01%,-3.45%,66.67%,1.0479,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2019年,20.00%,2.77,风险预算测试,6.33%,13.85%,10.55%,3.64%,风险预算_20%_预算20%,70.01%,-1.89%,75.00%,1.1020,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2020年,20.00%,1.46,风险预算测试,6.33%,13.59%,9.65%,6.43%,风险预算_20%_预算20%,70.01%,-6.88%,66.67%,1.0929,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2021年,20.00%,1.97,风险预算测试,6.33%,14.04%,12.17%,5.92%,风险预算_20%_预算20%,70.01%,-3.35%,66.67%,1.1172,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2022年,20.00%,1.23,风险预算测试,6.33%,11.89%,7.67%,6.17%,风险预算_20%_预算20%,70.01%,-4.98%,66.67%,1.0736,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2023年,20.00%,3.00,风险预算测试,6.33%,12.12%,10.63%,3.38%,风险预算_20%_预算20%,70.01%,-2.05%,66.67%,1.1019,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2024年,20.00%,2.37,风险预算测试,6.33%,11.26%,11.21%,4.52%,风险预算_20%_预算20%,70.01%,-2.69%,75.00%,1.1074,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2025年,20.00%,1.78,风险预算测试,6.33%,13.09%,8.62%,4.71%,风险预算_20%_预算20%,70.01%,-2.89%,83.33%,1.0830,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2026年,20.00%,3.25,风险预算测试,6.33%,13.18%,24.10%,6.71%,风险预算_20%_预算20%,70.01%,-2.43%,100.00%,1.0492,,2.81%,10.53%,risk_budget,20.00%
-6.47%,-6.57%,23,,全局 (Total),20.00%,1.88,风险预算测试,6.43%,12.87%,9.95%,5.12%,风险预算_20%_预算25%,69.13%,-6.92%,72.73%,2.1175,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,训练期 (2018-2020),20.00%,1.68,风险预算测试,6.43%,13.49%,8.71%,5.05%,风险预算_20%_预算25%,69.13%,-6.92%,72.22%,1.2720,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,验证期 (2021-2026),20.00%,1.99,风险预算测试,6.43%,12.52%,10.66%,5.16%,风险预算_20%_预算25%,69.13%,-4.98%,73.02%,1.6647,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2018年,20.00%,1.11,风险预算测试,6.43%,13.03%,4.94%,4.42%,风险预算_20%_预算25%,69.13%,-3.45%,66.67%,1.0468,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2019年,20.00%,2.80,风险预算测试,6.43%,13.86%,10.93%,3.73%,风险预算_20%_预算25%,69.13%,-1.98%,83.33%,1.1057,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2020年,20.00%,1.52,风险预算测试,6.43%,13.59%,10.28%,6.56%,风险预算_20%_预算25%,69.13%,-6.92%,66.67%,1.0990,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2021年,20.00%,1.91,风险预算测试,6.43%,14.05%,11.90%,5.97%,风险预算_20%_预算25%,69.13%,-3.31%,66.67%,1.1145,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2022年,20.00%,1.21,风险预算测试,6.43%,11.89%,7.52%,6.17%,风险预算_20%_预算25%,69.13%,-4.98%,66.67%,1.0721,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2023年,20.00%,3.00,风险预算测试,6.43%,12.12%,10.68%,3.40%,风险预算_20%_预算25%,69.13%,-2.05%,66.67%,1.1024,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2024年,20.00%,2.36,风险预算测试,6.43%,11.26%,11.31%,4.59%,风险预算_20%_预算25%,69.13%,-2.69%,75.00%,1.1083,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2025年,20.00%,1.86,风险预算测试,6.43%,13.11%,9.08%,4.73%,风险预算_20%_预算25%,69.13%,-2.88%,83.33%,1.0875,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2026年,20.00%,3.18,风险预算测试,6.43%,13.21%,23.80%,6.80%,风险预算_20%_预算25%,69.13%,-2.47%,100.00%,1.0486,,3.67%,13.56%,risk_budget,25.00%
-7.05%,-7.23%,23,10.00%,全局 (Total),20.00%,1.77,信号限速测试,6.54%,12.93%,10.66%,5.82%,固定仓位限速_20%_周变10pct,58.23%,-7.37%,67.68%,2.2289,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,训练期 (2018-2020),20.00%,1.60,信号限速测试,6.54%,13.54%,10.25%,6.21%,固定仓位限速_20%_周变10pct,58.23%,-7.37%,66.67%,1.3247,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,验证期 (2021-2026),20.00%,1.88,信号限速测试,6.54%,12.59%,10.89%,5.59%,固定仓位限速_20%_周变10pct,58.23%,-4.98%,68.25%,1.6825,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2018年,20.00%,0.82,信号限速测试,6.54%,13.00%,4.04%,4.95%,固定仓位限速_20%_周变10pct,58.23%,-4.78%,66.67%,1.0382,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2019年,20.00%,2.40,信号限速测试,6.54%,14.02%,14.18%,5.59%,固定仓位限速_20%_周变10pct,58.23%,-3.51%,66.67%,1.1370,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2020年,20.00%,1.58,信号限速测试,6.54%,13.60%,12.70%,7.74%,固定仓位限速_20%_周变10pct,58.23%,-7.37%,66.67%,1.1222,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2021年,20.00%,1.60,信号限速测试,6.54%,14.12%,10.83%,6.56%,固定仓位限速_20%_周变10pct,58.23%,-3.47%,66.67%,1.1043,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2022年,20.00%,1.13,信号限速测试,6.54%,11.89%,7.05%,6.20%,固定仓位限速_20%_周变10pct,58.23%,-4.98%,66.67%,1.0676,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2023年,20.00%,2.85,信号限速测试,6.54%,12.19%,10.74%,3.61%,固定仓位限速_20%_周变10pct,58.23%,-2.05%,58.33%,1.1030,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2024年,20.00%,2.04,信号限速测试,6.54%,11.30%,11.49%,5.39%,固定仓位限速_20%_周变10pct,58.23%,-2.77%,66.67%,1.1101,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2025年,20.00%,2.23,信号限速测试,6.54%,13.24%,12.08%,5.18%,固定仓位限速_20%_周变10pct,58.23%,-3.14%,75.00%,1.1162,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2026年,20.00%,2.58,信号限速测试,6.54%,13.42%,21.54%,7.68%,固定仓位限速_20%_周变10pct,58.23%,-2.75%,100.00%,1.0443,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,全局 (Total),20.00%,1.84,信号限速测试,6.69%,12.91%,10.53%,5.53%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-7.37%,68.69%,2.2088,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,训练期 (2018-2020),20.00%,1.66,信号限速测试,6.69%,13.50%,9.83%,5.75%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-7.37%,66.67%,1.3102,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,验证期 (2021-2026),20.00%,1.95,信号限速测试,6.69%,12.57%,10.94%,5.40%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-4.98%,69.84%,1.6859,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2018年,20.00%,0.84,信号限速测试,6.69%,12.99%,3.98%,4.81%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-4.67%,66.67%,1.0377,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2019年,20.00%,2.76,信号限速测试,6.69%,13.93%,13.80%,4.72%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.65%,66.67%,1.1333,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2020年,20.00%,1.57,信号限速测试,6.69%,13.59%,11.85%,7.33%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-7.37%,66.67%,1.1140,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2021年,20.00%,1.71,信号限速测试,6.69%,14.09%,11.13%,6.28%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-3.29%,66.67%,1.1071,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2022年,20.00%,1.17,信号限速测试,6.69%,11.89%,7.27%,6.18%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-4.98%,66.67%,1.0697,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2023年,20.00%,2.77,信号限速测试,6.69%,12.18%,10.43%,3.61%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.05%,58.33%,1.1000,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2024年,20.00%,2.30,信号限速测试,6.69%,11.26%,11.63%,4.83%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.69%,75.00%,1.1114,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2025年,20.00%,2.22,信号限速测试,6.69%,13.21%,11.82%,5.09%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.98%,75.00%,1.1138,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2026年,20.00%,2.68,信号限速测试,6.69%,13.38%,22.14%,7.57%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.75%,100.00%,1.0454,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,全局 (Total),20.00%,1.78,信号限速测试,6.53%,12.93%,10.75%,5.82%,固定仓位限速_20%_周变15pct,58.23%,-7.29%,67.68%,2.2428,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,训练期 (2018-2020),20.00%,1.62,信号限速测试,6.53%,13.54%,10.26%,6.16%,固定仓位限速_20%_周变15pct,58.23%,-7.29%,66.67%,1.3250,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,验证期 (2021-2026),20.00%,1.89,信号限速测试,6.53%,12.58%,11.03%,5.61%,固定仓位限速_20%_周变15pct,58.23%,-4.98%,68.25%,1.6927,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2018年,20.00%,0.83,信号限速测试,6.53%,12.99%,4.04%,4.95%,固定仓位限速_20%_周变15pct,58.23%,-4.78%,66.67%,1.0383,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2019年,20.00%,2.41,信号限速测试,6.53%,14.02%,14.26%,5.60%,固定仓位限速_20%_周变15pct,58.23%,-3.51%,66.67%,1.1378,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2020年,20.00%,1.60,信号限速测试,6.53%,13.59%,12.64%,7.61%,固定仓位限速_20%_周变15pct,58.23%,-7.29%,66.67%,1.1216,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2021年,20.00%,1.60,信号限速测试,6.53%,14.11%,10.83%,6.56%,固定仓位限速_20%_周变15pct,58.23%,-3.47%,66.67%,1.1042,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2022年,20.00%,1.11,信号限速测试,6.53%,11.89%,6.94%,6.20%,固定仓位限速_20%_周变15pct,58.23%,-4.98%,58.33%,1.0666,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2023年,20.00%,2.87,信号限速测试,6.53%,12.18%,10.82%,3.60%,固定仓位限速_20%_周变15pct,58.23%,-2.05%,58.33%,1.1037,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2024年,20.00%,2.09,信号限速测试,6.53%,11.29%,12.03%,5.52%,固定仓位限速_20%_周变15pct,58.23%,-2.77%,75.00%,1.1152,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2025年,20.00%,2.26,信号限速测试,6.53%,13.24%,12.27%,5.18%,固定仓位限速_20%_周变15pct,58.23%,-2.93%,75.00%,1.1181,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2026年,20.00%,2.58,信号限速测试,6.53%,13.42%,21.54%,7.68%,固定仓位限速_20%_周变15pct,58.23%,-2.75%,100.00%,1.0443,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,全局 (Total),20.00%,1.85,信号限速测试,6.71%,12.91%,10.58%,5.51%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-7.29%,68.69%,2.2166,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,训练期 (2018-2020),20.00%,1.68,信号限速测试,6.71%,13.50%,9.88%,5.69%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-7.29%,66.67%,1.3117,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,验证期 (2021-2026),20.00%,1.96,信号限速测试,6.71%,12.57%,10.99%,5.41%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-4.98%,69.84%,1.6898,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2018年,20.00%,0.84,信号限速测试,6.71%,12.98%,4.01%,4.81%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-4.67%,66.67%,1.0380,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2019年,20.00%,2.77,信号限速测试,6.71%,13.93%,13.87%,4.73%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.65%,66.67%,1.1341,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2020年,20.00%,1.60,信号限速测试,6.71%,13.58%,11.88%,7.18%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-7.29%,66.67%,1.1144,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2021年,20.00%,1.71,信号限速测试,6.71%,14.09%,11.12%,6.28%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-3.30%,66.67%,1.1071,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2022年,20.00%,1.15,信号限速测试,6.71%,11.89%,7.17%,6.18%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-4.98%,66.67%,1.0688,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2023年,20.00%,2.80,信号限速测试,6.71%,12.18%,10.51%,3.60%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.05%,58.33%,1.1007,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2024年,20.00%,2.30,信号限速测试,6.71%,11.26%,11.72%,4.86%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.69%,75.00%,1.1123,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2025年,20.00%,2.26,信号限速测试,6.71%,13.21%,12.03%,5.09%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.86%,75.00%,1.1158,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2026年,20.00%,2.68,信号限速测试,6.71%,13.38%,22.14%,7.57%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.75%,100.00%,1.0454,15.00%,7.97%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,全局 (Total),20.00%,1.80,信号限速测试,6.57%,12.93%,10.83%,5.82%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,67.68%,2.2564,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,训练期 (2018-2020),20.00%,1.63,信号限速测试,6.57%,13.54%,10.27%,6.12%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,66.67%,1.3252,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,验证期 (2021-2026),20.00%,1.90,信号限速测试,6.57%,12.58%,11.16%,5.64%,固定仓位限速_20%_周变20pct,58.23%,-4.98%,68.25%,1.7027,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2018年,20.00%,0.83,信号限速测试,6.57%,12.98%,4.05%,4.95%,固定仓位限速_20%_周变20pct,58.23%,-4.78%,66.67%,1.0383,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2019年,20.00%,2.42,信号限速测试,6.57%,14.02%,14.33%,5.60%,固定仓位限速_20%_周变20pct,58.23%,-3.51%,66.67%,1.1385,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2020年,20.00%,1.61,信号限速测试,6.57%,13.59%,12.57%,7.51%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,66.67%,1.1210,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2021年,20.00%,1.60,信号限速测试,6.57%,14.11%,10.81%,6.57%,固定仓位限速_20%_周变20pct,58.23%,-3.47%,66.67%,1.1041,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2022年,20.00%,1.10,信号限速测试,6.57%,11.89%,6.84%,6.20%,固定仓位限速_20%_周变20pct,58.23%,-4.98%,58.33%,1.0656,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2023年,20.00%,2.90,信号限速测试,6.57%,12.17%,10.90%,3.59%,固定仓位限速_20%_周变20pct,58.23%,-2.05%,58.33%,1.1044,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2024年,20.00%,2.11,信号限速测试,6.57%,11.29%,12.57%,5.68%,固定仓位限速_20%_周变20pct,58.23%,-2.77%,75.00%,1.1204,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2025年,20.00%,2.30,信号限速测试,6.57%,13.25%,12.47%,5.18%,固定仓位限速_20%_周变20pct,58.23%,-2.86%,75.00%,1.1200,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2026年,20.00%,2.58,信号限速测试,6.57%,13.42%,21.54%,7.68%,固定仓位限速_20%_周变20pct,58.23%,-2.75%,100.00%,1.0443,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,全局 (Total),20.00%,1.87,信号限速测试,6.72%,12.90%,10.62%,5.49%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-7.22%,68.69%,2.2223,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,训练期 (2018-2020),20.00%,1.71,信号限速测试,6.72%,13.50%,9.95%,5.64%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-7.22%,66.67%,1.3142,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,验证期 (2021-2026),20.00%,1.96,信号限速测试,6.72%,12.56%,11.01%,5.41%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-4.98%,69.84%,1.6911,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2018年,20.00%,0.86,信号限速测试,6.72%,12.97%,4.12%,4.81%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-4.67%,66.67%,1.0390,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2019年,20.00%,2.77,信号限速测试,6.72%,13.93%,13.88%,4.73%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.65%,66.67%,1.1341,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2020年,20.00%,1.64,信号限速测试,6.72%,13.58%,11.98%,7.07%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-7.22%,66.67%,1.1153,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2021年,20.00%,1.71,信号限速测试,6.72%,14.09%,11.11%,6.29%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-3.30%,66.67%,1.1070,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2022年,20.00%,1.15,信号限速测试,6.72%,11.89%,7.17%,6.18%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-4.98%,66.67%,1.0688,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2023年,20.00%,2.82,信号限速测试,6.72%,12.17%,10.58%,3.59%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.05%,58.33%,1.1014,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2024年,20.00%,2.30,信号限速测试,6.72%,11.26%,11.72%,4.86%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.69%,75.00%,1.1123,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2025年,20.00%,2.26,信号限速测试,6.72%,13.21%,12.05%,5.09%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.86%,75.00%,1.1160,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2026年,20.00%,2.68,信号限速测试,6.72%,13.38%,22.14%,7.57%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.75%,100.00%,1.0454,15.00%,7.95%,20.00%,vol_scaled,
-7.03%,-7.24%,23,,全局 (Total),25.00%,1.87,波动率调整测试,6.82%,12.91%,10.69%,5.52%,波动率调整_25%_目标12%,56.59%,-7.31%,68.69%,2.2334,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,训练期 (2018-2020),25.00%,1.70,波动率调整测试,6.82%,13.49%,9.96%,5.67%,波动率调整_25%_目标12%,56.59%,-7.31%,66.67%,1.3145,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,验证期 (2021-2026),25.00%,1.97,波动率调整测试,6.82%,12.57%,11.11%,5.43%,波动率调整_25%_目标12%,56.59%,-4.98%,69.84%,1.6991,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2018年,25.00%,0.86,波动率调整测试,6.82%,12.97%,4.12%,4.81%,波动率调整_25%_目标12%,56.59%,-4.67%,66.67%,1.0390,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2019年,25.00%,2.77,波动率调整测试,6.82%,13.92%,14.01%,4.77%,波动率调整_25%_目标12%,56.59%,-2.65%,66.67%,1.1354,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2020年,25.00%,1.62,波动率调整测试,6.82%,13.58%,11.88%,7.10%,波动率调整_25%_目标12%,56.59%,-7.31%,66.67%,1.1143,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2021年,25.00%,1.71,波动率调整测试,6.82%,14.09%,11.11%,6.29%,波动率调整_25%_目标12%,56.59%,-3.30%,66.67%,1.1070,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2022年,25.00%,1.15,波动率调整测试,6.82%,11.89%,7.17%,6.18%,波动率调整_25%_目标12%,56.59%,-4.98%,66.67%,1.0688,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2023年,25.00%,2.69,波动率调整测试,6.82%,12.19%,10.29%,3.67%,波动率调整_25%_目标12%,56.59%,-2.05%,58.33%,1.0987,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2024年,25.00%,2.30,波动率调整测试,6.82%,11.26%,11.72%,4.86%,波动率调整_25%_目标12%,56.59%,-2.69%,75.00%,1.1123,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2025年,25.00%,2.38,波动率调整测试,6.82%,13.23%,12.92%,5.17%,波动率调整_25%_目标12%,56.59%,-2.86%,75.00%,1.1243,12.00%,8.28%,25.00%,vol_scaled,
-7.03%,-7.24%,23,,2026年,25.00%,2.66,波动率调整测试,6.82%,13.38%,22.00%,7.60%,波动率调整_25%_目标12%,56.59%,-2.77%,100.00%,1.0452,12.00%,8.28%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,全局 (Total),25.00%,1.83,波动率调整测试,6.93%,12.92%,10.92%,5.74%,波动率调整_25%_目标15%,57.69%,-7.33%,66.67%,2.2699,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,训练期 (2018-2020),25.00%,1.71,波动率调整测试,6.93%,13.50%,10.58%,6.00%,波动率调整_25%_目标15%,57.69%,-7.33%,66.67%,1.3359,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,验证期 (2021-2026),25.00%,1.91,波动率调整测试,6.93%,12.58%,11.11%,5.59%,波动率调整_25%_目标15%,57.69%,-4.98%,66.67%,1.6991,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2018年,25.00%,0.76,波动率调整测试,6.93%,12.95%,3.78%,5.02%,波动率调整_25%_目标15%,57.69%,-5.20%,66.67%,1.0359,15.00%,9.93%,25.00%,vol_scaled,
