10年国债主连,30年国债主连,PTA主连,date,中证1000主连,原油主连,方案名称,沪深300主连,沪金主连,沪铜主连,沪铝主连,策略名称,红利低波ETF,股指期货仓位,股指期货信号,股指期货目标仓位,豆粕主连
0.44560682732090356,0.0,0.07954653035242829,2018-06-22,0.0,0.062229313810543564,固定仓位_20%,0.0,0.15649201550436737,0.05901585358438659,0.06631902971111868,风险平价策略,0.051219556731093595,0.0,-1.0,0.0,0.07957087298515833
0.4355263695999645,0.0,0.08179496221297246,2018-06-29,0.0,0.06461680909032239,固定仓位_20%,0.0,0.15995040234472058,0.060479799384354195,0.06677052984178228,风险平价策略,0.04880706656277751,0.0,-1.0,0.0,0.08205406096310622
0.4191686275915804,0.0,0.0901128680432348,2018-07-06,0.0,0.0649512194297842,固定仓位_20%,0.0,0.18132091104055237,0.0522017472449651,0.06804319084722997,风险平价策略,0.04571963908336023,0.0,-1.0,0.0,0.07848179671929291
0.43617638423259936,0.0,0.09235957678902748,2018-07-13,0.0,0.058403505214697254,固定仓位_20%,0.0,0.1781110216098011,0.046765984343586156,0.06685142998338658,风险平价策略,0.04650879492993355,0.0,-1.0,0.0,0.07482330289696837
0.3864239939594309,0.0,0.1031180231254919,2018-07-20,0.0,0.061468332354682964,固定仓位_20%,0.0,0.18097661443794488,0.05228420436010209,0.07664406599881415,风险平价策略,0.05143894610863914,0.0,-1.0,0.0,0.08764581965489408
0.37763826878526724,0.0,0.10554652417876631,2018-07-27,0.0,0.06277773290973346,固定仓位_20%,0.0,0.18210441287761234,0.05350847474257525,0.07814406597010638,风险平价策略,0.05185038405551179,0.0,-1.0,0.0,0.08843013648042715
0.3882385631997753,0.0,0.11580992432855013,2018-08-03,0.0,0.059727599760922,固定仓位_20%,0.0,0.18339272316296412,0.054465554414243306,0.07576157537445563,风险平价策略,0.04251533453199543,0.0,-1.0,0.0,0.08008872522709413
0.35802362522178416,0.0,0.09959028367824885,2018-08-10,0.0,0.05502322878266943,固定仓位_20%,0.0,0.2048506185984364,0.06247463113311199,0.08208163747913097,风险平价策略,0.045905501783546784,0.0,-1.0,0.0,0.09205047332307134
0.33423902356985097,0.0,0.1352515474458462,2018-08-17,0.0,0.05849797672543062,固定仓位_20%,0.0,0.1691596261473948,0.06263166146942734,0.09621048749311423,风险平价策略,0.054407294436587574,0.0,-1.0,0.0,0.08960238271234822
0.3467516247279333,0.0,0.1176288770713557,2018-08-24,0.0,0.06061197336040038,固定仓位_20%,0.0,0.1781127986985373,0.0629845746620262,0.09936451921169923,风险平价策略,0.0569575214045362,0.0,-1.0,0.0,0.07758811086351172
0.35694797333202083,0.0,0.11682463119891678,2018-08-31,0.0,0.060869676054996866,固定仓位_20%,0.0,0.17545505646808757,0.06470113676283887,0.09578696030397958,风险平价策略,0.05763639471939926,0.0,-1.0,0.0,0.0717781711597603
0.35752952582262565,0.0,0.099763377980365,2018-09-07,0.0,0.06554783290370794,固定仓位_20%,0.0,0.17922036951307282,0.06612688637576598,0.09310187505120647,风险平价策略,0.05990061262502771,0.0,-1.0,0.0,0.07880951972822849
0.3525976802980427,0.0,0.07559846116280851,2018-09-14,0.0,0.0673533331120931,固定仓位_20%,0.0,0.19408407307667278,0.07160113084992532,0.09766533711144554,风险平价策略,0.06473334700146191,0.0,-1.0,0.0,0.07636663738755017
0.3436905381508655,0.0,0.07502673518794274,2018-09-21,0.0,0.06943160910488916,固定仓位_20%,0.0,0.19494008773545848,0.07152521281056726,0.09790578673746271,风险平价策略,0.0667183490635644,0.0,-1.0,0.0,0.08076168120924966
0.36367484108501946,0.0,0.07472381525827577,2018-09-28,0.0,0.07373990862235255,固定仓位_20%,0.0,0.17198061758908822,0.073716016858473,0.09030437051026924,风险平价策略,0.0669286329468287,0.0,-1.0,0.0,0.084931797129693
0.40933270394694404,0.0,0.06814313532509904,2018-10-12,0.0,0.05099775913072826,固定仓位_20%,0.0,0.19979770813992664,0.06827238789979982,0.07993721304579858,风险平价策略,0.039016018156232554,0.0,-1.0,0.0,0.08450307435547093
0.42050849675866864,0.0,0.05372018513453979,2018-10-19,0.0,0.04522252452626138,固定仓位_20%,0.0,0.21300244873702368,0.06938813708357934,0.07513086693139155,风险平价策略,0.03674592803418096,0.0,-1.0,0.0,0.08628141279435457
0.4221592363139842,0.0,0.05049150074735013,2018-10-26,0.0,0.043898390722571935,固定仓位_20%,0.0,0.22146502181978453,0.06698730604281927,0.07942763530101332,风险平价策略,0.03725655917098324,0.0,-1.0,0.0,0.07831434988149345
0.4084597179404577,0.0,0.05465933047713584,2018-11-02,0.0,0.04161647759599647,固定仓位_20%,0.0,0.23012848796820776,0.07692204737088812,0.08950873785673247,风险平价策略,0.0466587382278725,0.0,-1.0,0.0,0.05204646256270919
0.41973731424839433,0.0,0.049598808456729135,2018-11-09,0.0,0.039685216425652495,固定仓位_20%,0.0,0.22256925732597346,0.07743799840413086,0.09219906276065346,风险平价策略,0.04608168620342147,0.0,-1.0,0.0,0.05269065617504488
0.44955391867713823,0.0,0.04587257501524903,2018-11-16,0.0,0.03387165786836239,固定仓位_20%,0.0,0.20458149181065227,0.0779455694720861,0.08910168734645875,风险平价策略,0.0482975894848419,0.0,-1.0,0.0,0.050775510325211305
0.44452988674824206,0.0,0.03688255844934593,2018-11-23,0.0,0.02971847287361264,固定仓位_20%,0.0,0.22096665116311956,0.08089782527243856,0.09108337249234817,风险平价策略,0.044137752398318485,0.0,-1.0,0.0,0.05178348060257456
0.4366635930081701,0.0,0.03773922393656236,2018-11-30,0.0,0.027697648836436432,固定仓位_20%,0.0,0.22282584276494383,0.08456846276915879,0.09265178885078632,风险平价策略,0.04723582800137569,0.0,-1.0,0.0,0.050617611832566495
0.44704251784296833,0.0,0.03851367260103369,2018-12-07,0.0,0.027109063055298567,固定仓位_20%,0.0,0.22740586437336657,0.07677555642220833,0.08697325871185412,风险平价策略,0.04598373268718652,0.0,-1.0,0.0,0.050196334306083897
0.39801706061873643,0.0,0.042371808846446084,2018-12-14,0.0,0.03120952533946113,固定仓位_20%,0.0,0.2388427174682507,0.08346774573035767,0.10122278697044677,风险平价策略,0.05012853605263909,0.0,-1.0,0.0,0.05473981897366213
0.38789717325656725,0.0,0.0418521275609947,2018-12-21,0.0,0.026867793329296986,固定仓位_20%,0.0,0.2531545197053332,0.07651229654462027,0.10442865195625875,风险平价策略,0.05182462015644559,0.0,-1.0,0.0,0.057462817490483285
0.4002992936478648,0.0,0.0365969192610389,2018-12-28,0.0,0.022923843908243206,固定仓位_20%,0.0,0.24892951315412484,0.07822699206933895,0.10029842138424772,风险平价策略,0.05466473740939668,0.0,-1.0,0.0,0.05806027916574497
0.40367000224958716,0.0,0.03735599621169019,2019-01-04,0.0,0.02291631357508793,固定仓位_20%,0.0,0.26348369587902015,0.07067315393658562,0.08723860467303575,风险平价策略,0.0532483020330119,0.0,-1.0,0.0,0.061413931441981456
0.41941157942517737,0.0,0.04292424752314065,2019-01-11,0.0,0.02603935856641019,固定仓位_20%,0.0,0.21854902189900602,0.07714609146943682,0.09377387676804053,风险平价策略,0.060149727378284557,0.0,-1.0,0.0,0.06200609697050387
0.4006271820722322,0.0,0.04732839161153688,2019-01-18,0.0,0.02580751166242412,固定仓位_20%,0.0,0.23703311139618446,0.07709354266458997,0.09327741613428588,风险平价策略,0.06406043531970342,0.0,-1.0,0.0,0.0547724091390431
0.3121854386290741,0.0,0.040233103251507224,2019-01-25,0.0,0.02155253424769749,固定仓位_20%,0.2,0.18489872101735086,0.06395993153275241,0.07536834152462395,风险平价策略,0.054945328737811695,0.2,1.0,0.2,0.046856601059182254
0.3116816424419383,0.0,0.038975436512710904,2019-02-01,0.0,0.020639150870786493,固定仓位_20%,0.2,0.18738654688404613,0.06529860923457279,0.07375156311478255,风险平价策略,0.056015412074064165,0.2,1.0,0.2,0.04625163886709871
0.31242429048343834,0.0,0.035252142546024386,2019-02-15,0.0,0.023178285883376948,固定仓位_20%,0.2,0.18654998366972553,0.06894099544831232,0.07151582435723773,风险平价策略,0.054627970860415376,0.2,1.0,0.2,0.04751050675146946
0.3158765776393511,0.0,0.03746221596289095,2019-02-22,0.0,0.02459054287598916,固定仓位_20%,0.2,0.1639165765446987,0.07488948932024855,0.07797329080034343,风险平价策略,0.056639163274266616,0.2,1.0,0.2,0.04865214358221151
0.2771061467157976,0.0,0.04220875783255914,2019-03-01,0.0,0.024629047793388578,固定仓位_20%,0.2,0.1679243089428677,0.0831652010671553,0.0894850792581408,风险平价策略,0.061991706351849876,0.2,1.0,0.2,0.053489752038240995
