日期,沪深300主连,10年国债主连,沪金主连,豆粕主连,中证1000主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连
2013-01-29,1564.5607742919,,428.6309330615,1053.6354378237,,,51619.6034512763,13949.2162007704,8166.0372997334,
2013-01-30,1580.9620104133,,429.1745119721,1073.6665297975,,,51979.2302552699,13976.9666308781,8196.2678866829,
2013-01-31,1581.4306171596,,431.4499585746,1081.0626252956,,,52356.3998301900,14009.1187065981,8177.3737698394,
2013-02-01,1608.7269601330,,428.1252782609,1085.0688436903,,,52330.0856738003,13967.7803235295,8224.6090619480,
2013-02-04,1610.4842354317,,429.9962010230,1079.5217720668,,,52584.4558522348,13981.5597845524,8358.7572915364,
2013-02-05,1624.5424378215,,432.1452339253,1082.2953078786,,,52409.0281429696,13917.2556331123,8303.9643526905,
2013-02-06,1632.8160561476,,430.8558141839,1088.4587207936,,,52487.9706121389,13876.2555346841,8315.3008227965,
2013-02-07,1631.6507577918,,431.9935374852,1084.4525023988,,,52365.1712156533,13853.4777022240,8394.6561135390,
2013-02-08,1622.2118411099,,431.1844898043,1094.9303043544,,,52356.3998301900,13885.3666676681,8417.3290537511,
2013-02-18,1603.6835972526,,416.8618175785,1076.4400656093,,,51663.4603785926,13794.2553378278,8356.8678798521,
2013-02-19,1578.5131527673,,416.8238934685,1083.3193234845,,,51558.2037530335,13748.6996729076,8330.4161162713,
2013-02-20,1579.2123317808,,415.8631493474,1095.4399206931,,,51452.9471274744,13739.5885399236,8288.8490592157,
2013-02-21,1523.7441300447,,405.5857155261,1097.7330066515,,,50540.7230392955,13634.8105106072,8179.2631815238,
2013-02-22,1510.9258481309,,409.9849122909,1130.8189611939,,,50540.7230392955,13630.2549441152,8203.8255334203,
2013-02-25,1517.8011084301,,409.6309539306,1100.6812600265,,,50242.4959335447,13520.9213483068,8194.2416250868,
2013-02-26,1494.2620816430,,410.2630224313,1086.5951605679,,,50093.3823806693,13493.5879493547,8006.3970217515,
2013-02-27,1507.6630127347,,414.7507087862,1093.1468347347,,,50409.0417130173,13534.5880477828,8012.1473667516,
2013-02-28,1560.5675580880,,412.6143172538,1097.0778392348,,,50575.6396939788,13479.9212498786,8079.2347250856,
2013-03-01,1553.6922977888,,408.4426651493,1109.8536038601,,,49742.6497891716,13370.5876540702,7897.1404667503,
2013-03-04,1484.5901052898,,407.7600311685,1102.3191785682,,,49374.3805680989,13279.4763242299,7730.3804617486,
2013-03-05,1524.2102493870,,408.9103958398,1118.0431965686,,,49918.0160849205,13361.4765210862,7787.8839117492,
2013-03-06,1542.8550230798,,407.4692796582,1113.1294409435,,,49716.3448448092,13457.1434174185,7854.9712700832,
2013-03-07,1523.9771897159,,408.3794582992,1114.4397757769,,,49567.2834934227,13561.9214467349,7785.9671300825,
2013-03-08,1521.6465930043,,406.1672185467,1120.9914499437,,,49751.4181039590,13566.4466123828,7791.7174750826,
2013-03-11,1510.5762586242,,407.9875758287,1109.5260201518,,,49514.6736046980,13480.4684650728,7797.4678200826,
2013-03-12,1487.3868213437,,407.1911695179,1095.1123369847,,,49400.6855124612,13408.0658147066,7695.8783917482,
2013-03-13,1473.5197709097,,409.9596295509,1095.1123369847,,,49847.8695666209,13507.6194589602,7739.9643700820,
2013-03-14,1470.6065250202,,408.2530445990,1072.1814774009,,,49777.7230483214,13471.4181337771,7718.8797717484,
2013-03-15,1473.1651128850,,409.8205744808,1077.0952330260,,,50084.6140658819,13430.6916429460,7900.9740300837,
2013-03-18,1460.0232752158,,409.8458572208,1048.9230341086,,,48488.7807745670,13290.4115078613,7755.2986234155,
2013-03-19,1471.0717228138,,411.7673454629,1051.5437037754,,,48225.7313309437,13263.2605139740,7776.3832217491,
2013-03-20,1517.7078016223,,413.2211030145,1065.6298032340,,,48612.1695350161,13322.0876673966,7747.6314967488,
2013-03-21,1521.7782823163,,412.2097934134,1071.8538936925,,,48989.8250526323,13331.1379986924,7766.7993134156,
2013-03-22,1526.8954580459,,412.5258276637,1070.2159751508,,,48858.0847557895,13303.9870048050,7613.4567800807,
2013-03-25,1525.0346668715,,411.5777249127,1067.2677217757,,,49086.4346036504,13326.6128330445,7626.8742517475,
2013-03-26,1495.8435053231,,410.3009465413,1072.8366448175,,,48972.2596797199,13308.5121704529,7546.3694217466,
2013-03-27,1496.5413020135,,408.2783273391,1078.0779841510,,,48796.6059505961,13263.2605139740,7452.4471200790,
2013-03-28,1457.6972862478,,410.8824495619,1076.1124819010,,,48568.2561027352,13231.5843544387,7481.1988450793,
2013-03-29,1444.3228496818,,408.8851130997,1057.7677942338,,,48155.4698392942,13222.5340231430,7444.7799934122,
2013-04-01,1443.9739513366,,408.2909687091,1046.6299481502,,,47198.1570155694,13163.7068697203,7337.4402200777,
2013-04-02,1457.1157890058,,409.2390714601,1049.9057852337,,,47848.0758133275,13218.0088574951,7519.5344784130,
2013-04-03,1441.2990640234,,399.7706853197,1025.3370071081,,,47479.2029821675,13181.8075323119,7575.1211467469,
2013-04-08,1432.6929048418,,403.6263031740,1019.7680840663,,,47971.0334237142,13258.7353483261,7609.6232167473,
2013-04-09,1442.4620585074,,403.0321587833,1020.0956677746,,,48410.4090733177,13263.2605139740,7623.0406884141,
2013-04-10,1442.6946574042,,404.8398746953,1027.9576767748,,,48454.3466382781,13276.8360109177,7747.6314967488,
2013-04-11,1437.6937811230,,397.3814663871,1020.0956677746,,,48234.6588134763,13340.1883299882,7688.2112650815,
2013-04-12,1431.5299103578,,397.5584455673,1034.1817672333,,,48463.1341512701,13317.5625017487,7715.0462084151,
2013-04-15,1419.5510671725,,377.8884738256,1026.3197582331,,,46907.7443516736,13127.5055445372,7446.6967750789,
2013-04-16,1424.6682429021,,349.3821844443,1027.9576767748,,,46485.9437280542,13177.2823666640,7385.3597617449,
2013-04-17,1426.9942318701,,347.7514477125,1037.4576043167,,,45897.1803575855,13168.2320353682,7371.9422900781,
2013-04-18,1430.3669158738,,348.6237022435,1046.9575318586,,,44403.3031489335,13145.6062071288,7214.7661934098,
2013-04-19,1476.3725287530,,356.8405927525,1043.6816947752,,,44543.9033568066,13208.9585261993,7416.0282684119,
2013-04-22,1474.3925403506,,357.3715302931,1029.5955953165,,,43093.9637131149,13136.5558758330,7366.1919450780,
2013-04-23,1425.8245895388,,355.3994765709,1033.5265998166,,,43129.1137650832,13159.1817040725,7297.1878050773,
2013-04-24,1451.5644387700,,359.3886415686,1017.8025818162,,,44464.8157398780,13204.4333605514,7396.8604517450,
2013-04-25,1433.0457237123,,364.2308355595,1031.5610975665,,,45062.3666233388,13218.0088574951,7483.1156267460,
2013-04-26,1420.8163835798,,371.5066710899,1039.0955228584,,,45492.9547599502,13240.6346857345,7440.9464300788,
2013-05-02,1420.5834437678,,364.9207854805,1052.1988711920,,,43656.3645446074,13060.1216020844,7381.5261984115,
