Date,Growth_Factor_NAV,Growth_Factor_YoY
2016-07-22,0.852229912261473,-0.06816099790052266
2016-07-29,0.856013654774513,-0.05365716864470893
2016-08-05,0.8600560890742469,-0.045625871719455424
2016-08-12,0.8603813727929229,-0.04028882945225698
2016-08-19,0.8588254425427302,-0.037402827091353674
2016-08-26,0.8574882052077663,-0.03236385579516288
2016-09-02,0.8563991725010319,-0.027275521505774836
2016-09-09,0.8573264834495403,-0.020242656099879408
2016-09-16,0.8574723681011905,-0.019888510331551146
2016-09-23,0.860372657136375,-0.01617435526276867
2016-09-30,0.8630367103231541,-0.010642026952793704
2016-10-07,0.8652916960591769,-0.005073852405993451
2016-10-14,0.8679593629975857,0.0008888073962820542
2016-10-21,0.8667294684798252,-0.0017197462801875618
2016-10-28,0.8663299424952853,-0.0035143516249029894
2016-11-04,0.8671760777532196,0.000659849893911213
2016-11-11,0.8765870330816344,0.019382000982017367
2016-11-18,0.8899906588871968,0.04656880547650433
2016-11-25,0.9060331943627176,0.0771792133561584
2016-12-02,0.9210856299175267,0.10555091103053549
2016-12-09,0.9303988573130747,0.12365571019692312
2016-12-16,0.9366571933708481,0.13252623512157724
2016-12-23,0.9364906458360585,0.1305688506792515
2016-12-30,0.9338075847879076,0.12627688954284744
2017-01-06,0.9312823913580588,0.1229313506969143
2017-01-13,0.931977471848731,0.13018057833405394
2017-01-20,0.9362239736315374,0.14403001294872442
2017-01-27,0.9443641023813492,0.16122876533913622
2017-02-03,0.9501873240488579,0.17127969729985337
2017-02-10,0.9536833659214826,0.17026786008759154
2017-02-17,0.9588298679510827,0.17307540284834122
2017-02-24,0.9606986763407975,0.17430378010616598
2017-03-03,0.9616117540497993,0.1731635702239087
2017-03-10,0.9611604690525748,0.1652905897065775
2017-03-17,0.9599673655056115,0.15373380763469657
2017-03-24,0.9600858459034985,0.14377510473066746
2017-03-31,0.9603848579050103,0.13894728419892077
2017-04-07,0.9619190315188348,0.1413120622673214
2017-04-14,0.9605263326883876,0.13936956648706866
2017-04-21,0.9598706369762379,0.1364338404040808
2017-04-28,0.9601521059576175,0.13186815049617806
2017-05-05,0.960925191524714,0.12907781654578154
2017-05-12,0.9631489705331489,0.13461568848997896
2017-05-19,0.9667882458711804,0.146450361194431
2017-05-26,0.9704023748150444,0.158968260306664
2017-06-02,0.9739608145228623,0.16672715144213557
2017-06-09,0.9758748979752978,0.16680527915890475
2017-06-16,0.9755814956225234,0.1650592219798599
2017-06-23,0.9740800820130596,0.16179102069855
2017-06-30,0.9741878152029645,0.16008818958273374
2017-07-07,0.9745872841196832,0.1595219470497642
2017-07-14,0.9760710298962053,0.15345923641562975
2017-07-21,0.9791936464564753,0.14897826556931326
2017-07-28,0.9828015132599095,0.14811429441367308
2017-08-04,0.9880926000114424,0.14886995460378905
2017-08-11,0.9936355437184962,0.15487802867350653
2017-08-18,0.9971120614923966,0.16101830721297716
2017-08-25,1.0007511325548675,0.16707276727192877
2017-09-01,1.004083486096205,0.17244798726728683
2017-09-08,1.0066139351254089,0.17413138933396222
2017-09-15,1.0080628639846072,0.17562139782636743
2017-09-22,1.007472014600769,0.1709716786607245
2017-09-29,1.0047638558120642,0.16421913899333673
2017-10-06,1.0034724255659675,0.15969265640258778
2017-10-13,1.0050654913149508,0.1579637643908296
2017-10-20,1.0087691294120706,0.1638800411175263
2017-10-27,1.0122867594986174,0.16847717000630658
2017-11-03,1.0155462129856565,0.1710957428817126
2017-11-10,1.0187698474583191,0.16220045358969326
2017-11-17,1.0206640680327046,0.1468255962471514
2017-11-24,1.0243512312762149,0.1305890751571408
2017-12-01,1.0258820104391055,0.11377485123827435
2017-12-08,1.0244473147752131,0.10108402081849444
2017-12-15,1.0242326389920238,0.09349786265560889
2017-12-22,1.024100757997196,0.09355150801631651
2017-12-29,1.026757235282541,0.09953833317357841
2018-01-05,1.033992449200494,0.11028884342230105
2018-01-12,1.0395658148374516,0.11544092667315375
2018-01-19,1.0445753857751892,0.11573236233565498
2018-01-26,1.0490583691442579,0.11086218387474389
2018-02-02,1.0518717604337857,0.10701514723606143
2018-02-09,1.0497470473012924,0.10072911493741898
2018-02-16,1.04497847991213,0.08984765164349517
2018-02-23,1.042428204784786,0.08507301035876069
2018-03-02,1.0389157325199128,0.08039000994377421
2018-03-09,1.0390727126287171,0.08106059922849429
2018-03-16,1.0399118541973416,0.08327834003984469
2018-03-23,1.0371693178647043,0.08028810370458639
2018-03-30,1.0326165491332957,0.07521119333956605
2018-04-06,1.0293207217512585,0.0700700246319057
2018-04-13,1.0251830341628725,0.06731382500833605
2018-04-20,1.0228324581499175,0.06559406939670587
2018-04-27,1.0224786833816677,0.06491323305684804
2018-05-04,1.0223893505093342,0.06396352132999472
2018-05-11,1.0213191805360071,0.060395859604831736
2018-05-18,1.0224331974012664,0.05755650398908596
2018-05-25,1.0226899861129268,0.053882402449652256
2018-06-01,1.0219356602799203,0.04925747015865389
2018-06-08,1.0239488308015574,0.04926239308542657
2018-06-15,1.0254374722673234,0.051103856385659174
2018-06-22,1.0236610392505503,0.05090028854201112
2018-06-29,1.0205762714231257,0.04761756972960751
2018-07-06,1.0129041544693973,0.03931599660088381
2018-07-13,1.0044971511379663,0.02912300475179941
2018-07-20,0.9983479980374916,0.019561351986231212
2018-07-27,0.9961970970120747,0.013629999111145708
2018-08-03,0.9946488864529168,0.0066352955597466234
2018-08-10,0.9936390677840866,3.546638013052217e-06
2018-08-17,0.9923184697308547,-0.004807475455032795
2018-08-24,0.9895776875034383,-0.011165058612428336
2018-08-31,0.988875379938013,-0.015146256629834376
2018-09-07,0.9863224770299228,-0.020158133508213494
2018-09-14,0.9848818890315699,-0.02299556484147125
2018-09-21,0.9841694963862665,-0.0231296928120992
2018-09-28,0.9837847865178619,-0.02087960188142579
2018-10-05,0.9852490091808033,-0.018160355901046366
2018-10-12,0.9852000760559676,-0.019765294332205863
2018-10-19,0.982377513835934,-0.026162195894632756
2018-10-26,0.9790908072036364,-0.03279303219516849
2018-11-02,0.9755440373518881,-0.03938981320816892
2018-11-09,0.9739825262435986,-0.04396215821115845
2018-11-16,0.9725280857620855,-0.04716143516583238
2018-11-23,0.9718352513336241,-0.051267551928611654
2018-11-30,0.9720684627484913,-0.05245588395451106
2018-12-07,0.9716215190299755,-0.051565165902971444
2018-12-14,0.9707207514028933,-0.05224583317496401
2018-12-21,0.9690736476742923,-0.05373212537262306
2018-12-28,0.9663236495840395,-0.058858689884830784
2019-01-04,0.9615840541041212,-0.07002797278873796
2019-01-11,0.9583113378057403,-0.07816193633148316
2019-01-18,0.9563609602477733,-0.08445003273933283
2019-01-25,0.9557199819254075,-0.08897349276665012
2019-02-01,0.9575514818704235,-0.08966899018608987
2019-02-08,0.9604045756482223,-0.08510857151992302
2019-02-15,0.9619576353134452,-0.07944742039631836
2019-02-22,0.9651696336169437,-0.07411404527738441
2019-03-01,0.9688510547213061,-0.06744019327598716
2019-03-08,0.9721139239882757,-0.06444090757714593
2019-03-15,0.9756163342357178,-0.06182785560344484
2019-03-22,0.9774896788339684,-0.057540883636630014
2019-03-29,0.9764103883657257,-0.054430815402624955
2019-04-05,0.9785745599486602,-0.04930063169840815
2019-04-12,0.9810412811706486,-0.043057436107756586
2019-04-19,0.9835807317715576,-0.0383755189479984
2019-04-26,0.9872784224167088,-0.03442640080137449
2019-05-03,0.987448036904983,-0.03417613220143989
2019-05-10,0.9834822404790359,-0.037047125695919836
2019-05-17,0.9768837990613034,-0.044549999408994734
2019-05-24,0.969863290654453,-0.05165465211922071
2019-05-31,0.9627238237416104,-0.05794086539860177
2019-06-07,0.9570880955415665,-0.06529694966070876
2019-06-14,0.9537353452826578,-0.06992345113556897
2019-06-21,0.9517046945486329,-0.07029313605077558
2019-06-28,0.9511693854812966,-0.06800754425247002
2019-07-05,0.9516160272071735,-0.06050733131243702
2019-07-12,0.9508517664243448,-0.053405213397417994
2019-07-19,0.9504200650216728,-0.048007241072284934
2019-07-26,0.9490875907362701,-0.047289343059823796
2019-08-02,0.9469672470060565,-0.047938161994933615
2019-08-09,0.9426473881278588,-0.05131811067971015
2019-08-16,0.9373800249758268,-0.05536372286805136
2019-08-23,0.932758886202017,-0.057417221526858575
2019-08-30,0.9288130775671357,-0.06073798942657693
2019-09-06,0.9293921034589359,-0.05771983798079838
2019-09-13,0.9314194211964829,-0.05428312616008857
2019-09-20,0.9327080880075808,-0.052289172309896714
2019-09-27,0.9338778312826324,-0.05072954564775989
2019-10-04,0.9342743534930384,-0.05173784009196647
2019-10-11,0.9320960428445192,-0.053901775387633744
2019-10-18,0.9322252550981827,-0.05105192050041896
2019-10-25,0.9338069089970005,-0.04625096862666944
2019-11-01,0.9361317939213502,-0.04040027094781118
2019-11-08,0.9398723920942121,-0.03502129990046188
2019-11-15,0.940724302891678,-0.032702174195293865
2019-11-22,0.9397277182874891,-0.0330380411721789
2019-11-29,0.9383051917723719,-0.034733429043315334
2019-12-06,0.9354693483146705,-0.03720807949107363
2019-12-13,0.9368886688822156,-0.03485253866447524
2019-12-20,0.9411653869740584,-0.028798905807842057
2019-12-27,0.9451209988839477,-0.021941562445686458
2020-01-03,0.9492443589468732,-0.012832674486001672
2020-01-10,0.9523180035153628,-0.006254057584355155
2020-01-17,0.9548151008153053,-0.0016163974657303903
2020-01-24,0.9556813583038787,-4.0413114991033616e-05
2020-01-31,0.9534043511919891,-0.004330974111526276
2020-02-07,0.946975606909798,-0.013982616367024803
2020-02-14,0.9396948206027836,-0.023143238219017315
2020-02-21,0.9354679632693106,-0.030773523444088458
2020-02-28,0.9310057827619579,-0.039062012447552585
2020-03-06,0.9286347024175751,-0.044726467235773226
2020-03-13,0.9214810693221253,-0.05548827240167231
2020-03-20,0.9063745509546041,-0.072752817159355
2020-03-27,0.8914690475342466,-0.08699348331765522
2020-04-03,0.8782367598068725,-0.10253465014158114
2020-04-10,0.8707993687391041,-0.11237234818497743
2020-04-17,0.8707896041332274,-0.11467399064963246
2020-04-24,0.8721707038433628,-0.11659093925255626
2020-05-01,0.8737823409576724,-0.11511055944126403
2020-05-08,0.8743751175474476,-0.11093959650806129
2020-05-15,0.8779612900786838,-0.1012633325249892
2020-05-22,0.8821595159874922,-0.09042900737874016
2020-05-29,0.8840661633706269,-0.08170324492987169
2020-06-05,0.8875633782071959,-0.07264192048594043
2020-06-12,0.8917659309493354,-0.06497548260094799
2020-06-19,0.8952970964308464,-0.05927006396090018
2020-06-26,0.901247037997724,-0.05248523369821412
2020-07-03,0.905232103617606,-0.04874226816639082
2020-07-10,0.9112625859349424,-0.041635491342963515
2020-07-17,0.9175878510563343,-0.03454495035791327
2020-07-24,0.9227371223405996,-0.0277640005547104
2020-07-31,0.9276857764737158,-0.020361285560088094
2020-08-07,0.9296545166045646,-0.013783384632400697
2020-08-14,0.9307011968394845,-0.007124995154995428
2020-08-21,0.9339156268316646,0.001240128233307658
2020-08-28,0.9376856515370654,0.00955259371796302
2020-09-04,0.9411737091610886,0.012676679367411126
2020-09-11,0.9449929633343784,0.014572964476582628
2020-09-18,0.9478291777461296,0.016212028107154053
2020-09-25,0.9474098063184806,0.014490091297341134
2020-10-02,0.9453898245569359,0.011897437858953586
2020-10-09,0.9450159398131859,0.013861122003306026
2020-10-16,0.946547938221401,0.015363972435728401
2020-10-23,0.9511416471254439,0.018563514535422154
2020-10-30,0.9546267915962516,0.019756831030626643
2020-11-06,0.9569122513045623,0.018129970997852407
2020-11-13,0.9597143085396012,0.02018657920237632
2020-11-20,0.9638570616748248,0.02567695186357577
2020-11-27,0.9710304379115067,0.03487697438540205
2020-12-04,0.9795324320615201,0.04710264834035782
2020-12-11,0.9876988912114769,0.054232935050737785
2020-12-18,0.995272986593201,0.057490001617148234
2020-12-25,1.0000151688767547,0.058081631936682365
2021-01-01,1.0026208390020765,0.05623049486901466
2021-01-08,1.0064441653074803,0.056836226546508106
2021-01-15,1.0100670003240426,0.057866595806411514
2021-01-22,1.0152131572371361,0.062292518752184334
2021-01-29,1.0198463384575036,0.06968920079129681
2021-02-05,1.0228262329613829,0.080097761228616
2021-02-12,1.0273093804728883,0.09323724889097806
2021-02-19,1.0320930056663065,0.10329059485832826
2021-02-26,1.0441315542845384,0.12150920393531517
2021-03-05,1.0515171463383692,0.1323259227776934
2021-03-12,1.0557217592879669,0.14567927050806784
2021-03-19,1.0567724403734429,0.16593348661481944
2021-03-26,1.0537961885480058,0.18208948640757305
2021-04-02,1.052812598891533,0.19877992709283787
2021-04-09,1.052950580647151,0.20917701418616952
2021-04-16,1.0516884604647958,0.2077411759085399
2021-04-23,1.0531420989663625,0.20749538401773848
2021-04-30,1.0565737561303403,0.2091955932324372
2021-05-07,1.0589520517434077,0.21109582202394273
2021-05-14,1.062098356229695,0.20973255681296443
2021-05-21,1.062931758705989,0.2049201300244885
2021-05-28,1.0622384677372296,0.2015372963572044
2021-06-04,1.062962240667448,0.19761840874343317
2021-06-11,1.0636188699396352,0.1927108146050751
2021-06-18,1.0640145109938022,0.1884485219884633
2021-06-25,1.0636768345406897,0.18022782843628704
2021-07-02,1.0623347002868269,0.17354951955568843
2021-07-09,1.05922556860473,0.16237140090414193
2021-07-16,1.0559686428607324,0.15080931122299956
2021-07-23,1.0525261657675529,0.1406565751876685
2021-07-30,1.0466191446637914,0.12820436747684183
2021-08-06,1.0422671542221416,0.12113385736980997
2021-08-13,1.0396799660128266,0.11709318688255377
2021-08-20,1.035894090384127,0.10919451460345209
2021-08-27,1.0341531317628547,0.10287827276407469
2021-09-03,1.033386384916316,0.0979762554538639
2021-09-10,1.032277165465189,0.09236492282739439
2021-09-17,1.0323699226271938,0.08919407301017679
2021-09-24,1.0301145301123382,0.08729561721050594
2021-10-01,1.0273360860947232,0.08667986412503659
2021-10-08,1.02449912117843,0.08410776793982633
2021-10-15,1.0281099902385213,0.08616790415325237
2021-10-22,1.0352816338480773,0.08846209918041392
2021-10-29,1.0405663285312508,0.09002422485052786
2021-11-05,1.0432582047277081,0.09023393033732208
2021-11-12,1.042490067678572,0.08625041681928325
2021-11-19,1.0392772734780285,0.07824833660724706
2021-11-26,1.0361336955181661,0.06704553746706798
2021-12-03,1.032446252256908,0.05401946731260909
2021-12-10,1.0293567594314068,0.04217668825043819
2021-12-17,1.0248089085133243,0.02967620172353347
2021-12-24,1.0210015443405756,0.020986057128906666
2021-12-31,1.0199331044377962,0.017267011378848673
2022-01-07,1.0184738549453527,0.011952664690740189
2022-01-14,1.019643449534887,0.009481003941097077
2022-01-21,1.0211517584044683,0.005849610128668692
2022-01-28,1.021244041712769,0.001370503773518772
2022-02-04,1.0203656254026205,-0.002405694613090037
2022-02-11,1.0206926430670167,-0.006440842001097846
2022-02-18,1.0220094778373574,-0.009769979811498963
2022-02-25,1.0232996468079951,-0.019951420289005428
2022-03-04,1.022994600888858,-0.027125135856161386
2022-03-11,1.0185279495069215,-0.03523069355521358
2022-03-18,1.0117879827644505,-0.04256778081106638
2022-03-25,1.0102400769104272,-0.041332576555997425
2022-04-01,1.010437372465436,-0.040249543433192314
2022-04-08,1.014030491880385,-0.03696288266714809
2022-04-15,1.0159814324412688,-0.03395209642953234
2022-04-22,1.0149485633985023,-0.036266269865525724
2022-04-29,1.0112532347146823,-0.04289385492749953
2022-05-06,1.0095132517688563,-0.04668653306177328
2022-05-13,1.0044231371293701,-0.05430308667933925
2022-05-20,1.002323463222265,-0.05701993094787983
2022-05-27,1.0000778694439385,-0.058518496722967495
2022-06-03,0.9998593363945526,-0.05936514192006681
2022-06-10,1.0035240605756282,-0.056500322683648574
2022-06-17,1.0039733050235566,-0.05642893527285309
2022-06-24,1.0039144325521165,-0.05618473585953332
2022-07-01,1.0025383072787692,-0.056287715154096696
2022-07-08,0.9976009949616788,-0.05817889547759547
2022-07-15,0.9912518881422677,-0.0612866254656389
2022-07-22,0.985638644044255,-0.0635495096452261
2022-07-29,0.9803481806371328,-0.06331908255695717
2022-08-05,0.9764396401719383,-0.0631580049160535
2022-08-12,0.976530062782012,-0.0607397519382763
2022-08-19,0.9756992108682312,-0.05810910601254082
2022-08-26,0.9744979288221151,-0.057685076908338684
2022-09-02,0.9735166237597599,-0.05793550411582449
2022-09-09,0.970331117629852,-0.060009123428998334
2022-09-16,0.9688034123668646,-0.06157338456603234
2022-09-23,0.9657085703433089,-0.06252310581621001
2022-09-30,0.9619594494050197,-0.06363704884369803
2022-10-07,0.9604346789520097,-0.06253245210472236
2022-10-14,0.9565354269762234,-0.06961761284480139
2022-10-21,0.954233585248282,-0.07828599093228839
2022-10-28,0.9507863458518145,-0.08627992297824938
2022-11-04,0.9462369030035873,-0.0929983596433287
2022-11-11,0.9470079280922604,-0.09159045495649876
2022-11-18,0.9529543700413653,-0.08306051295413819
2022-11-25,0.9589849176161896,-0.07445832351142168
2022-12-02,0.9667706911677076,-0.06361160297268231
2022-12-09,0.9734809386114085,-0.05428226929880253
2022-12-16,0.9758679998785726,-0.04775613114619548
2022-12-23,0.9792173334583578,-0.04092472838442629
2022-12-30,0.9812484224055962,-0.037928646363060814
2023-01-06,0.9815184888498181,-0.03628504150213796
2023-01-13,0.9844468756537701,-0.03451851124740901
2023-01-20,0.9895215353885435,-0.030975046319605237
2023-01-27,0.9951342280230747,-0.025566674196604855
2023-02-03,1.0005627955989886,-0.01940758225348671
2023-02-10,1.0000219194712976,-0.020251663158467603
2023-02-17,0.9974682720786431,-0.024012698796732512
2023-02-24,0.9936384534467921,-0.028985833674159744
2023-03-03,0.9908479656778306,-0.03142405168423745
2023-03-10,0.9886415179174558,-0.029342770224355608
2023-03-17,0.9856206815830959,-0.02586243524049281
2023-03-24,0.9830865899279814,-0.026878251618652982
2023-03-31,0.9823014347958583,-0.027845305841100232
2023-04-07,0.982507811310908,-0.031086521383614896
2023-04-14,0.9839733083909475,-0.03150463485677091
2023-04-21,0.9855707578931777,-0.02894511758010143
2023-04-28,0.9837866979064444,-0.027160888949826045
2023-05-05,0.9817636492321584,-0.027488101308304258
2023-05-12,0.9781946068631113,-0.026113028759193746
2023-05-19,0.975191017214421,-0.027069550901880235
2023-05-26,0.9721587286071411,-0.02791696695810375
2023-06-02,0.9689876668770963,-0.03087601264871731
2023-06-09,0.9677072127057699,-0.035691070375844736
2023-06-16,0.967344097447471,-0.03648424454395849
2023-06-23,0.9687049526597868,-0.03507219216165802
2023-06-30,0.9695689035648773,-0.032885929120635815
2023-07-07,0.9693249354097039,-0.028344057087734797
2023-07-14,0.9685316791583222,-0.022920722024072138
2023-07-21,0.9680611592213069,-0.017833599493242813
2023-07-28,0.968907887947237,-0.011669621993341872
2023-08-04,0.9703326920222053,-0.006254301749422653
2023-08-11,0.9706341768263521,-0.0060375877613673135
2023-08-18,0.9686495677432816,-0.00722522171425799
2023-08-25,0.9652577969564669,-0.009481940999933047
2023-09-01,0.9626540818035039,-0.011158044650849797
2023-09-08,0.9618778239254477,-0.008711761944780627
2023-09-15,0.9629202625583478,-0.0060725940200228035
2023-09-22,0.9646283049888145,-0.0011186245909678982
2023-09-29,0.9647033935035508,0.00285245298045389
2023-10-06,0.9634691566230966,0.0031594836562940376
2023-10-13,0.9626719951217179,0.006415411256531556
2023-10-20,0.9617362083190274,0.007862459660538335
2023-10-27,0.9605290864823398,0.010247034649826237
2023-11-03,0.9597721685419747,0.014304309518496927
2023-11-10,0.9585866033413466,0.01222658745044658
2023-11-17,0.9582922843421329,0.005601437454487934
2023-11-24,0.9589037663985213,-8.462199579750695e-05
2023-12-01,0.9588187189293115,-0.008225293041094872
2023-12-08,0.9576136380706083,-0.01629954928900157
2023-12-15,0.9560051743645192,-0.02035400844840174
2023-12-22,0.9540061731352797,-0.025746235755486957
2023-12-29,0.9525666875437744,-0.029229840483724456
2024-01-05,0.9519465717273716,-0.030128741799963388
2024-01-12,0.9501940641551799,-0.03479396638426313
2024-01-19,0.9475538267842727,-0.04241212252929072
2024-01-26,0.9451891757484955,-0.050189261778081584
2024-02-02,0.942444177262003,-0.05808592783243838
2024-02-09,0.9404469279079976,-0.05957368573960531
2024-02-16,0.9404705541411819,-0.05714238691390405
2024-02-23,0.9403634829047346,-0.05361605154999205
2024-03-01,0.9413727658556917,-0.049932180855105535
2024-03-08,0.9409713576492642,-0.0482178417598802
2024-03-15,0.9418826621562871,-0.044376117754101
2024-03-22,0.942064296454281,-0.041728057216918746
2024-03-29,0.9424554926080855,-0.04056386438655013
2024-04-05,0.9440852015582349,-0.03910667102117771
2024-04-12,0.9448758769324217,-0.039734239867197485
2024-04-19,0.945083614962813,-0.04107989467637274
2024-04-26,0.9465641810631039,-0.03783596273719925
2024-05-03,0.9503737891042726,-0.03197292968876564
2024-05-10,0.9531107458554323,-0.02564301707624239
2024-05-17,0.9586904604711517,-0.016920332993224485
2024-05-24,0.9614450123399969,-0.011020542172670011
2024-05-31,0.9619414769449762,-0.007271702388977563
2024-06-07,0.9614152274433165,-0.006501951395877836
2024-06-14,0.9590977892855951,-0.008524689594566537
2024-06-21,0.9556564007156729,-0.013470099340657238
