,风险平价策略,全天候策略,全天候增强策略 (动量择时)
2018-10-23,1.5887424705763056,1.5915888319452114,2.020332241073513
2018-10-24,1.589273178544899,1.5925854921363622,2.025741494407446
2018-10-25,1.589599785719071,1.59257141011958,2.031952464741728
2018-10-26,1.5893084034860698,1.5938527873370487,2.03742618012895
2018-10-29,1.5880095925547348,1.5916637859799347,2.035125962781152
2018-10-30,1.5874272532812883,1.5895328726837101,2.033589185569191
2018-10-31,1.5856415212786297,1.584927554398825,2.0303928729241987
2018-11-01,1.5830098352319284,1.581469802220538,2.0314988365526214
2018-11-02,1.5789469017930966,1.5796518945394644,2.034760044083799
2018-11-05,1.5789529901991068,1.5778217398235606,2.0315978860143815
2018-11-06,1.5811601507007509,1.5797808774772264,2.0342794505978223
2018-11-07,1.580404491010245,1.5788134262962938,2.0376729998256455
2018-11-08,1.5809728593231969,1.5781269460556562,2.0377698707569682
2018-11-09,1.5771059597459347,1.5730031770145982,2.033974556575032
2018-11-12,1.5775178043808176,1.571471370832553,2.0306138709704022
2018-11-13,1.578519000023077,1.5706524691886634,2.030081753133435
2018-11-14,1.575783888336321,1.5659396196581323,2.0322940540798373
2018-11-15,1.5789752004405815,1.5699990566846078,2.0403706860942443
2018-11-16,1.592289041198327,1.582930828845115,2.054285549279219
2018-11-19,1.596611528287153,1.5883150595865483,2.060501356847497
2018-11-20,1.5915944789161343,1.5835881478949734,2.059533666883929
2018-11-21,1.589033966732746,1.5812265072864167,2.0616761689108785
2018-11-22,1.5887037407344535,1.5809860824888387,2.0631661469742575
2018-11-23,1.5813211620486602,1.5747254497000016,2.061278463313299
2018-11-26,1.5741284240007452,1.5675731036723364,2.0595029797669
2018-11-27,1.5725804985795222,1.5654006355428574,2.058695310951229
2018-11-28,1.5744732380723023,1.5661179728600054,2.057241317495735
2018-11-29,1.575428646592937,1.567531911140962,2.060989671892987
2018-11-30,1.577241801054369,1.570442440912819,2.0650753258455077
2018-12-03,1.5841756609264612,1.5757775476336837,2.068683132581459
2018-12-04,1.587572402682885,1.5790797218813106,2.072188001989035
2018-12-05,1.5887182578274375,1.5809125283438292,2.0752223032279113
2018-12-06,1.5885197545689727,1.5819749785595603,2.0780801544540983
2018-12-07,1.589672037182218,1.5828620044880937,2.081052727801752
