date,策略名称,沪深300主连,中证1000主连,红利低波ETF,10年国债主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连,豆粕主连,沪金主连
2014-01-31,风险平价策略,0.0826666283909378,0.0,0.09405463096788312,0.0,0.0,0.15411599591861724,0.25236082791563985,0.14053774639990949,0.0,0.15626893305989545,0.11999523734711708
2014-02-28,风险平价策略,0.07808251233133857,0.0,0.10031885128625143,0.0,0.0,0.14389976763727388,0.21163142291867004,0.11548303919811438,0.0,0.17443398030718102,0.17615042632117067
2014-03-31,风险平价策略,0.08264581382792642,0.0,0.1064207541864858,0.0,0.0,0.09485321954871034,0.2056248982624192,0.12784658789602102,0.0,0.21906324350412923,0.1635454827743079
2014-04-30,风险平价策略,0.08384789568852924,0.0,0.099474701517317,0.0,0.0,0.11776072186935632,0.20702666295098443,0.11734554615957918,0.0,0.2126322607433625,0.16191221107087128
2014-05-31,风险平价策略,0.10294705817739852,0.0,0.11968902850336167,0.0,0.0,0.1283959269365711,0.19553802044193555,0.12390752136812161,0.0,0.17528048587930273,0.1542419586933089
2014-06-30,风险平价策略,0.11229349494298257,0.0,0.1154124628473533,0.0,0.0,0.13817929239393992,0.18577170459905226,0.1370440578633006,0.0,0.15234604420655587,0.15895294314681535
2014-07-31,风险平价策略,0.1500273108872293,0.0,0.13972889698476063,0.0,0.0,0.13815805809900641,0.1917101224594236,0.1130651083014006,0.0,0.10334380384162967,0.16396669942654987
2014-08-31,风险平价策略,0.1298289507954317,0.0,0.1407927809365489,0.0,0.0,0.138770669374691,0.20453322522543924,0.1135867684560587,0.0,0.10479603296492564,0.1676915722469048
2014-09-30,风险平价策略,0.13926656862611048,0.0,0.1709266222638519,0.0,0.0,0.14381014523532598,0.15296260155608288,0.10643594160831503,0.0,0.09902762767456157,0.18757049303575218
2014-10-31,风险平价策略,0.1615651952799931,0.0,0.16633417785519897,0.0,0.0,0.13245180444622529,0.16665419166280232,0.08001760962589652,0.0,0.12398753042468683,0.16898949070519712
2014-11-30,风险平价策略,0.2082571092406418,0.0,0.1927494836903987,0.0,0.0,0.11576621860801989,0.1654153333825481,0.0795594998485813,0.0,0.10565465391241088,0.13259770131739929
2014-12-31,风险平价策略,0.12485627137002041,0.0,0.13874213690273174,0.0,0.0,0.1548802244479363,0.19236539352238186,0.0887259238002401,0.0,0.14821578917475786,0.1522142607819317
2015-01-31,风险平价策略,0.08218783390295892,0.0,0.09611803523069311,0.0,0.0,0.11143209027157464,0.2457062499641858,0.10584696114425288,0.0,0.1447711586495442,0.2139376708367905
2015-02-28,风险平价策略,0.08528554725913301,0.0,0.09930648841155024,0.0,0.0,0.12328530547666021,0.23449758265982906,0.11109594778818017,0.0,0.16558899653179823,0.18094013187284907
2015-03-31,风险平价策略,0.05622703924689604,0.0,0.064637122954461,0.3773083596220148,0.0,0.07828364439982309,0.1899465041460241,0.05434366446245778,0.0,0.0881099487776226,0.09114371639070057
2015-04-30,风险平价策略,0.0626206018697367,0.0,0.06794006290353471,0.37370439256825005,0.0,0.08704278963247905,0.1669225103924088,0.061948117435903415,0.0,0.09159603408705172,0.0882254911106354
2015-05-31,风险平价策略,0.05627354524716145,0.0,0.05532868692603691,0.2909633436216962,0.0,0.11551376801104234,0.19672068117760866,0.06500298054017806,0.0,0.09566020571034302,0.12453678876593334
2015-06-30,风险平价策略,0.03355428574671495,0.0,0.04043610279269372,0.3227104953174252,0.0,0.10549213261762008,0.1864622434338614,0.06450826023447762,0.0,0.0895287664949353,0.15730771336227176
2015-07-31,风险平价策略,0.027032643777351317,0.0,0.035090685095784564,0.4694467397404156,0.0,0.06886099504582054,0.1266606941098154,0.06370261802435832,0.0,0.08553162803535577,0.12367399617109838
2015-08-31,风险平价策略,0.01917900232560005,0.0,0.02417599511881261,0.5166152696240036,0.0,0.07083543229200269,0.11355823616766846,0.04794127366214894,0.0,0.07665631272588312,0.13103847808388053
2015-09-30,风险平价策略,0.02132715161932156,0.0,0.02488000224910552,0.5414161585588579,0.0,0.061496328322391686,0.10934481984649809,0.05189970941767139,0.0,0.07974563721330602,0.1098901927728478
2015-10-31,风险平价策略,0.0313971650152185,0.0,0.03830534188601284,0.44526164320682643,0.0,0.0813623498418606,0.0888680837328253,0.07482864349624202,0.0,0.10033776699872057,0.13963900582229383
2015-11-30,风险平价策略,0.04451471380978895,0.0,0.052947629498929165,0.44046958068478126,0.0,0.06593336924771066,0.09136804320395707,0.08685391115139512,0.0,0.10264604278335428,0.11526670962008359
2015-12-31,风险平价策略,0.042088891525557344,0.0,0.0515888209580182,0.4863748629871281,0.0,0.06364548812009578,0.08141245745182243,0.07557355295378973,0.0,0.08653734600471642,0.11277857999887209
2016-01-31,风险平价策略,0.030542727637992796,0.0,0.032668020327508936,0.47760741482465185,0.0,0.06769686514403864,0.08211347844326113,0.07607186137895187,0.0,0.08938381180674994,0.1439158204368448
2016-02-29,风险平价策略,0.02945079463108651,0.0,0.03313659245947432,0.45696210651993663,0.0,0.07437983267131888,0.09380653676725036,0.08630571628575973,0.0,0.08210259299072029,0.1438558276744533
2016-03-31,风险平价策略,0.03542682928569164,0.0,0.04197182305811099,0.48824983094003865,0.0,0.07163533686092341,0.11334644710629031,0.06910196609660407,0.0,0.0894532968726933,0.09081446977964759
2016-04-30,风险平价策略,0.04559988350614089,0.0,0.05605020364987226,0.48212790843792824,0.0,0.07573518195310246,0.10208401709916978,0.05649313634915104,0.0,0.08047920346750756,0.10143046553712765
2016-05-31,风险平价策略,0.05071258835009094,0.0,0.06352153868854116,0.5433954172029559,0.0,0.06463276060803966,0.06861000875979549,0.05604050571526792,0.0,0.05998175507555268,0.09310542559975617
2016-06-30,风险平价策略,0.047021399880139134,0.0,0.06080257758068887,0.5603626186687132,0.0,0.0658811930783521,0.06527103190136609,0.05494816133926638,0.0,0.053033923921833315,0.09267909362964097
2016-07-31,风险平价策略,0.055768958426567754,0.0,0.07140829235580276,0.5808289602707055,0.0,0.05655991867909065,0.06030737203208542,0.04670058267740233,0.0,0.03274502184986794,0.09568089370847767
2016-08-31,风险平价策略,0.07654435361074037,0.0,0.09191188597701638,0.5050599069836526,0.0,0.06878174445791865,0.06152499229126364,0.05640875304570723,0.0,0.043731226856676284,0.09603713677702506
2016-09-30,风险平价策略,0.06127186433819556,0.0,0.07012892260910052,0.5316998488595707,0.0,0.07318397465328433,0.06130912227523736,0.055305379564550776,0.0,0.04640565399550405,0.10069523370455681
2016-10-31,风险平价策略,0.07850068519807904,0.0,0.08445795319130336,0.4743508010801242,0.0,0.08365531496746997,0.07387006149497655,0.06687845968472834,0.0,0.049161252222754054,0.08912547216056453
2016-11-30,风险平价策略,0.1625717078023481,0.0,0.15928219221224735,0.39601807495619,0.0,0.0447875186410582,0.04996794431796146,0.050718092201418534,0.0,0.051978777062946006,0.08467569280583039
2016-12-31,风险平价策略,0.13722984417478598,0.0,0.1471460544906055,0.23177053440541923,0.0,0.07260495051603227,0.0885465345170693,0.08663620071693205,0.0,0.08360686916674163,0.15245901201241407
2017-01-31,风险平价策略,0.14378721312660173,0.0,0.1595100315361623,0.21766776759108886,0.0,0.07407827549183234,0.08869842758162153,0.09207365247532609,0.0,0.08253610535848109,0.141648526838886
2017-02-28,风险平价策略,0.1452758456076777,0.0,0.15797762855085443,0.22393628236149757,0.0,0.06520054916191408,0.08061775963819773,0.08227625751563211,0.0,0.0771674278097209,0.1675482493545055
2017-03-31,风险平价策略,0.13359286243712526,0.0,0.1637722920767699,0.26113605068551327,0.0,0.06600491197931212,0.079058674197731,0.05948739172098076,0.0,0.0789478307638245,0.15799998613874308
2017-04-30,风险平价策略,0.1296878050081964,0.0,0.14993512066632003,0.24064018450867924,0.0,0.07323273582385603,0.07890787313709562,0.0667932157240004,0.0,0.08944483005316962,0.17135823507868267
2017-05-31,风险平价策略,0.15035069497093725,0.0,0.1624760559463456,0.25516423310654995,0.0,0.06946888431660474,0.07339014840379315,0.07223132592881934,0.0,0.06911218693423334,0.1478064703927165
2017-06-30,风险平价策略,0.14204521187270347,0.0,0.1317969375337205,0.2740164230188043,0.0,0.08198410583585991,0.07723276214946381,0.08021430592300755,0.0,0.0766764292771167,0.13603382438932382
2017-07-31,风险平价策略,0.12369309361467634,0.0,0.12020382849847183,0.2902340442474117,0.0,0.09743305080062274,0.09391826568691618,0.07864078608212179,0.0,0.06885876593645017,0.12701816513332911
2017-08-31,风险平价策略,0.09715456409887914,0.0,0.10114033655419973,0.37695996830894185,0.0,0.08123774777504925,0.08518450537710533,0.06944569378356749,0.0,0.05209303621370444,0.13678414788855267
2017-09-30,风险平价策略,0.11320672161400441,0.0,0.13291255491542722,0.4046309752998749,0.0,0.06461934418984919,0.05647789843709361,0.05316228556664648,0.0,0.061185560963911936,0.11380465901319216
2017-10-31,风险平价策略,0.14462899429828735,0.0,0.18755172372610615,0.23356133765917045,0.0,0.06816061278120229,0.06720951063359473,0.0783392528464238,0.0,0.08434967783999885,0.13619889021521642
2017-11-30,风险平价策略,0.07495705711620838,0.0,0.11206091004112471,0.2956905001330232,0.0,0.07314815663260554,0.07137947457038517,0.07888702654877541,0.0,0.11632546011940119,0.17755141483847642
2017-12-31,风险平价策略,0.0692831540105666,0.0,0.10192603005083725,0.3467693409173683,0.0,0.07007690376114102,0.07441586257281196,0.07875427842787645,0.0,0.09601752968215915,0.16275690057723927
2018-01-31,风险平价策略,0.07657668426263121,0.0,0.10232823051860021,0.34436462723845246,0.0,0.06363474414159175,0.06357505939771602,0.08970615803714255,0.0,0.11957762389123405,0.14023687251263164
2018-02-28,风险平价策略,0.0404960499784197,0.0,0.050632257468332824,0.3878878102093191,0.0,0.0637772611658721,0.07570100969811776,0.10850817969625284,0.0,0.1478999704025231,0.12509746138116248
2018-03-31,风险平价策略,0.03486162689775516,0.0,0.04631590117602434,0.45522383433474,0.0,0.04916855408949669,0.06647671088349694,0.07577621055282162,0.04393616068213417,0.10985849339774431,0.1183825079857869
2018-04-30,风险平价策略,0.04035080347723426,0.0,0.050801696761855,0.40559079700360023,0.0,0.06591853535483484,0.05502887533110731,0.09721159457113443,0.049942807341364984,0.0962212257339802,0.13893366442488886
2018-05-31,风险平价策略,0.04704203341674946,0.0,0.06093065783810345,0.3640281362263339,0.0,0.0749338903346942,0.07211312083053552,0.09736722716133639,0.0542546127898253,0.07447367032595684,0.15485665107646485
2018-06-30,风险平价策略,0.03674543672900499,0.0,0.0432505457984498,0.4300832684846082,0.0,0.0555497400570395,0.0629307261895787,0.07711548743990879,0.061768413994189614,0.07912973235019388,0.15342664895702648
2018-07-31,风险平价策略,0.040185133963567835,0.0,0.045166273593819695,0.3728252569974521,0.0,0.047940554156207425,0.0722196002282126,0.09878081955453234,0.060770091473247134,0.08608299407892761,0.1760292759540334
2018-08-31,风险平价策略,0.04581507780414142,0.0,0.04994649119224595,0.34519902951459364,0.0,0.06003977544339179,0.08854707674330507,0.11255909063272919,0.05800128577458481,0.0697451362777553,0.1701470366172527
2018-09-30,风险平价策略,0.04999276158019827,0.0,0.057624247411602714,0.34941941572350327,0.0,0.06861079746146304,0.0831338121687067,0.07250116865945165,0.07047934482585043,0.08290075399426867,0.1653376981749552
2018-10-31,风险平价策略,0.028936300155049947,0.0,0.032476718123755736,0.4475828465743175,0.0,0.062451064165201374,0.07290856600003681,0.05318162975374869,0.04186012076563555,0.0724381352141563,0.18816461924809802
