日期,风险平价策略
2018-01-08,1.0014075929547943
2018-01-09,1.003791510816044
2018-01-10,1.0022853985426763
2018-01-11,1.0023955776699816
2018-01-12,1.0020439096318945
2018-01-15,1.0036083741595314
2018-01-16,1.0027383857285017
2018-01-17,0.9993332480972548
2018-01-18,0.9988067500969067
2018-01-19,0.9999057957882086
2018-01-22,1.0045157425756197
2018-01-23,1.0070741475809966
2018-01-24,1.0072096163517767
2018-01-25,1.0095254712629265
2018-01-26,1.0083947578500285
2018-01-29,1.0055249208834338
2018-01-30,0.9989474209579859
2018-01-31,1.0012012127798708
2018-02-01,0.9970707052181285
2018-02-02,0.9982275807195112
2018-02-05,0.9960064202666183
2018-02-06,0.9901370777415652
2018-02-07,0.9853309378771649
2018-02-08,0.9814532690442108
2018-02-09,0.9716067893696011
2018-02-12,0.9764312725976094
2018-02-13,0.9787787099244366
2018-02-14,0.9808274379670409
2018-02-22,0.9875767551104969
2018-02-23,0.9920719250324833
2018-02-26,0.9980536470030209
2018-02-27,0.9972385012848021
2018-02-28,0.9960025505348281
2018-03-01,0.9982642511673068
2018-03-02,1.0018197137474394
2018-03-05,0.9997585136131913
2018-03-06,1.0042719626965277
2018-03-07,1.0009330747517584
2018-03-08,1.0004271789117323
2018-03-09,0.9967693034832408
2018-03-12,0.9963563828096943
2018-03-13,0.9932467452382848
2018-03-14,0.9939148543580365
2018-03-15,0.9939906406213838
2018-03-16,0.9945632817854404
2018-03-19,0.9923218088087125
2018-03-20,0.9931489426414195
2018-03-21,0.991802772738197
2018-03-22,0.994553938973815
2018-03-23,0.9927488634528943
2018-03-26,0.9924620179090909
2018-03-27,0.9919307253987867
2018-03-28,0.9876794374799134
2018-03-29,0.9866403444853472
2018-03-30,0.9931094020370762
2018-04-02,0.995114443233895
2018-04-03,0.9937495002792422
2018-04-04,0.9948407021103662
2018-04-09,1.000778557240532
2018-04-10,1.0006270774134276
2018-04-11,1.0035184114143985
2018-04-12,1.0038392848044086
2018-04-13,1.0034799833176862
2018-04-16,1.0043984848749532
2018-04-17,1.0084628571431549
2018-04-18,1.0136063321900761
2018-04-19,1.0189074968713914
2018-04-20,1.0137711630724702
2018-04-23,1.0131254987292673
2018-04-24,1.0126674630115167
2018-04-25,1.0098645282020478
2018-04-26,1.0087355544793564
2018-04-27,1.0082434702718384
2018-05-02,1.010646989070751
2018-05-03,1.0127897085161877
2018-05-04,1.0131429904489526
2018-05-07,1.0143102161946724
2018-05-08,1.0119168128410276
2018-05-09,1.0110481752716851
2018-05-10,1.015946955326716
2018-05-11,1.0155256620809894
2018-05-14,1.0143147155932155
2018-05-15,1.0155229407728374
2018-05-16,1.0123017622645023
2018-05-17,1.0117857727797723
2018-05-18,1.0137053731720704
2018-05-21,1.0145573802199406
2018-05-22,1.014706697814252
2018-05-23,1.0144670256228285
2018-05-24,1.0162000825993642
2018-05-25,1.0184067175691192
2018-05-28,1.013976731525715
2018-05-29,1.015823311501207
2018-05-30,1.0125153355685816
2018-05-31,1.0144987982689213
2018-06-01,1.0157148127996987
2018-06-04,1.0153647780811275
2018-06-05,1.0141960916034989
2018-06-06,1.0167420583964946
2018-06-07,1.0176760886027263
2018-06-08,1.01334927434207
2018-06-11,1.0147347948896945
2018-06-12,1.0151292405463392
2018-06-13,1.012662502535684
2018-06-14,1.0158411124480018
2018-06-15,1.0146121647292048
2018-06-19,1.0063422477752029
2018-06-20,1.0055934462898577
2018-06-21,1.004172493398076
2018-06-22,1.0055220473826398
2018-06-25,1.005698061950274
2018-06-26,1.0072799491441542
2018-06-27,1.0138946279962804
2018-06-28,1.0141362058415602
2018-06-29,1.018781943037746
2018-07-02,1.0189290943239266
2018-07-03,1.0183296536380722
2018-07-04,1.0144307407637385
2018-07-05,1.0131752983192581
2018-07-06,1.01175291487058
2018-07-09,1.014985839429063
2018-07-10,1.0149799421365837
2018-07-11,1.0134568830716761
2018-07-12,1.0126325253406365
2018-07-13,1.0115715860877397
2018-07-16,1.0124954971662021
2018-07-17,1.01083309030544
2018-07-18,1.008451728386544
2018-07-19,1.013628523541701
2018-07-20,1.0131993654465417
2018-07-23,1.0161934159337283
2018-07-24,1.019454492018147
2018-07-25,1.0222082059874023
2018-07-26,1.0232840659272278
2018-07-27,1.0238200580864272
2018-07-30,1.0271685046220282
2018-07-31,1.0302380187897835
2018-08-01,1.0279591944646675
2018-08-02,1.028608740946219
2018-08-03,1.0324469767612934
2018-08-06,1.0366059888083936
2018-08-07,1.037831547340585
2018-08-08,1.0393357731147899
2018-08-09,1.0396274389481641
2018-08-10,1.039863630979502
2018-08-13,1.0398563771816418
2018-08-14,1.0413223506646998
2018-08-15,1.037531930656317
2018-08-16,1.0332271722122008
2018-08-17,1.0296604145756336
2018-08-20,1.0362379041262186
2018-08-21,1.0412803854279205
2018-08-22,1.0437226798073684
2018-08-23,1.0401556723349534
2018-08-24,1.0399548137044472
2018-08-27,1.042041495742153
2018-08-28,1.0507046403309528
2018-08-29,1.048733900874718
2018-08-30,1.0523092146772564
2018-08-31,1.0515990884282325
2018-09-03,1.0507673126573664
2018-09-04,1.0471355288983262
2018-09-05,1.0427276857811767
2018-09-06,1.04336468121333
2018-09-07,1.0426597923568353
2018-09-10,1.0436330111988616
2018-09-11,1.0407035517533445
2018-09-12,1.0415686654344907
2018-09-13,1.041493059674856
2018-09-14,1.0403679501901408
2018-09-17,1.0386592793169596
2018-09-18,1.0398653894222702
2018-09-19,1.0425786559668158
2018-09-20,1.0423989650625685
2018-09-21,1.048680649734934
2018-09-25,1.0511307289295786
2018-09-26,1.0544535402953046
2018-09-27,1.0543875600528685
2018-09-28,1.0562708982309224
2018-10-08,1.0603088147724506
2018-10-09,1.06734288255847
2018-10-10,1.0688240527858492
2018-10-11,1.0592895514565137
2018-10-12,1.0626351473787834
2018-10-15,1.0616321078831057
2018-10-16,1.0594868470255607
2018-10-17,1.0600977775444078
2018-10-18,1.056217858366433
2018-10-19,1.0576802193292425
2018-10-22,1.0581270888913854
2018-10-23,1.0576299996923104
2018-10-24,1.0585785252586155
2018-10-25,1.0577777877808705
2018-10-26,1.0575149253602198
2018-10-29,1.0570008557377621
2018-10-30,1.0557966604136815
2018-10-31,1.0525779264996677
2018-11-01,1.0500265893089544
2018-11-02,1.046161518991589
2018-11-05,1.0465564279934552
2018-11-06,1.047125107642733
2018-11-07,1.0459880008322422
2018-11-08,1.0453912106332737
2018-11-09,1.0414753057119928
2018-11-12,1.0407257792172597
2018-11-13,1.0392154039741686
2018-11-14,1.0362612496342816
2018-11-15,1.0400078252364542
