日期,风险平价策略
2018-01-08,1.0009946218414594
2018-01-09,1.004516165955194
2018-01-10,1.003618064676806
2018-01-11,1.003941120456429
2018-01-12,1.0040822574271289
2018-01-15,1.00528964212835
2018-01-16,1.005013271756228
2018-01-17,1.0013956966215776
2018-01-18,1.0020663731600388
2018-01-19,1.0037354874772249
2018-01-22,1.0092360698726717
2018-01-23,1.0126706392939726
2018-01-24,1.0128315251430748
2018-01-25,1.0143906924632797
2018-01-26,1.0134300912847858
2018-01-29,1.0088067315812714
2018-01-30,1.0019210119317794
2018-01-31,1.0043940348472875
2018-02-01,0.99981162357747
2018-02-02,1.0015292634742718
2018-02-05,0.9987541452486568
2018-02-06,0.989361667861794
2018-02-07,0.9822790872169235
2018-02-08,0.9782501341844828
2018-02-09,0.9626473431502668
2018-02-12,0.971177122379395
2018-02-13,0.9758994939534655
2018-02-14,0.9805172159941844
2018-02-22,0.9896570930877264
2018-02-23,0.9946690075536883
2018-02-26,1.0027534726346825
2018-02-27,0.9984398131942525
2018-02-28,0.9951748060653426
2018-03-01,0.9988063055279117
2018-03-02,1.0002309375144363
2018-03-05,0.9975494086600212
2018-03-06,1.0050112019943684
2018-03-07,0.9991573902417759
2018-03-08,1.0018548781079015
2018-03-09,1.000990739237141
2018-03-12,1.001578338286177
2018-03-13,0.9968335333429993
2018-03-14,0.9969349098822446
2018-03-15,0.9989472826587703
2018-03-16,0.9985336197037538
2018-03-19,0.9981266942871185
2018-03-20,0.9989586733893543
2018-03-21,0.996460151927913
2018-03-22,0.9966068185827978
2018-03-23,0.9862086956468175
2018-03-26,0.9856173176712207
2018-03-27,0.9845751767650501
2018-03-28,0.9813476999707801
2018-03-29,0.9788942495671021
2018-03-30,0.9858956248807288
2018-04-02,0.988332950419158
2018-04-03,0.9872046087223756
2018-04-04,0.9882513921914531
2018-04-09,0.9944560278545529
2018-04-10,0.9934967441921932
2018-04-11,0.9964028207449076
2018-04-12,0.9974473655900006
2018-04-13,0.9974793326731141
2018-04-16,0.9996516750989468
2018-04-17,1.0051214327863547
2018-04-18,1.0102640329074117
2018-04-19,1.015717496793063
2018-04-20,1.0110573087048274
2018-04-23,1.010600901012086
2018-04-24,1.008303651204256
2018-04-25,1.0055513392359257
2018-04-26,1.0055145081483654
2018-04-27,1.0050910427407622
2018-05-02,1.0072208370923321
2018-05-03,1.008846347763551
2018-05-04,1.0094269537431577
2018-05-07,1.009483380951826
2018-05-08,1.006031906925737
2018-05-09,1.0052083457589085
2018-05-10,1.0100882620263423
2018-05-11,1.010141333185399
2018-05-14,1.0081936804487104
2018-05-15,1.0092742773235368
2018-05-16,1.0063920462005411
2018-05-17,1.0063545500355033
2018-05-18,1.0076150706331088
2018-05-21,1.0081793577619251
2018-05-22,1.0083698802814944
2018-05-23,1.0093118393172567
2018-05-24,1.011855449336502
2018-05-25,1.0142621717313633
2018-05-28,1.0086249114678307
2018-05-29,1.0111071918816186
2018-05-30,1.009297909663986
2018-05-31,1.0096607046040817
2018-06-01,1.0117995793574015
2018-06-04,1.0105627405759294
2018-06-05,1.0085190478145492
2018-06-06,1.0115834495583556
2018-06-07,1.012996099129905
2018-06-08,1.009644718876208
2018-06-11,1.0113017216340099
2018-06-12,1.0104384193444658
2018-06-13,1.0082369745869315
2018-06-14,1.0120187302210562
2018-06-15,1.0111976529026927
2018-06-19,1.005604040711405
2018-06-20,1.004523206265163
2018-06-21,1.003815381857617
2018-06-22,1.0049533031622988
2018-06-25,1.0061105399551076
2018-06-26,1.0085066980373674
2018-06-27,1.017064137019257
2018-06-28,1.0180918375049786
2018-06-29,1.021345066423542
2018-07-02,1.0236610062276617
2018-07-03,1.0230029999489898
2018-07-04,1.0193285676412152
2018-07-05,1.018594423226345
2018-07-06,1.0169684437226634
2018-07-09,1.0188740483907572
2018-07-10,1.0186085620597698
2018-07-11,1.0178768245995256
2018-07-12,1.0157709757739144
2018-07-13,1.014382099573387
2018-07-16,1.0158580620791546
2018-07-17,1.0145641650289376
2018-07-18,1.0122470019799292
2018-07-19,1.017921599094968
2018-07-20,1.0167761575748788
2018-07-23,1.019359191631444
2018-07-24,1.0219138397942662
2018-07-25,1.0251579577213876
2018-07-26,1.0268994048456839
2018-07-27,1.027831996463417
2018-07-30,1.0317965158516353
2018-07-31,1.0347438353438418
2018-08-01,1.0339298654727533
2018-08-02,1.0367220290785881
2018-08-03,1.042175550107365
2018-08-06,1.0472719789135339
2018-08-07,1.046897321699453
2018-08-08,1.0497136845225175
2018-08-09,1.048855564010336
2018-08-10,1.0489070669149703
2018-08-13,1.049231958699796
2018-08-14,1.0509743379619871
2018-08-15,1.0482597486014034
2018-08-16,1.043752773897416
2018-08-17,1.0408066028453795
2018-08-20,1.0470598546937604
2018-08-21,1.0515830635294703
2018-08-22,1.0545683728091524
2018-08-23,1.0506465228160309
2018-08-24,1.05035173561527
2018-08-27,1.0506581194725455
2018-08-28,1.0603158789957385
2018-08-29,1.058454972231216
2018-08-30,1.063018071471422
2018-08-31,1.0625074381658663
2018-09-03,1.0616805240729894
2018-09-04,1.0566484103741751
2018-09-05,1.0535301900505492
2018-09-06,1.054948937106092
2018-09-07,1.0537476657851226
2018-09-10,1.0556153521666278
2018-09-11,1.0527522340631457
2018-09-12,1.0539298643943253
2018-09-13,1.0528797419923064
2018-09-14,1.051492483481957
2018-09-17,1.0502083531624242
2018-09-18,1.0500491134597372
2018-09-19,1.0519795405359094
2018-09-20,1.0519924061014128
2018-09-21,1.05580654792729
2018-09-25,1.059430007569588
2018-09-26,1.0620622469255918
2018-09-27,1.0622066438475952
2018-09-28,1.0629641647409027
2018-10-08,1.071454913468554
2018-10-09,1.0795066744424962
2018-10-10,1.0810291104432774
2018-10-11,1.0755539506248697
2018-10-12,1.078183122188982
2018-10-15,1.078041536858899
2018-10-16,1.0761691122497885
2018-10-17,1.0765674919403347
2018-10-18,1.0733097142322796
2018-10-19,1.0733164131349993
2018-10-22,1.071561498621887
2018-10-23,1.0724974855798375
2018-10-24,1.0733085494487045
2018-10-25,1.071995090262575
2018-10-26,1.0718434969543489
2018-10-29,1.0728509841343499
2018-10-30,1.0711236139938818
2018-10-31,1.0670597124311447
2018-11-01,1.0638625957999104
2018-11-02,1.0582632534649319
2018-11-05,1.0590949817061506
2018-11-06,1.0599656580119845
2018-11-07,1.0591121975391178
2018-11-08,1.0586391174662588
2018-11-09,1.055114187405104
2018-11-12,1.053463249563977
2018-11-13,1.0511265950802458
2018-11-14,1.0482909204857636
2018-11-15,1.0516851184107305
2018-11-16,1.0570266172307459
2018-11-19,1.0573939948947
2018-11-20,1.0550031373203994
2018-11-21,1.0533241878436983
2018-11-22,1.0521428098050567
2018-11-23,1.0493820017795543
2018-11-26,1.0455312319170282
2018-11-27,1.044080580440594
2018-11-28,1.0457591049386485
2018-11-29,1.0476987550097847
2018-11-30,1.0473182494842297
2018-12-03,1.0521935735525427
2018-12-04,1.0519864706006172
2018-12-05,1.0524442702703216
2018-12-06,1.051798787757095
2018-12-07,1.0533308977614275
2018-12-10,1.055681853104586
2018-12-11,1.0542988419607442
2018-12-12,1.0539512149934969
2018-12-13,1.0512846689653659
2018-12-14,1.0492463120104827
2018-12-17,1.048441144341394
2018-12-18,1.0503207816567746
2018-12-19,1.0481099447461304
2018-12-20,1.0492033536501537
2018-12-21,1.0501165445570546
2018-12-24,1.0481070085976394
2018-12-25,1.0477271197886278
2018-12-26,1.049678104625172
2018-12-27,1.0497254785599857
2018-12-28,1.0515636109311324
2019-01-02,1.0509728189754042
2019-01-03,1.0540743059775937
2019-01-04,1.0566588247515976
2019-01-07,1.056307014113678
2019-01-08,1.0563085432100625
2019-01-09,1.0572556637282216
2019-01-10,1.0562580054683783
2019-01-11,1.0534481487192682
2019-01-14,1.0486691274048254
2019-01-15,1.0494821945516144
2019-01-16,1.0527552423985558
2019-01-17,1.0533707186718193
2019-01-18,1.0562207291359231
2019-01-21,1.0570825958094714
2019-01-22,1.0553784706250833
2019-01-23,1.0553930016045345
2019-01-24,1.0553011642966785
2019-01-25,1.0552767495174313
2019-01-28,1.0555057957227838
2019-01-29,1.0578538273451017
2019-01-30,1.0575630515372303
2019-01-31,1.0634206552476009
2019-02-01,1.0698781400952642
2019-02-11,1.0756340537874836
2019-02-12,1.0784252797158644
2019-02-13,1.0847969928508612
2019-02-14,1.0849928915931737
2019-02-15,1.0787505962320223
2019-02-18,1.0919839909928364
2019-02-19,1.0919467748792129
2019-02-20,1.0943336355620823
2019-02-21,1.0933458192966008
2019-02-22,1.1020984774307498
2019-02-25,1.1280913271814295
2019-02-26,1.1155068323118662
2019-02-27,1.1134719564349949
2019-02-28,1.1113751087306771
2019-03-01,1.1206883816422528
2019-03-04,1.121606796209874
2019-03-05,1.1241990065234353
2019-03-06,1.1290490758399594
2019-03-07,1.1257501915868948
2019-03-08,1.1118562023038128
