strategy,period,observations,cumulative_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,monthly_win_rate,annual_turnover,average_max_weight,average_rc_error
equal_weight,total,2957,1.8036859498397564,0.09183288775095422,0.09577512555232394,0.9654745971277054,-0.1937489791614856,0.4739786921633971,0.6122448979591837,0.4903254113957012,0.11111111111111113,
equal_weight,train,1686,0.7204727347591298,0.0844795789444659,0.0991069843125095,0.8680910903651397,-0.1937489791614856,0.43602593061434397,0.5783132530120482,0.5617873186557557,0.11111111111111112,
equal_weight,validation,1271,0.6296020815652581,0.10166415205602508,0.0912035691776167,1.1074565400462615,-0.0956202250332765,1.0632076218252493,0.65625,0.3955301512537249,0.11111111111111113,
inverse_downside_vol,total,2957,1.5316857827135344,0.08237858685256083,0.046299982829289064,1.7331666063063824,-0.05817828963681926,1.415967835541627,0.7142857142857143,1.6916250551196346,0.38555145128176516,0.027209341701785152
inverse_downside_vol,train,1686,0.6872517036231973,0.08132367291798626,0.04736386830041384,1.6746722558474376,-0.05817828963681926,1.3978354026158752,0.6987951807228916,1.7723095766322399,0.35988874722872927,0.029819207064117087
inverse_downside_vol,validation,1271,0.5004790199808384,0.08377953376734704,0.044868209292150324,1.8158685369332825,-0.042039184801865415,1.9928914930726598,0.734375,1.5845958629321817,0.41883277060054624,0.02382467256001091
erc,total,2957,1.4702966110109865,0.08011667516757193,0.04345140790314669,1.795687675286773,-0.055789114100816994,1.436062867440275,0.7074829931972789,1.8872578390803887,0.40577552176658094,9.521382114336256e-11
erc,train,1686,0.659804529480446,0.07867614327560868,0.04446326480948549,1.7257774596489168,-0.055789114100816994,1.4102418463471624,0.6987951807228916,2.0272377010312304,0.37720466545770837,9.798701709466924e-11
erc,validation,1271,0.48830574151056005,0.08203053065834442,0.042088779068702266,1.8945262020338047,-0.034086357971992554,2.406550172527841,0.71875,1.701572514730177,0.4428283510421501,9.161733264401173e-11
