estimator,period,observations,cumulative_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,monthly_win_rate,annual_turnover,average_max_weight,average_rc_error
sample,total,2957,1.2426781908377942,0.07125506756913524,0.041102562141412974,1.6953885393252852,-0.06418325809697334,1.1101815283586451,0.673469387755102,0.6347002564438299,0.4159409901966909,6.41147120277805e-11
sample,train,1686,0.518650127137414,0.0644414945274534,0.044534967495709954,1.424701758232343,-0.06418325809697334,1.0040234235240895,0.6385542168674698,0.7346880580810379,0.3754107672655882,4.411945240203393e-11
sample,validation,1271,0.4767576486265066,0.08036071833927072,0.03605938742490157,2.1618960586044778,-0.022409787864873132,3.58596515164851,0.71875,0.502064982202813,0.46850362306046456,9.004606435492057e-11
ewma_full,total,2957,1.316855435473443,0.07422990342701263,0.04087558629098505,1.772439573073901,-0.05450846557391276,1.3618050452430708,0.7142857142857143,1.7832684689758853,0.4179757927734842,1.03095653046305e-10
ewma_full,train,1686,0.546424068437743,0.06732879191485686,0.04361866173603923,1.5158232147731725,-0.05450846557391276,1.2351988118902357,0.6746987951807228,1.9006986320351238,0.377266876774142,9.144745603332509e-11
ewma_full,validation,1271,0.4982018727980715,0.08345323045845321,0.036934083878230786,2.188983594352414,-0.028275884154098208,2.9513924305124792,0.765625,1.6274956484268086,0.4707701682101312,1.1820190854751333e-10
ewma_semi,total,2957,1.4702966110109865,0.08011667516757193,0.04345140790314669,1.795687675286773,-0.055789114100816994,1.436062867440275,0.7074829931972789,1.8872578390803887,0.40577552176658094,9.521382114336256e-11
ewma_semi,train,1686,0.659804529480446,0.07867614327560868,0.04446326480948549,1.7257774596489168,-0.055789114100816994,1.4102418463471624,0.6987951807228916,2.0272377010312304,0.37720466545770837,9.798701709466924e-11
ewma_semi,validation,1271,0.48830574151056005,0.08203053065834442,0.042088779068702266,1.8945262020338047,-0.034086357971992554,2.406550172527841,0.71875,1.701572514730177,0.4428283510421501,9.161733264401173e-11
