月份,周期划分,资产,月收益(%)
2018-04,宽货币紧信用,30年国债主连,2.670715062119977
2018-04,宽货币紧信用,PTA主连,2.7624309392714874
2018-04,宽货币紧信用,中证1000主连,-4.130211134289718
2018-04,宽货币紧信用,中证500主连,-2.9112458695570664
2018-04,宽货币紧信用,原油主连,5.6864144658308025
2018-04,宽货币紧信用,沪深300主连,-2.8448822472894153
2018-04,宽货币紧信用,沪金主连,-0.1473025224266733
2018-04,宽货币紧信用,沪铜主连,2.5263761463867773
2018-04,宽货币紧信用,沪铝主连,4.640304044106891
2018-04,宽货币紧信用,红利低波ETF,-3.5234595513740308
2018-04,宽货币紧信用,豆粕主连,0.3166561115963251
2018-05,宽货币紧信用,10年国债主连,0.31765979725808524
2018-05,宽货币紧信用,30年国债主连,0.6286719072090552
2018-05,宽货币紧信用,PTA主连,2.186379928454718
2018-05,宽货币紧信用,中证1000主连,-2.3499423096367544
2018-05,宽货币紧信用,中证500主连,-1.1855523004587476
2018-05,宽货币紧信用,原油主连,6.371004052117968
2018-05,宽货币紧信用,沪深300主连,1.577780047642352
2018-05,宽货币紧信用,沪金主连,-0.14928546016622635
2018-05,宽货币紧信用,沪铜主连,-0.7168947335623455
2018-05,宽货币紧信用,沪铝主连,0.2386774611559117
2018-05,宽货币紧信用,红利低波ETF,3.634780758229139
2018-05,宽货币紧信用,豆粕主连,-4.671717171923584
2018-06,宽货币紧信用,10年国债主连,1.1553070267562804
2018-06,宽货币紧信用,30年国债主连,1.3671805992727437
2018-06,宽货币紧信用,PTA主连,2.59558049809272
2018-06,宽货币紧信用,中证1000主连,-10.561412428057249
2018-06,宽货币紧信用,中证500主连,-8.799062458288454
2018-06,宽货币紧信用,原油主连,4.719576719874863
2018-06,宽货币紧信用,沪深300主连,-7.3474035306400065
2018-06,宽货币紧信用,沪金主连,-1.129326047490975
2018-06,宽货币紧信用,沪铜主连,0.11797721135762274
2018-06,宽货币紧信用,沪铝主连,-3.3312940174651695
2018-06,宽货币紧信用,红利低波ETF,-7.786621297261731
2018-06,宽货币紧信用,豆粕主连,3.973509933713859
2018-07,宽货币紧信用,10年国债主连,0.026075619206045175
2018-07,宽货币紧信用,30年国债主连,1.0865742349903007
2018-07,宽货币紧信用,PTA主连,8.102564102532849
2018-07,宽货币紧信用,中证1000主连,-1.1957646435328706
2018-07,宽货币紧信用,中证500主连,0.47668295133380667
2018-07,宽货币紧信用,原油主连,3.7186742117557126
2018-07,宽货币紧信用,沪深300主连,0.756986954518557
2018-07,宽货币紧信用,沪金主连,0.09211495955947502
2018-07,宽货币紧信用,沪铜主连,-3.7739371336528604
2018-07,宽货币紧信用,沪铝主连,2.1375926326504535
2018-07,宽货币紧信用,红利低波ETF,-1.8116451499145314
2018-07,宽货币紧信用,豆粕主连,0.4632524032499141
2018-08,宽货币紧信用,10年国债主连,-0.7925326619558026
2018-08,宽货币紧信用,30年国债主连,-2.756233602764968
2018-08,宽货币紧信用,PTA主连,30.72693125810435
2018-08,宽货币紧信用,中证1000主连,-8.774575814064367
2018-08,宽货币紧信用,中证500主连,-6.503208055576659
2018-08,宽货币紧信用,原油主连,3.2782856819504103
2018-08,宽货币紧信用,沪深300主连,-4.753602214836661
2018-08,宽货币紧信用,沪金主连,-1.4172648627134077
2018-08,宽货币紧信用,沪铜主连,-2.645153682668988
2018-08,宽货币紧信用,沪铝主连,1.877277797845145
2018-08,宽货币紧信用,红利低波ETF,-5.838139973544843
2018-08,宽货币紧信用,豆粕主连,-3.9033457250788772
2018-09,宽货币紧信用,10年国债主连,-0.3521867113281729
2018-09,宽货币紧信用,30年国债主连,0.4174238715937584
2018-09,宽货币紧信用,PTA主连,-7.762789513974511
2018-09,宽货币紧信用,中证1000主连,-0.9949925684397565
2018-09,宽货币紧信用,中证500主连,1.3976782552405975
2018-09,宽货币紧信用,原油主连,7.5572519083487055
2018-09,宽货币紧信用,沪深300主连,3.936044593625021
2018-09,宽货币紧信用,沪金主连,-1.0828976847551575
2018-09,宽货币紧信用,沪铜主连,3.4895477879982595
2018-09,宽货币紧信用,沪铝主连,-4.316459611404511
2018-09,宽货币紧信用,红利低波ETF,4.621096075275011
2018-09,宽货币紧信用,豆粕主连,8.542875563974572
2018-10,宽货币紧信用,10年国债主连,1.0813947353639053
2018-10,宽货币紧信用,30年国债主连,2.2439915525997556
2018-10,宽货币紧信用,PTA主连,-3.835540838799656
2018-10,宽货币紧信用,中证1000主连,-11.892858858264221
2018-10,宽货币紧信用,中证500主连,-11.553758988741713
2018-10,宽货币紧信用,原油主连,-5.0567778568124115
2018-10,宽货币紧信用,沪深300主连,-9.230632653222893
2018-10,宽货币紧信用,沪金主连,3.7750094374369825
2018-10,宽货币紧信用,沪铜主连,-2.154397479709713
2018-10,宽货币紧信用,沪铝主连,-2.685954271615676
2018-10,宽货币紧信用,红利低波ETF,-8.261055002528927
2018-10,宽货币紧信用,豆粕主连,-1.7820017818293454
2018-11,宽货币紧信用,10年国债主连,0.9499003692787111
2018-11,宽货币紧信用,30年国债主连,2.7902863851174686
2018-11,宽货币紧信用,PTA主连,-13.486370157993498
2018-11,宽货币紧信用,中证1000主连,5.893212057334707
2018-11,宽货币紧信用,中证500主连,2.260393094467128
2018-11,宽货币紧信用,原油主连,-22.956711502953585
2018-11,宽货币紧信用,沪深300主连,0.42782827421565806
2018-11,宽货币紧信用,沪金主连,0.017895490263009073
2018-11,宽货币紧信用,沪铜主连,1.4673207291845847
2018-11,宽货币紧信用,沪铝主连,-2.9706513958284053
2018-11,宽货币紧信用,红利低波ETF,1.2385303354601085
2018-11,宽货币紧信用,豆粕主连,-6.336755827151352
2018-12,宽货币紧信用,10年国债主连,1.0912287961134748
2018-12,宽货币紧信用,30年国债主连,2.795211864613756
2018-12,宽货币紧信用,PTA主连,-3.5237769414802944
2018-12,宽货币紧信用,中证1000主连,-5.02696893488126
2018-12,宽货币紧信用,中证500主连,-4.094828515488313
2018-12,宽货币紧信用,原油主连,-11.748451128916015
2018-12,宽货币紧信用,沪深300主连,-5.990321446498992
2018-12,宽货币紧信用,沪金主连,3.0059044550526437
2018-12,宽货币紧信用,沪铜主连,-2.638469284853684
2018-12,宽货币紧信用,沪铝主连,-0.03515979909887168
2018-12,宽货币紧信用,红利低波ETF,0.5832551256532925
2018-12,宽货币紧信用,豆粕主连,-3.350515464031212
2019-01,宽货币宽信用,10年国债主连,0.3018365991302563
2019-01,宽货币宽信用,30年国债主连,0.8718543103294119
2019-01,宽货币宽信用,PTA主连,17.234042552997497
2019-01,宽货币宽信用,中证1000主连,-1.3231348371548823
2019-01,宽货币宽信用,中证500主连,1.2765471361944725
2019-01,宽货币宽信用,原油主连,13.848588762939551
2019-01,宽货币宽信用,沪深300主连,6.657569503899063
2019-01,宽货币宽信用,沪金主连,-1.7141843500212417e-11
2019-01,宽货币宽信用,沪铜主连,-0.47511431506465085
2019-01,宽货币宽信用,沪铝主连,-0.8476481616519704
2019-01,宽货币宽信用,红利低波ETF,3.7322926710010806
2019-01,宽货币宽信用,豆粕主连,-1.3714285714755192
2019-02,宽货币宽信用,10年国债主连,-0.6612023373092635
2019-02,宽货币宽信用,30年国债主连,-0.06388686696308099
2019-02,宽货币宽信用,PTA主连,-4.204476708908356
2019-02,宽货币宽信用,中证1000主连,22.22193395114047
2019-02,宽货币宽信用,中证500主连,20.570554409565965
2019-02,宽货币宽信用,原油主连,0.08710081798255498
2019-02,宽货币宽信用,沪深300主连,14.528884578669965
2019-02,宽货币宽信用,沪金主连,-0.3474031613523998
2019-02,宽货币宽信用,沪铜主连,4.066390041356405
2019-02,宽货币宽信用,沪铝主连,1.0701846026334616
2019-02,宽货币宽信用,红利低波ETF,6.882989183764998
2019-02,宽货币宽信用,豆粕主连,-3.9783700270114686
2019-03,宽货币宽信用,10年国债主连,1.00056733205669
2019-03,宽货币宽信用,30年国债主连,1.4972424867876866
2019-03,宽货币宽信用,PTA主连,2.68392800741184
2019-03,宽货币宽信用,中证1000主连,11.285202148175921
2019-03,宽货币宽信用,中证500主连,10.35211498674824
2019-03,宽货币宽信用,原油主连,4.508473701547744
2019-03,宽货币宽信用,沪深300主连,5.11379208260847
2019-03,宽货币宽信用,沪金主连,-1.6907791528292582
2019-03,宽货币宽信用,沪铜主连,-1.8447849472737254
2019-03,宽货币宽信用,沪铝主连,0.2923976606228562
2019-03,宽货币宽信用,红利低波ETF,7.635694572097962
2019-03,宽货币宽信用,豆粕主连,0.12067578437409132
2019-04,宽货币宽信用,10年国债主连,-1.266404534442378
2019-04,宽货币宽信用,30年国债主连,-4.610156395510801
2019-04,宽货币宽信用,PTA主连,-3.2861370146745617
2019-04,宽货币宽信用,中证1000主连,-3.943578507013945
2019-04,宽货币宽信用,中证500主连,-4.739005278900943
2019-04,宽货币宽信用,原油主连,5.547140624213753
2019-04,宽货币宽信用,沪深300主连,0.026377119343834465
2019-04,宽货币宽信用,沪金主连,-0.1595744683735023
2019-04,宽货币宽信用,沪铜主连,0.18537009416739192
2019-04,宽货币宽信用,沪铝主连,3.1686262782310015
2019-04,宽货币宽信用,红利低波ETF,-1.4529914529968546
2019-04,宽货币宽信用,豆粕主连,-0.11664074665932445
2019-05,宽货币宽信用,10年国债主连,0.8071072707191984
2019-05,宽货币宽信用,30年国债主连,1.267277078335316
2019-05,宽货币宽信用,PTA主连,-10.621242484810667
2019-05,宽货币宽信用,中证1000主连,-5.7184408971244105
2019-05,宽货币宽信用,中证500主连,-6.903670607087209
2019-05,宽货币宽信用,原油主连,-8.056641010541444
2019-05,宽货币宽信用,沪深300主连,-7.411486091274677
2019-05,宽货币宽信用,沪金主连,2.9340108058804715
2019-05,宽货币宽信用,沪铜主连,-5.6597963589284035
2019-05,宽货币宽信用,沪铝主连,-0.28022117418037285
2019-05,宽货币宽信用,红利低波ETF,-4.336513443338541
2019-05,宽货币宽信用,豆粕主连,13.779680809506845
2019-06,宽货币宽信用,10年国债主连,0.6293201278806837
2019-06,宽货币宽信用,30年国债主连,1.3044693327843637
2019-06,宽货币宽信用,PTA主连,10.612855007510792
2019-06,宽货币宽信用,中证1000主连,0.15546691080317032
2019-06,宽货币宽信用,中证500主连,3.0733437610634073
2019-06,宽货币宽信用,原油主连,-2.231801990088089
2019-06,宽货币宽信用,沪深300主连,6.733123945511843
2019-06,宽货币宽信用,沪金主连,7.974101209621809
2019-06,宽货币宽信用,沪铜主连,1.7535122237486656
2019-06,宽货币宽信用,沪铝主连,-1.945312169278357
2019-06,宽货币宽信用,红利低波ETF,1.9945602901736192
2019-06,宽货币宽信用,豆粕主连,-0.8894970918509659
2019-07,宽货币宽信用,10年国债主连,0.8714373591279356
2019-07,宽货币宽信用,30年国债主连,1.2387602006824316
2019-07,宽货币宽信用,PTA主连,-8.648648648613422
2019-07,宽货币宽信用,中证1000主连,0.6211543014954746
2019-07,宽货币宽信用,中证500主连,0.2562693185150122
2019-07,宽货币宽信用,原油主连,-0.07628818399054715
2019-07,宽货币宽信用,沪深300主连,0.7037149202534732
2019-07,宽货币宽信用,沪金主连,1.7042764716539205
2019-07,宽货币宽信用,沪铜主连,-0.7668537590558411
2019-07,宽货币宽信用,沪铝主连,0.39768618952735757
2019-07,宽货币宽信用,红利低波ETF,2.0444444443576515
2019-07,宽货币宽信用,豆粕主连,-3.3828098031369325
2019-08,宽货币宽信用,10年国债主连,0.8433330138000183
2019-08,宽货币宽信用,30年国债主连,2.9264216578658964
2019-08,宽货币宽信用,PTA主连,-3.580433246865833
2019-08,宽货币宽信用,中证1000主连,1.5432692026672523
2019-08,宽货币宽信用,中证500主连,0.8754584161001944
2019-08,宽货币宽信用,原油主连,-0.9831029184351192
2019-08,宽货币宽信用,沪深300主连,-0.8327215776506303
2019-08,宽货币宽信用,沪金主连,10.690457718879731
2019-08,宽货币宽信用,沪铜主连,-0.23610789995128778
2019-08,宽货币宽信用,沪铝主连,2.6268441888022354
2019-08,宽货币宽信用,红利低波ETF,-3.0487804877767144
2019-08,宽货币宽信用,豆粕主连,4.457678984799607
2019-09,宽货币宽信用,10年国债主连,-0.70753525058318
2019-09,宽货币宽信用,30年国债主连,-1.2497924264706528
2019-09,宽货币宽信用,PTA主连,0.2744021953720477
2019-09,宽货币宽信用,中证1000主连,0.7596359080767057
2019-09,宽货币宽信用,中证500主连,1.8199906355775841
2019-09,宽货币宽信用,原油主连,2.9635310809593918
2019-09,宽货币宽信用,沪深300主连,0.21093591334107042
2019-09,宽货币宽信用,沪金主连,-3.2660499020346956
2019-09,宽货币宽信用,沪铜主连,1.1567451257432193
2019-09,宽货币宽信用,沪铝主连,-1.6838599274214716
2019-09,宽货币宽信用,红利低波ETF,0.628930817526463
2019-09,宽货币宽信用,豆粕主连,-1.8739352639448925
2019-10,宽货币宽信用,10年国债主连,-0.7634753395526883
2019-10,宽货币宽信用,30年国债主连,-1.6343197729891012
2019-10,宽货币宽信用,PTA主连,-5.355746676831085
2019-10,宽货币宽信用,中证1000主连,0.9050543943234679
2019-10,宽货币宽信用,中证500主连,1.6712957718842514
2019-10,宽货币宽信用,原油主连,2.043445754156581
2019-10,宽货币宽信用,沪深300主连,2.940692457424454
2019-10,宽货币宽信用,沪金主连,-1.1447616286514584
2019-10,宽货币宽信用,沪铜主连,0.08340366839945101
2019-10,宽货币宽信用,沪铝主连,-1.17787265823186
2019-10,宽货币宽信用,红利低波ETF,1.0714285714668481
2019-10,宽货币宽信用,豆粕主连,2.638888889004254
2019-11,宽货币宽信用,10年国债主连,0.8871582988277282
2019-11,宽货币宽信用,30年国债主连,2.139906665551905
2019-11,宽货币宽信用,PTA主连,-1.445683602022907
2019-11,宽货币宽信用,中证1000主连,-2.0927552480216383
2019-11,宽货币宽信用,中证500主连,0.9073411755940342
2019-11,宽货币宽信用,原油主连,2.9315316058252883
2019-11,宽货币宽信用,沪深300主连,-1.2137226046163851
2019-11,宽货币宽信用,沪金主连,-2.827599525639024
2019-11,宽货币宽信用,沪铜主连,-0.14867943494747404
2019-11,宽货币宽信用,沪铝主连,0.7630862088667811
2019-11,宽货币宽信用,红利低波ETF,1.236749116590996
2019-11,宽货币宽信用,豆粕主连,-3.026129541571687
2019-12,宽货币宽信用,10年国债主连,0.12243024047178253
2019-12,宽货币宽信用,30年国债主连,1.1926622643132934
2019-12,宽货币宽信用,PTA主连,2.6449977161957072
2019-12,宽货币宽信用,中证1000主连,9.00759534654254
2019-12,宽货币宽信用,中证500主连,7.957356441268337
2019-12,宽货币宽信用,原油主连,5.0973011868017615
2019-12,宽货币宽信用,沪深300主连,7.14973096547169
2019-12,宽货币宽信用,沪金主连,3.5090854929193727
2019-12,宽货币宽信用,沪铜主连,3.547301080071885
2019-12,宽货币宽信用,沪铝主连,2.1677811259721347
2019-12,宽货币宽信用,红利低波ETF,5.759162303719423
2019-12,宽货币宽信用,豆粕主连,0.10834236187646784
2020-01,宽货币宽信用,10年国债主连,1.5845518926404178
2020-01,宽货币宽信用,30年国债主连,2.3798059726266585
2020-01,宽货币宽信用,PTA主连,-3.5398230088654947
2020-01,宽货币宽信用,中证1000主连,2.941045697421174
2020-01,宽货币宽信用,中证500主连,1.7080662918395273
2020-01,宽货币宽信用,原油主连,-7.378007307321022
2020-01,宽货币宽信用,沪深300主连,-3.2925035905271627
2020-01,宽货币宽信用,沪金主连,0.9324277657601465
2020-01,宽货币宽信用,沪铜主连,-2.538841283445048
2020-01,宽货币宽信用,沪铝主连,0.5719890030478902
2020-01,宽货币宽信用,红利低波ETF,-4.620462046112461
2020-01,宽货币宽信用,豆粕主连,-4.761904761832037
2020-02,宽货币宽信用,10年国债主连,1.9735077181315397
2020-02,宽货币宽信用,30年国债主连,3.166115692830207
2020-02,宽货币宽信用,PTA主连,-11.342785654719412
2020-02,宽货币宽信用,中证1000主连,3.2652746810621247
2020-02,宽货币宽信用,中证500主连,1.2117813489025187
2020-02,宽货币宽信用,原油主连,-21.46535277217687
2020-02,宽货币宽信用,沪深300主连,-1.823194344500001
2020-02,宽货币宽信用,沪金主连,5.491560218982583
2020-02,宽货币宽信用,沪铜主连,-7.859028193067763
2020-02,宽货币宽信用,沪铝主连,-7.190575072264016
2020-02,宽货币宽信用,红利低波ETF,-3.1141868509915294
2020-02,宽货币宽信用,豆粕主连,-1.1703919935117435
2020-03,宽货币宽信用,10年国债主连,0.8060528138183587
2020-03,宽货币宽信用,30年国债主连,1.6900912764020504
2020-03,宽货币宽信用,PTA主连,-24.51994586095151
2020-03,宽货币宽信用,中证1000主连,-7.1145520481528335
2020-03,宽货币宽信用,中证500主连,-7.712770128707391
2020-03,宽货币宽信用,原油主连,-27.589857076717806
2020-03,宽货币宽信用,沪深300主连,-6.938437598055214
2020-03,宽货币宽信用,沪金主连,-1.3730471916228004
2020-03,宽货币宽信用,沪铜主连,-12.13552480149087
2020-03,宽货币宽信用,沪铝主连,-12.01328365633697
2020-03,宽货币宽信用,红利低波ETF,-4.375000000140772
2020-03,宽货币宽信用,豆粕主连,9.41570524728117
2020-04,宽货币宽信用,10年国债主连,0.9958302672697261
2020-04,宽货币宽信用,30年国债主连,-0.11352460396979458
2020-04,宽货币宽信用,PTA主连,2.2740873729358624
2020-04,宽货币宽信用,中证1000主连,5.673739739834627
2020-04,宽货币宽信用,中证500主连,9.372780513640166
2020-04,宽货币宽信用,原油主连,-11.611620940630186
2020-04,宽货币宽信用,沪深300主连,8.43182973577452
2020-04,宽货币宽信用,沪金主连,4.214853384606787
2020-04,宽货币宽信用,沪铜主连,9.86447896194087
2020-04,宽货币宽信用,沪铝主连,9.564324965061012
2020-04,宽货币宽信用,红利低波ETF,4.388422035316086
2020-04,宽货币宽信用,豆粕主连,-7.176870748259223
2020-05,宽货币宽信用,10年国债主连,-1.2094423935638976
2020-05,宽货币宽信用,30年国债主连,-1.9938208850427963
2020-05,宽货币宽信用,PTA主连,5.383265067363885
2020-05,宽货币宽信用,中证1000主连,2.684465059924279
2020-05,宽货币宽信用,中证500主连,1.3687545436215087
2020-05,宽货币宽信用,原油主连,10.655408122504696
2020-05,宽货币宽信用,沪深300主连,-1.0175922622732259
2020-05,宽货币宽信用,沪金主连,3.1479293638014383
2020-05,宽货币宽信用,沪铜主连,2.5394322256325763
2020-05,宽货币宽信用,沪铝主连,5.719999999939263
2020-05,宽货币宽信用,红利低波ETF,-1.2522361358437317
2020-05,宽货币宽信用,豆粕主连,2.748259435600553
2020-06,宽货币宽信用,10年国债主连,-0.6634648707798063
2020-06,宽货币宽信用,30年国债主连,-1.0988158186786112
2020-06,宽货币宽信用,PTA主连,1.1660188782796288
2020-06,宽货币宽信用,中证1000主连,8.888767952613508
2020-06,宽货币宽信用,中证500主连,10.394403453385559
2020-06,宽货币宽信用,原油主连,1.3411913031961653
2020-06,宽货币宽信用,沪深300主连,9.209233145104179
2020-06,宽货币宽信用,沪金主连,1.5972820851112735
2020-06,宽货币宽信用,沪铜主连,11.270660036738356
2020-06,宽货币宽信用,沪铝主连,6.120731488102393
2020-06,宽货币宽信用,红利低波ETF,3.4420289855172648
2020-06,宽货币宽信用,豆粕主连,0.32097004276003815
2020-07,宽货币宽信用,10年国债主连,-1.4703683396118383
2020-07,宽货币宽信用,30年国债主连,-1.4744179091340293
2020-07,宽货币宽信用,PTA主连,-1.207464324770069
2020-07,宽货币宽信用,中证1000主连,15.606334718882131
2020-07,宽货币宽信用,中证500主连,12.704707909466407
2020-07,宽货币宽信用,原油主连,-6.165956051113652
2020-07,宽货币宽信用,沪深300主连,12.99567895391036
2020-07,宽货币宽信用,沪金主连,8.020562986477664
2020-07,宽货币宽信用,沪铜主连,6.373281955797361
2020-07,宽货币宽信用,沪铝主连,7.627120568445078
2020-07,宽货币宽信用,红利低波ETF,14.798598949085884
2020-07,宽货币宽信用,豆粕主连,4.338546194746162
2020-08,宽货币宽信用,10年国债主连,-0.16939731787994905
2020-08,宽货币宽信用,30年国债主连,-0.8095762105587823
2020-08,宽货币宽信用,PTA主连,-0.027196652676508837
2020-08,宽货币宽信用,中证1000主连,2.907517804127213
2020-08,宽货币宽信用,中证500主连,2.820486212747375
2020-08,宽货币宽信用,原油主连,0.8589341356901814
2020-08,宽货币宽信用,沪深300主连,3.3156121078334877
2020-08,宽货币宽信用,沪金主连,-2.3517996580226352
2020-08,宽货币宽信用,沪铜主连,0.09762516563245338
2020-08,宽货币宽信用,沪铝主连,-0.31223949326595335
2020-08,宽货币宽信用,红利低波ETF,4.27154843625166
2020-08,宽货币宽信用,豆粕主连,1.4981273410451301
2020-09,宽货币宽信用,10年国债主连,-0.2753837524593461
2020-09,宽货币宽信用,30年国债主连,-0.8669837267913594
2020-09,宽货币宽信用,PTA主连,-8.751334044855884
2020-09,宽货币宽信用,中证1000主连,-7.4672302581697
2020-09,宽货币宽信用,中证500主连,-6.433027284860149
2020-09,宽货币宽信用,原油主连,-19.7462597378249
2020-09,宽货币宽信用,沪深300主连,-5.385113066782299
2020-09,宽货币宽信用,沪金主连,-3.9225891928648227
2020-09,宽货币宽信用,沪铜主连,-2.076741911913771
2020-09,宽货币宽信用,沪铝主连,-1.7050921700845767
2020-09,宽货币宽信用,红利低波ETF,-5.852231163070676
2020-09,宽货币宽信用,豆粕主连,3.5558537404918766
2020-10,宽货币宽信用,10年国债主连,0.3170544617205895
2020-10,宽货币宽信用,30年国债主连,-0.11631589704100831
2020-10,宽货币宽信用,PTA主连,-1.7543859649859939
2020-10,宽货币宽信用,中证1000主连,-0.7634622097903998
2020-10,宽货币宽信用,中证500主连,-0.5529743826362066
2020-10,宽货币宽信用,原油主连,-16.09152288075353
2020-10,宽货币宽信用,沪深300主连,3.2498777308776816
2020-10,宽货币宽信用,沪金主连,-2.216202905574627
2020-10,宽货币宽信用,沪铜主连,-0.09502279404421943
2020-10,宽货币宽信用,沪铝主连,2.927387397572634
2020-10,宽货币宽信用,红利低波ETF,0.9324009324038096
2020-10,宽货币宽信用,豆粕主连,3.401360544429499
2020-11,宽货币紧信用,10年国债主连,-0.2435274205969118
2020-11,宽货币紧信用,30年国债主连,0.1299370885174067
2020-11,宽货币紧信用,PTA主连,1.8999284919047454
2020-11,宽货币紧信用,中证1000主连,2.307489562299936
2020-11,宽货币紧信用,中证500主连,4.642259852968911
2020-11,宽货币紧信用,原油主连,21.326280972896818
2020-11,宽货币紧信用,沪深300主连,6.2247012580923355
2020-11,宽货币紧信用,沪金主连,-6.870503317660592
2020-11,宽货币紧信用,沪铜主连,13.102848085270757
2020-11,宽货币紧信用,沪铝主连,15.694026228269497
2020-11,宽货币紧信用,红利低波ETF,10.315627405685523
2020-11,宽货币紧信用,豆粕主连,5.929182392549026
2020-12,宽货币紧信用,10年国债主连,0.33275314829690483
2020-12,宽货币紧信用,30年国债主连,2.235284716631747
2020-12,宽货币紧信用,PTA主连,7.909604519535596
2020-12,宽货币紧信用,中证1000主连,0.7520718770041679
2020-12,宽货币紧信用,中证500主连,1.6458911377909446
2020-12,宽货币紧信用,原油主连,2.6664321629132237
2020-12,宽货币紧信用,沪深300主连,5.446199217226999
2020-12,宽货币紧信用,沪金主连,6.139882541332509
2020-12,宽货币紧信用,沪铜主连,-0.03416239073233962
2020-12,宽货币紧信用,沪铝主连,-5.10952002189261
2020-12,宽货币紧信用,红利低波ETF,-7.327285415078732
2020-12,宽货币紧信用,豆粕主连,7.5092707044169815
2021-01,宽货币紧信用,10年国债主连,-0.2551150569627625
2021-01,宽货币紧信用,30年国债主连,0.262209671070579
2021-01,宽货币紧信用,PTA主连,5.654450261859045
2021-01,宽货币紧信用,中证1000主连,-4.797392191622274
2021-01,宽货币紧信用,中证500主连,0.07197790832949025
2021-01,宽货币紧信用,原油主连,9.182332920287761
2021-01,宽货币紧信用,沪深300主连,2.031417689798798
2021-01,宽货币紧信用,沪金主连,-2.3289738431473306
2021-01,宽货币紧信用,沪铜主连,-0.5277487600348185
2021-01,宽货币紧信用,沪铝主连,-2.4883276096042795
2021-01,宽货币紧信用,红利低波ETF,-3.3885542169774574
2021-01,宽货币紧信用,豆粕主连,0.14371945963504995
2021-02,宽货币紧信用,10年国债主连,-0.9374041623541274
2021-02,宽货币紧信用,30年国债主连,-0.6855572364453444
2021-02,宽货币紧信用,PTA主连,18.632309217065913
2021-02,宽货币紧信用,中证1000主连,0.33581678854055497
2021-02,宽货币紧信用,中证500主连,1.1353143896994933
2021-02,宽货币紧信用,原油主连,19.361240093200905
2021-02,宽货币紧信用,沪深300主连,-0.2767594465715395
2021-02,宽货币紧信用,沪金主连,-4.851418859655066
2021-02,宽货币紧信用,沪铜主连,17.993615019756714
2021-02,宽货币紧信用,沪铝主连,16.359296119101852
2021-02,宽货币紧信用,红利低波ETF,6.780982073318342
2021-02,宽货币紧信用,豆粕主连,-1.636050516786558
2021-03,宽货币紧信用,10年国债主连,1.088816301125095
2021-03,宽货币紧信用,30年国债主连,2.1662357817139766
2021-03,宽货币紧信用,PTA主连,-8.307231057249487
2021-03,宽货币紧信用,中证1000主连,-0.2229270164778252
2021-03,宽货币紧信用,中证500主连,-0.8621283381636369
2021-03,宽货币紧信用,原油主连,-2.9359853081851295
2021-03,宽货币紧信用,沪深300主连,-4.3611960740092215
2021-03,宽货币紧信用,沪金主连,-3.2801082541157545
2021-03,宽货币紧信用,沪铜主连,-3.590052970906299
2021-03,宽货币紧信用,沪铝主连,-1.3761530352023432
2021-03,宽货币紧信用,红利低波ETF,3.576642335901581
2021-03,宽货币紧信用,豆粕主连,-3.4643374430164298
2021-04,宽货币紧信用,10年国债主连,0.5436733857195453
2021-04,宽货币紧信用,30年国债主连,0.6700229993085394
2021-04,宽货币紧信用,PTA主连,7.7404921700098495
2021-04,宽货币紧信用,中证1000主连,1.6778837652158485
2021-04,宽货币紧信用,中证500主连,3.962506723358361
2021-04,宽货币紧信用,原油主连,4.7837146896441585
2021-04,宽货币紧信用,沪深300主连,2.3093785953158585
2021-04,宽货币紧信用,沪金主连,3.743914041066776
2021-04,宽货币紧信用,沪铜主连,9.424409224584407
2021-04,宽货币紧信用,沪铝主连,10.758105108393012
2021-04,宽货币紧信用,红利低波ETF,1.2684989427030668
2021-04,宽货币紧信用,豆粕主连,5.675436003503576
2021-05,宽货币紧信用,10年国债主连,0.7776778978167975
2021-05,宽货币紧信用,30年国债主连,1.6925950896244935
2021-05,宽货币紧信用,PTA主连,-1.4119601331432086
2021-05,宽货币紧信用,中证1000主连,7.480693249181525
2021-05,宽货币紧信用,中证500主连,3.9704623740043132
2021-05,宽货币紧信用,原油主连,1.5372946689875766
2021-05,宽货币紧信用,沪深300主连,4.931710513519394
2021-05,宽货币紧信用,沪金主连,5.849539150097827
2021-05,宽货币紧信用,沪铜主连,2.530467672112291
2021-05,宽货币紧信用,沪铝主连,-0.8185324340680977
2021-05,宽货币紧信用,红利低波ETF,6.958942240604027
2021-05,宽货币紧信用,豆粕主连,-1.5104895106063165
2021-06,宽货币紧信用,10年国债主连,0.04065867048139715
2021-06,宽货币紧信用,30年国债主连,-0.9241087003433734
2021-06,宽货币紧信用,PTA主连,6.866048862933383
2021-06,宽货币紧信用,中证1000主连,4.606181939685738
2021-06,宽货币紧信用,中证500主连,2.0416642008725727
2021-06,宽货币紧信用,原油主连,6.3931810974023895
2021-06,宽货币紧信用,沪深300主连,-1.777974961667661
2021-06,宽货币紧信用,沪金主连,-6.815761448112124
2021-06,宽货币紧信用,沪铜主连,-7.683078137586252
2021-06,宽货币紧信用,沪铝主连,-0.07843783652746739
2021-06,宽货币紧信用,红利低波ETF,-2.4723487311244408
2021-06,宽货币紧信用,豆粕主连,-0.9940357854065662
2021-07,宽货币紧信用,10年国债主连,1.9660638083841775
2021-07,宽货币紧信用,30年国债主连,3.6954022501970885
2021-07,宽货币紧信用,PTA主连,8.632242806569735
2021-07,宽货币紧信用,中证1000主连,3.229006800459522
