月份,周期划分,资产,月收益(%)
2021-07,宽货币紧信用,中证500主连,0.9300171093092668
2021-07,宽货币紧信用,原油主连,-2.7215437509345852
2021-07,宽货币紧信用,沪深300主连,-7.3445117622182865
2021-07,宽货币紧信用,沪金主连,4.081632653207046
2021-07,宽货币紧信用,沪铜主连,4.87986886456071
2021-07,宽货币紧信用,沪铝主连,6.751160516609467
2021-07,宽货币紧信用,红利低波ETF,-5.2034689794240085
2021-07,宽货币紧信用,豆粕主连,4.761904761883562
2021-08,宽货币紧信用,10年国债主连,-0.013097731952893543
2021-08,宽货币紧信用,30年国债主连,0.5075470793386883
2021-08,宽货币紧信用,PTA主连,-9.794041793385489
2021-08,宽货币紧信用,中证1000主连,6.540385965063056
2021-08,宽货币紧信用,中证500主连,6.538446067222492
2021-08,宽货币紧信用,原油主连,-2.8350226420141067
2021-08,宽货币紧信用,沪深300主连,0.6905766265321578
2021-08,宽货币紧信用,沪金主连,-0.9568627452045342
2021-08,宽货币紧信用,沪铜主连,-2.1765200972317045
2021-08,宽货币紧信用,沪铝主连,6.419162336811901
2021-08,宽货币紧信用,红利低波ETF,12.596762842889175
2021-08,宽货币紧信用,豆粕主连,-2.5462227436833462
2021-09,宽货币紧信用,10年国债主连,-0.13500675013614627
2021-09,宽货币紧信用,30年国债主连,0.24541925034833323
2021-09,宽货币紧信用,PTA主连,3.204868154113183
2021-09,宽货币紧信用,中证1000主连,-4.44819218098983
2021-09,宽货币紧信用,中证500主连,-0.3915727269579006
2021-09,宽货币紧信用,原油主连,13.531028008382883
2021-09,宽货币紧信用,沪深300主连,1.4018468613703927
2021-09,宽货币紧信用,沪金主连,-4.239256678294567
2021-09,宽货币紧信用,沪铜主连,-2.842567809989538
2021-09,宽货币紧信用,沪铝主连,5.588846615251208
2021-09,宽货币紧信用,红利低波ETF,3.6250000002903127
2021-09,宽货币紧信用,豆粕主连,-1.5069661644975807
2021-10,宽货币紧信用,10年国债主连,-0.6759463249315534
2021-10,宽货币紧信用,30年国债主连,-0.897455331053898
2021-10,宽货币紧信用,PTA主连,1.336477987515794
2021-10,宽货币紧信用,中证1000主连,0.09317460881861361
2021-10,宽货币紧信用,中证500主连,-1.0514609787175333
2021-10,宽货币紧信用,原油主连,5.903891378147841
2021-10,宽货币紧信用,沪深300主连,1.0835857937194548
2021-10,宽货币紧信用,沪金主连,2.1224984839186334
2021-10,宽货币紧信用,沪铜主连,4.22630073570438
2021-10,宽货币紧信用,沪铝主连,-12.069637647400167
2021-10,宽货币紧信用,红利低波ETF,-6.822970081016477
2021-10,宽货币紧信用,豆粕主连,-6.668591223916942
2021-11,宽货币紧信用,10年国债主连,1.2711141986981644
2021-11,宽货币紧信用,30年国债主连,1.917732997306798
2021-11,宽货币紧信用,PTA主连,-14.274631497342527
2021-11,宽货币紧信用,中证1000主连,8.930485316938807
2021-11,宽货币紧信用,中证500主连,3.6190833217674356
2021-11,宽货币紧信用,原油主连,-14.472206188117841
2021-11,宽货币紧信用,沪深300主连,-1.4956482413769012
2021-11,宽货币紧信用,沪金主连,-0.41300582998886615
2021-11,宽货币紧信用,沪铜主连,-0.8256291069431265
2021-11,宽货币紧信用,沪铝主连,-4.983730791004137
2021-11,宽货币紧信用,红利低波ETF,-0.9271523179441798
2021-11,宽货币紧信用,豆粕主连,-0.9623397242418119
2021-12,宽货币紧信用,10年国债主连,0.5138694872092175
2021-12,宽货币紧信用,30年国债主连,1.0420567122299662
2021-12,宽货币紧信用,PTA主连,12.011115058502009
2021-12,宽货币紧信用,中证1000主连,-0.4270508245648563
2021-12,宽货币紧信用,中证500主连,2.468711116109712
2021-12,宽货币紧信用,原油主连,12.11429423946424
2021-12,宽货币紧信用,沪深300主连,2.033381452797234
2021-12,宽货币紧信用,沪金主连,1.2420060935482757
2021-12,宽货币紧信用,沪铜主连,1.5440253150255767
2021-12,宽货币紧信用,沪铝主连,7.662020312883033
2021-12,宽货币紧信用,红利低波ETF,6.283422460219978
2021-12,宽货币紧信用,豆粕主连,4.729064039172615
2022-01,宽货币紧信用,10年国债主连,0.6750384672278731
2022-01,宽货币紧信用,30年国债主连,1.1231566282347005
2022-01,宽货币紧信用,PTA主连,9.166998804273806
2022-01,宽货币紧信用,中证1000主连,-12.86444949430745
2022-01,宽货币紧信用,中证500主连,-11.275002039830595
2022-01,宽货币紧信用,原油主连,7.68208319249799
2022-01,宽货币紧信用,沪深300主连,-8.706657207552526
2022-01,宽货币紧信用,沪金主连,-1.6789756123314348
2022-01,宽货币紧信用,沪铜主连,-0.22561313294167107
2022-01,宽货币紧信用,沪铝主连,7.652755417563517
2022-01,宽货币紧信用,红利低波ETF,-0.5031446541796769
2022-01,宽货币紧信用,豆粕主连,5.9266227658342885
2022-02,宽货币紧信用,10年国债主连,-0.8281292611102775
2022-02,宽货币紧信用,30年国债主连,-0.8534015566114106
2022-02,宽货币紧信用,PTA主连,2.8112449799594152
2022-02,宽货币紧信用,中证1000主连,6.102334109326368
2022-02,宽货币紧信用,中证500主连,4.672877776591733
2022-02,宽货币紧信用,原油主连,15.28896791913481
2022-02,宽货币紧信用,沪深300主连,0.7400407588680658
2022-02,宽货币紧信用,沪金主连,5.112131856331503
2022-02,宽货币紧信用,沪铜主连,0.9106336607807464
2022-02,宽货币紧信用,沪铝主连,4.146053094837199
2022-02,宽货币紧信用,红利低波ETF,3.413400758362539
2022-02,宽货币紧信用,豆粕主连,14.328004736364353
2022-03,宽货币紧信用,10年国债主连,0.2045193794353528
2022-03,宽货币紧信用,30年国债主连,0.3414278620630373
2022-03,宽货币紧信用,PTA主连,7.8124999998280265
2022-03,宽货币紧信用,中证1000主连,-8.62714025135377
2022-03,宽货币紧信用,中证500主连,-7.226779787645721
2022-03,宽货币紧信用,原油主连,11.923715834518124
2022-03,宽货币紧信用,沪深300主连,-7.355338400873556
2022-03,宽货币紧信用,沪金主连,1.367538943818536
2022-03,宽货币紧信用,沪铜主连,3.353107453112991
2022-03,宽货币紧信用,沪铝主连,-0.5699531495083288
2022-03,宽货币紧信用,红利低波ETF,2.9339853300629715
2022-03,宽货币紧信用,豆粕主连,7.070619049598936
2022-04,宽货币紧信用,10年国债主连,-0.13938669840729556
2022-04,宽货币紧信用,30年国债主连,0.8527454297385217
2022-04,宽货币紧信用,PTA主连,5.563894674299341
2022-04,宽货币紧信用,中证1000主连,-15.228552388298656
2022-04,宽货币紧信用,中证500主连,-10.671799378679857
2022-04,宽货币紧信用,原油主连,-0.7550849066576548
2022-04,宽货币紧信用,沪深300主连,-4.453106904067916
2022-04,宽货币紧信用,沪金主连,2.9111933862040473
2022-04,宽货币紧信用,沪铜主连,0.8198778537208629
2022-04,宽货币紧信用,沪铝主连,-8.074060088645119
2022-04,宽货币紧信用,红利低波ETF,-1.0688836103101562
2022-04,宽货币紧信用,豆粕主连,0.8667657254414873
2022-05,宽货币紧信用,10年国债主连,0.6187415635689142
2022-05,宽货币紧信用,30年国债主连,0.9925293504798649
2022-05,宽货币紧信用,PTA主连,7.506281406798454
2022-05,宽货币紧信用,中证1000主连,10.778660894655845
2022-05,宽货币紧信用,中证500主连,7.169919667460589
2022-05,宽货币紧信用,原油主连,11.395843026994035
2022-05,宽货币紧信用,沪深300主连,1.595079001583266
2022-05,宽货币紧信用,沪金主连,-1.9428351281514877
2022-05,宽货币紧信用,沪铜主连,-1.5995537805919446
2022-05,宽货币紧信用,沪铝主连,-0.3829928663856119
2022-05,宽货币紧信用,红利低波ETF,1.3205282112646932
2022-05,宽货币紧信用,豆粕主连,3.412717898179074
2022-06,宽货币紧信用,10年国债主连,-0.5222841226808939
2022-06,宽货币紧信用,30年国债主连,-0.2141189202300109
2022-06,宽货币紧信用,PTA主连,-5.433829973555437
2022-06,宽货币紧信用,中证1000主连,10.378090072132862
2022-06,宽货币紧信用,中证500主连,8.271938451685656
2022-06,宽货币紧信用,原油主连,-4.910905671280208
2022-06,宽货币紧信用,沪深300主连,10.212068703131116
2022-06,宽货币紧信用,沪金主连,-1.5739769148945149
2022-06,宽货币紧信用,沪铜主连,-11.212863320376165
2022-06,宽货币紧信用,沪铝主连,-7.994493679800907
2022-06,宽货币紧信用,红利低波ETF,0.47393364936834104
2022-06,宽货币紧信用,豆粕主连,-7.193732193887515
2022-07,宽货币紧信用,10年国债主连,1.0550527527231512
2022-07,宽货币紧信用,30年国债主连,1.2284153227187566
2022-07,宽货币紧信用,PTA主连,-9.391411801111783
2022-07,宽货币紧信用,中证1000主连,2.356307452917683
2022-07,宽货币紧信用,中证500主连,-0.9021277381962789
2022-07,宽货币紧信用,原油主连,-3.1812589997889495
2022-07,宽货币紧信用,沪深300主连,-5.254377380835129
2022-07,宽货币紧信用,沪金主连,-1.995126408749337
2022-07,宽货币紧信用,沪铜主连,-5.591223925368416
2022-07,宽货币紧信用,沪铝主连,-1.461340338651973
2022-07,宽货币紧信用,红利低波ETF,-3.6556603772763263
2022-07,宽货币紧信用,豆粕主连,2.0209772319728314
2022-08,宽货币紧信用,10年国债主连,0.8207902384121057
2022-08,宽货币紧信用,30年国债主连,2.6624521175164784
2022-08,宽货币紧信用,PTA主连,-0.03300849079325152
2022-08,宽货币紧信用,中证1000主连,-4.691030991804778
2022-08,宽货币紧信用,中证500主连,-1.266184379697055
2022-08,宽货币紧信用,原油主连,8.465397463984669
2022-08,宽货币紧信用,沪深300主连,-1.4406699797945954
2022-08,宽货币紧信用,沪金主连,0.21238021239191607
2022-08,宽货币紧信用,沪铜主连,3.787570784486083
2022-08,宽货币紧信用,沪铝主连,-1.604647538406212
2022-08,宽货币紧信用,红利低波ETF,3.6719706241591155
2022-08,宽货币紧信用,豆粕主连,3.3636935228334996
2022-09,宽货币紧信用,10年国债主连,-0.8527628530605069
2022-09,宽货币紧信用,30年国债主连,-0.5232717264838538
2022-09,宽货币紧信用,PTA主连,-3.1643293779551662
2022-09,宽货币紧信用,中证1000主连,-6.96577844359031
2022-09,宽货币紧信用,中证500主连,-5.589016820471504
2022-09,宽货币紧信用,原油主连,-5.08868670806526
2022-09,宽货币紧信用,沪深300主连,-6.243323755259067
2022-09,宽货币紧信用,沪金主连,1.0079603015422212
2022-09,宽货币紧信用,沪铜主连,0.39540770787556134
2022-09,宽货币紧信用,沪铝主连,-0.3746318883027566
2022-09,宽货币紧信用,红利低波ETF,-1.4167650531179188
2022-09,宽货币紧信用,豆粕主连,8.181578252851596
2022-10,宽货币紧信用,10年国债主连,1.193198767011383
2022-10,宽货币紧信用,30年国债主连,1.4961373760992602
2022-10,宽货币紧信用,PTA主连,-6.943928704142843
2022-10,宽货币紧信用,中证1000主连,4.019477554428175
2022-10,宽货币紧信用,中证500主连,2.0262033873774232
2022-10,宽货币紧信用,原油主连,8.842009415608597
2022-10,宽货币紧信用,沪深300主连,-7.719480331503748
2022-10,宽货币紧信用,沪金主连,0.214932705530968
2022-10,宽货币紧信用,沪铜主连,2.9426077240544135
2022-10,宽货币紧信用,沪铝主连,-3.685771978821062
2022-10,宽货币紧信用,红利低波ETF,-7.544910179617837
2022-10,宽货币紧信用,豆粕主连,0.29275433008342233
2022-11,宽货币紧信用,10年国债主连,-1.6402677860860804
2022-11,宽货币紧信用,30年国债主连,-3.140585904787274
2022-11,宽货币紧信用,PTA主连,3.391859537352948
2022-11,宽货币紧信用,中证1000主连,4.945347138757161
2022-11,宽货币紧信用,中证500主连,6.355600262126582
2022-11,宽货币紧信用,原油主连,-15.299447493428131
2022-11,宽货币紧信用,沪深300主连,10.151385627355536
2022-11,宽货币紧信用,沪金主连,3.649550576350724
2022-11,宽货币紧信用,沪铜主连,4.511628344669605
2022-11,宽货币紧信用,沪铝主连,7.413018037346908
2022-11,宽货币紧信用,红利低波ETF,11.917098445746554
2022-11,宽货币紧信用,豆粕主连,4.548771588368572
2022-12,宽货币紧信用,10年国债主连,0.9366030516356538
2022-12,宽货币紧信用,30年国债主连,1.4840363144182467
2022-12,宽货币紧信用,PTA主连,7.424580351843613
2022-12,宽货币紧信用,中证1000主连,-4.757356749058806
2022-12,宽货币紧信用,中证500主连,-4.840920269766924
2022-12,宽货币紧信用,原油主连,-2.649444531254519
2022-12,宽货币紧信用,沪深300主连,-0.3778413673053205
2022-12,宽货币紧信用,沪金主连,1.0819745252838242
2022-12,宽货币紧信用,沪铜主连,2.4272335811680534
2022-12,宽货币紧信用,沪铝主连,-0.10340126231112023
2022-12,宽货币紧信用,红利低波ETF,-5.324074074137974
2022-12,宽货币紧信用,豆粕主连,5.983756799287154
2023-01,宽货币紧信用,10年国债主连,-0.01995510121498567
2023-01,宽货币紧信用,30年国债主连,-0.4636655717461302
2023-01,宽货币紧信用,PTA主连,3.6462093861257427
2023-01,宽货币紧信用,中证1000主连,7.988719341335693
2023-01,宽货币紧信用,中证500主连,6.921353877762426
2023-01,宽货币紧信用,原油主连,-4.688681398620409
2023-01,宽货币紧信用,沪深300主连,7.172894286364095
2023-01,宽货币紧信用,沪金主连,1.9491566615469802
2023-01,宽货币紧信用,沪铜主连,4.49743434955896
2023-01,宽货币紧信用,沪铝主连,1.1200733903044213
2023-01,宽货币紧信用,红利低波ETF,3.178484107401758
2023-01,宽货币紧信用,豆粕主连,-0.7621951217436806
2023-02,宽货币紧信用,10年国债主连,0.5169538640271032
2023-02,宽货币紧信用,30年国债主连,-0.010187917891335552
2023-02,宽货币紧信用,PTA主连,-2.1595262974716367
2023-02,宽货币紧信用,中证1000主连,1.730673079729228
2023-02,宽货币紧信用,中证500主连,0.6633672842657035
2023-02,宽货币紧信用,原油主连,1.26838873702535
2023-02,宽货币紧信用,沪深300主连,-2.423752267099921
2023-02,宽货币紧信用,沪金主连,-1.6305902545739936
2023-02,宽货币紧信用,沪铜主连,-0.48734506411238776
2023-02,宽货币紧信用,沪铝主连,-2.4830372681909685
2023-02,宽货币紧信用,红利低波ETF,3.6729857819620904
2023-02,宽货币紧信用,豆粕主连,-3.3538146443779837
2023-03,宽货币紧信用,10年国债主连,0.6311044327092397
2023-03,宽货币紧信用,30年国债主连,1.5075233623540463
2023-03,宽货币紧信用,PTA主连,10.715557137807386
2023-03,宽货币紧信用,中证1000主连,-0.5867871655248602
2023-03,宽货币紧信用,中证500主连,0.38806725845439427
2023-03,宽货币紧信用,原油主连,-4.416098035085858
2023-03,宽货币紧信用,沪深300主连,-0.11112787202068874
2023-03,宽货币紧信用,沪金主连,6.7092342669828
2023-03,宽货币紧信用,沪铜主连,0.5013048184278057
2023-03,宽货币紧信用,沪铝主连,1.747973666420255
2023-03,宽货币紧信用,红利低波ETF,1.371428571679112
2023-03,宽货币紧信用,豆粕主连,-6.993377483530228
2023-04,宽货币紧信用,10年国债主连,0.7963764871967038
2023-04,宽货币紧信用,30年国债主连,1.7453259868458693
2023-04,宽货币紧信用,PTA主连,-4.638384445777732
2023-04,宽货币紧信用,中证1000主连,-1.3442770049589825
2023-04,宽货币紧信用,中证500主连,-1.2244452864733746
2023-04,宽货币紧信用,原油主连,1.7635330607786992
2023-04,宽货币紧信用,沪深300主连,-0.3599774913235376
2023-04,宽货币紧信用,沪金主连,0.652708152914494
2023-04,宽货币紧信用,沪铜主连,-2.458847589282398
2023-04,宽货币紧信用,沪铝主连,-1.335040683399713
2023-04,宽货币紧信用,红利低波ETF,8.229988725843352
2023-04,宽货币紧信用,豆粕主连,-1.4667833301300615
2023-05,宽货币紧信用,10年国债主连,0.6927036247947438
2023-05,宽货币紧信用,30年国债主连,0.8494930864757055
2023-05,宽货币紧信用,PTA主连,-4.519572953500839
2023-05,宽货币紧信用,中证1000主连,-2.504104182762512
2023-05,宽货币紧信用,中证500主连,-3.1992087889628595
2023-05,宽货币紧信用,原油主连,-5.894710766080502
2023-05,宽货币紧信用,沪深300主连,-5.753468079525259
2023-05,宽货币紧信用,沪金主连,1.2713387242093477
2023-05,宽货币紧信用,沪铜主连,-3.4881257049197645
2023-05,宽货币紧信用,沪铝主连,-1.7186974239519426
2023-05,宽货币紧信用,红利低波ETF,-3.8541666668797436
2023-05,宽货币紧信用,豆粕主连,-3.3743208463641983
2023-06,宽货币紧信用,10年国债主连,0.46296296287107186
2023-06,宽货币紧信用,30年国债主连,1.0715021635006705
2023-06,宽货币紧信用,PTA主连,3.652627655438656
2023-06,宽货币紧信用,中证1000主连,0.9243188088204679
2023-06,宽货币紧信用,中证500主连,-0.4081769222046172
2023-06,宽货币紧信用,原油主连,8.039670784252895
2023-06,宽货币紧信用,沪深300主连,1.7486780066467533
2023-06,宽货币紧信用,沪金主连,-0.5373373713781882
2023-06,宽货币紧信用,沪铜主连,4.19852950344155
2023-06,宽货币紧信用,沪铝主连,1.394444657381655
2023-06,宽货币紧信用,红利低波ETF,-1.300108342035211
2023-06,宽货币紧信用,豆粕主连,11.157147084649166
2023-07,宽货币紧信用,10年国债主连,6.912248551316225e-11
2023-07,宽货币紧信用,30年国债主连,0.8970438326123098
2023-07,宽货币紧信用,PTA主连,8.162531463502942
2023-07,宽货币紧信用,中证1000主连,-0.9276181171018694
2023-07,宽货币紧信用,中证500主连,1.87750052536928
2023-07,宽货币紧信用,原油主连,11.711484598271715
2023-07,宽货币紧信用,沪深300主连,4.718987644938699
2023-07,宽货币紧信用,沪金主连,1.396486546628939
2023-07,宽货币紧信用,沪铜主连,3.463381599725812
2023-07,宽货币紧信用,沪铝主连,2.2777280307298753
2023-07,宽货币紧信用,红利低波ETF,6.366630076891244
2023-07,宽货币紧信用,豆粕主连,13.232161874364845
2023-08,宽货币紧信用,10年国债主连,0.724584324559352
2023-08,宽货币紧信用,30年国债主连,2.3399068730189487
2023-08,宽货币紧信用,PTA主连,2.6854237628762156
2023-08,宽货币紧信用,中证1000主连,-6.255922775091705
2023-08,宽货币紧信用,中证500主连,-5.785062734022784
2023-08,宽货币紧信用,原油主连,7.927387935951513
2023-08,宽货币紧信用,沪深300主连,-6.3906549199311495
2023-08,宽货币紧信用,沪金主连,1.5563300561028948
2023-08,宽货币紧信用,沪铜主连,0.14616173219854645
2023-08,宽货币紧信用,沪铝主连,3.6796903032979333
2023-08,宽货币紧信用,红利低波ETF,-3.8183694532529233
2023-08,宽货币紧信用,豆粕主连,10.488334073742124
2023-09,宽货币紧信用,10年国债主连,-0.6151442657771011
2023-09,宽货币紧信用,30年国债主连,-2.032318826061563
2023-09,宽货币紧信用,PTA主连,1.3084723587235114
2023-09,宽货币紧信用,中证1000主连,-0.5957025837497354
2023-09,宽货币紧信用,中证500主连,-0.7802552249926764
2023-09,宽货币紧信用,原油主连,15.828729199748114
2023-09,宽货币紧信用,沪深300主连,-2.459273565776776
2023-09,宽货币紧信用,沪金主连,-0.8886588155458064
2023-09,宽货币紧信用,沪铜主连,-2.883737247746132
2023-09,宽货币紧信用,沪铝主连,3.377216037153552
2023-09,宽货币紧信用,红利低波ETF,2.145922746810336
2023-09,宽货币紧信用,豆粕主连,-3.4082668601124078
2023-10,宽货币紧信用,10年国债主连,0.10315861846215135
2023-10,宽货币紧信用,30年国债主连,-0.3440599069124639
2023-10,宽货币紧信用,PTA主连,-4.617371649851454
2023-10,宽货币紧信用,中证1000主连,-1.7869140340753598
2023-10,宽货币紧信用,中证500主连,-3.2208979613980837
2023-10,宽货币紧信用,原油主连,-8.082744332296155
2023-10,宽货币紧信用,沪深300主连,-3.582843690366655
2023-10,宽货币紧信用,沪金主连,4.142624035036135
2023-10,宽货币紧信用,沪铜主连,0.2556398262073989
2023-10,宽货币紧信用,沪铝主连,-0.6049451218237856
2023-10,宽货币紧信用,红利低波ETF,-3.1512605043512942
2023-10,宽货币紧信用,豆粕主连,-2.002002001985159
2023-11,宽货币紧信用,10年国债主连,0.10787778892151767
2023-11,宽货币紧信用,30年国债主连,1.0155133458140897
2023-11,宽货币紧信用,PTA主连,-2.640487474503983
2023-11,宽货币紧信用,中证1000主连,1.8050960872988853
2023-11,宽货币紧信用,中证500主连,0.15988942592477517
2023-11,宽货币紧信用,原油主连,-10.162095819148897
2023-11,宽货币紧信用,沪深300主连,-2.364015218094928
2023-11,宽货币紧信用,沪金主连,-0.8338197282195536
2023-11,宽货币紧信用,沪铜主连,1.6198442735786633
2023-11,宽货币紧信用,沪铝主连,-2.9959746695812584
2023-11,宽货币紧信用,红利低波ETF,-0.10845986977395805
2023-11,宽货币紧信用,豆粕主连,-0.7916241061474372
2023-12,宽货币紧信用,10年国债主连,0.9125251435284865
2023-12,宽货币紧信用,30年国债主连,2.2834724878402435
2023-12,宽货币紧信用,PTA主连,2.6225584787967104
2023-12,宽货币紧信用,中证1000主连,-1.6178282886220252
2023-12,宽货币紧信用,中证500主连,-1.0258690585768782
2023-12,宽货币紧信用,原油主连,-8.373141585526422
2023-12,宽货币紧信用,沪深300主连,-1.6986166229919775
2023-12,宽货币紧信用,沪金主连,1.2570419573788572
2023-12,宽货币紧信用,沪铜主连,1.0407398864004325
2023-12,宽货币紧信用,沪铝主连,5.086943569427915
2023-12,宽货币紧信用,红利低波ETF,-0.7600434309571913
2023-12,宽货币紧信用,豆粕主连,-2.6129933821585016
2024-01,宽货币紧信用,10年国债主连,0.7049443337134642
2024-01,宽货币紧信用,30年国债主连,3.688040912669832
2024-01,宽货币紧信用,PTA主连,0.5390835579921482
2024-01,宽货币紧信用,中证1000主连,-18.7152993218189
2024-01,宽货币紧信用,中证500主连,-12.881650540581791
2024-01,宽货币紧信用,原油主连,7.098544973633492
2024-01,宽货币紧信用,沪深300主连,-5.897234633189353
2024-01,宽货币紧信用,沪金主连,-0.12029201929352196
2024-01,宽货币紧信用,沪铜主连,0.6239117818732876
2024-01,宽货币紧信用,沪铝主连,-2.5632778126672084
2024-01,宽货币紧信用,红利低波ETF,4.595185995813433
2024-01,宽货币紧信用,豆粕主连,-9.628735285195
2024-02,宽货币紧信用,10年国债主连,0.37601192058203114
2024-02,宽货币紧信用,30年国债主连,2.0648670977438943
2024-02,宽货币紧信用,PTA主连,-0.4691689007115918
2024-02,宽货币紧信用,中证1000主连,14.232312268763692
2024-02,宽货币紧信用,中证500主连,16.112440058641987
2024-02,宽货币紧信用,原油主连,2.67384247393323
2024-02,宽货币紧信用,沪深300主连,9.623211982696578
2024-02,宽货币紧信用,沪金主连,0.04970160008062052
2024-02,宽货币紧信用,沪铜主连,-0.649944512057743
2024-02,宽货币紧信用,沪铝主连,-0.3944177757602474
2024-02,宽货币紧信用,红利低波ETF,5.020920502079185
2024-02,宽货币紧信用,豆粕主连,0.9018036073105362
2024-03,宽货币紧信用,10年国债主连,0.019214141288825815
2024-03,宽货币紧信用,30年国债主连,-0.680081982399694
2024-03,宽货币紧信用,PTA主连,-0.20202020196775639
2024-03,宽货币紧信用,中证1000主连,2.395462709816809
2024-03,宽货币紧信用,中证500主连,-0.776088346321957
2024-03,宽货币紧信用,原油主连,7.316613240109993
2024-03,宽货币紧信用,沪深300主连,0.7448246910791712
2024-03,宽货币紧信用,沪金主连,10.091172813939874
2024-03,宽货币紧信用,沪铜主连,5.025896850812384
2024-03,宽货币紧信用,沪铝主连,4.2023662119502925
2024-03,宽货币紧信用,红利低波ETF,1.0956175298362014
2024-03,宽货币紧信用,豆粕主连,7.954885403233636
2024-04,宽货币紧信用,10年国债主连,0.004802612639553949
2024-04,宽货币紧信用,30年国债主连,-0.384579307656574
2024-04,宽货币紧信用,PTA主连,-1.526988763651782
2024-04,宽货币紧信用,中证1000主连,2.5864931406391234
2024-04,宽货币紧信用,中证500主连,3.224552271246761
2024-04,宽货币紧信用,原油主连,0.4704655077017561
2024-04,宽货币紧信用,沪深300主连,1.9946718976085132
2024-04,宽货币紧信用,沪金主连,3.4255599473499654
2024-04,宽货币紧信用,沪铜主连,13.051827125701386
2024-04,宽货币紧信用,沪铝主连,4.388635210591474
2024-04,宽货币紧信用,红利低波ETF,2.4630541868313927
2024-04,宽货币紧信用,豆粕主连,2.3486901537979055
2024-05,宽货币紧信用,10年国债主连,0.28818482664407785
2024-05,宽货币紧信用,30年国债主连,0.44276573209338643
2024-05,宽货币紧信用,PTA主连,1.3879485443131
2024-05,宽货币紧信用,中证1000主连,-2.533385890125439
2024-05,宽货币紧信用,中证500主连,-2.4596144064537695
2024-05,宽货币紧信用,原油主连,-6.369142110923464
2024-05,宽货币紧信用,沪深300主连,-0.7433124897566534
2024-05,宽货币紧信用,沪金主连,0.9316319873354795
2024-05,宽货币紧信用,沪铜主连,0.0687744645746946
2024-05,宽货币紧信用,沪铝主连,4.537840652646374
2024-05,宽货币紧信用,红利低波ETF,4.32692307679996
2024-05,宽货币紧信用,豆粕主连,2.8243601055960132
2024-06,宽货币紧信用,10年国债主连,0.9295639675580558
2024-06,宽货币紧信用,30年国债主连,2.8461393951903613
2024-06,宽货币紧信用,PTA主连,0.1335559266475439
2024-06,宽货币紧信用,中证1000主连,-7.5884851115016865
2024-06,宽货币紧信用,中证500主连,-6.216803790022729
2024-06,宽货币紧信用,原油主连,5.173131199167669
2024-06,宽货币紧信用,沪深300主连,-2.991139062973669
2024-06,宽货币紧信用,沪金主连,-0.9589483891659034
2024-06,宽货币紧信用,沪铜主连,-5.256672757577685
2024-06,宽货币紧信用,沪铝主连,-5.971593993963875
2024-06,宽货币紧信用,红利低波ETF,-2.3963133641800805
2024-06,宽货币紧信用,豆粕主连,-3.4620886979960797
2024-07,宽货币紧信用,10年国债主连,0.7548423849343511
2024-07,宽货币紧信用,30年国债主连,1.4613206686734603
2024-07,宽货币紧信用,PTA主连,-3.7012337444797594
2024-07,宽货币紧信用,中证1000主连,2.3367866981143015
2024-07,宽货币紧信用,中证500主连,0.1144778683304093
2024-07,宽货币紧信用,原油主连,-7.713345311693665
2024-07,宽货币紧信用,沪深300主连,0.8503768227559494
2024-07,宽货币紧信用,沪金主连,2.298508963945367
2024-07,宽货币紧信用,沪铜主连,-5.17451465577079
2024-07,宽货币紧信用,沪铝主连,-5.9713049329795815
2024-07,宽货币紧信用,红利低波ETF,-3.3050047212868194
2024-07,宽货币紧信用,豆粕主连,-8.328393598085327
2024-08,宽货币紧信用,10年国债主连,-0.3156996909368881
2024-08,宽货币紧信用,30年国债主连,0.6402600279003856
2024-08,宽货币紧信用,PTA主连,-6.878569107281796
2024-08,宽货币紧信用,中证1000主连,-4.8219277297521295
2024-08,宽货币紧信用,中证500主连,-4.9648644816374095
2024-08,宽货币紧信用,原油主连,-3.7548465492106
2024-08,宽货币紧信用,沪深300主连,-3.457225151499721
2024-08,宽货币紧信用,沪金主连,1.3856053112449862
2024-08,宽货币紧信用,沪铜主连,-0.3896146699744363
2024-08,宽货币紧信用,沪铝主连,3.5478982630817057
2024-08,宽货币紧信用,红利低波ETF,-2.050781250026812
2024-08,宽货币紧信用,豆粕主连,-4.558175060738712
2024-09,宽货币紧信用,10年国债主连,-0.36877689007212
2024-09,宽货币紧信用,30年国债主连,-0.8538558332821355
2024-09,宽货币紧信用,PTA主连,-3.779177473011186
2024-09,宽货币紧信用,中证1000主连,26.520770099704393
2024-09,宽货币紧信用,中证500主连,27.790858258834184
2024-09,宽货币紧信用,原油主连,-2.1745680596661265
2024-09,宽货币紧信用,沪深300主连,24.891523581275333
2024-09,宽货币紧信用,沪金主连,3.615210974141525
2024-09,宽货币紧信用,沪铜主连,6.253590297060274
2024-09,宽货币紧信用,沪铝主连,3.177663994938862
2024-09,宽货币紧信用,红利低波ETF,12.362911266204012
2024-09,宽货币紧信用,豆粕主连,4.063429137649299
2024-10,宽货币紧信用,10年国债主连,0.5552128315580163
2024-10,宽货币紧信用,30年国债主连,1.1422355181572863
2024-10,宽货币紧信用,PTA主连,-5.313823642511428
2024-10,宽货币紧信用,中证1000主连,5.183733293235671
2024-10,宽货币紧信用,中证500主连,0.25359482172675474
2024-10,宽货币紧信用,原油主连,-2.1575624615372435
2024-10,宽货币紧信用,沪深300主连,-6.918567547164811
2024-10,宽货币紧信用,沪金主连,6.525673682866717
