日期,沪深300主连,10年国债主连,沪金主连,豆粕主连,中证1000主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连
2020-08-11,3877.4203760019,93.5877876308,476.4771417763,1592.3029952559,,,47724.4612809621,12743.8089547222,3702.5884197536,267.9389354110
2020-08-12,3855.7532229379,93.6868522782,454.9073201432,1593.4200089320,,,47278.8812888673,12757.2517911723,3671.5394602588,266.9058725685
2020-08-13,3838.7528413031,93.7151564632,454.4493158416,1609.0582003972,,,47790.8242585082,12869.2754282567,3652.1338605745,266.3602387575
2020-08-14,3931.2549178454,93.8755468448,458.3314475410,1616.8772961298,,,47496.9310722329,12909.6039376071,3657.9555404798,265.4508490724
2020-08-17,4010.2566913248,93.9321552147,462.8460613712,1624.1378850243,,,48094.1978701472,12909.6039376071,3661.8366604167,263.0864358912
2020-08-18,4003.0898637729,93.7481780123,473.2056824790,1628.6059397286,,,48189.0021237844,12936.4896105074,3650.1933006061,258.3576095288
2020-08-19,3941.2551423365,93.4557014342,467.9931573321,1620.2283371580,,,49440.4182717953,13115.7274298424,3634.6688208587,262.6317410487
2020-08-20,3905.8812499960,93.2278185961,456.1286649475,1620.2283371580,,,49232.2879231578,13151.5749937094,3617.2037811429,262.6317410487
2020-08-21,3933.8785960664,93.4129734021,457.4372486664,1611.2922277494,,,49005.2366337351,13182.9416120931,3613.3226612061,260.3582668360
2020-08-24,3948.9669861643,93.3227697787,453.1407321227,1611.8507345874,,,48759.2644035272,13223.2701214434,3626.9065809850,262.5408020802
2020-08-25,3967.7436493972,92.9904406397,454.1875990979,1630.2814602428,,,48371.3851174301,13075.3989204920,3638.5499407956,266.7239946315
2020-08-26,3917.9519620743,92.7768004789,453.2715904946,1638.6590628134,,,48664.6596996011,13232.2320124102,3648.2527406377,267.7243232851
2020-08-27,3948.4640398277,92.8859943389,458.5931642848,1631.3984739188,,,48711.9620515641,13132.9789935650,3630.7877009219,268.1790181276
2020-08-28,4060.1181265518,92.8575089841,458.4404961842,1640.3345833275,,,49184.9855711948,13178.0940021310,3591.9765015534,266.9968115370
2020-08-31,4011.8352782387,93.0948869405,460.9268052501,1664.9088842013,,,49175.5251008022,13119.4444909952,3636.6093808272,270.9981261513
2020-09-01,4045.3650340116,93.0236735536,465.6158969095,1643.1271175177,,,50131.0326104561,13132.9789935650,3640.4905007640,268.0880791591
2020-09-02,4030.4442926927,92.7625578016,460.8395663355,1642.0101038416,,,49260.6693343357,13087.8639849990,3687.0639400062,266.1783608205
2020-09-03,4022.3971513071,92.9049845754,452.8790153790,1638.1005559753,,,48967.3947521647,12911.9154515915,3624.9660210166,259.9035719935
2020-09-04,3984.0055809471,92.7578102424,454.2312185552,1660.4408294970,,,48863.3295778459,12875.8234447387,3611.3821012376,258.6304264344
2020-09-07,3894.1458354754,92.6628590599,454.0349309973,1671.0524594198,,,49421.4973310101,13065.3064807160,3615.2632211745,247.8086891820
2020-09-08,3923.6520205557,92.9572077258,454.2530282838,1674.4035004480,,,49752.6137947515,13069.8179815726,3628.8471409535,244.7167642528
2020-09-09,3836.8099531036,93.3085271013,454.1875990979,1663.2333636872,,,49033.6180449130,12952.5189593009,3527.9380225954,228.2568109530
2020-09-10,3835.1334653150,93.3749929291,457.4154389378,1673.2864867719,,,48910.6319298090,12938.9844567311,3537.6408224375,225.7105198348
2020-09-11,3866.4837869627,92.9192272528,456.1940941335,1712.3819654348,,,48891.7109890238,12844.2429387425,3504.6513029743,222.1196706556
2020-09-14,3893.4752403600,92.7673053607,456.3031427767,1741.4243210130,,,49307.9716862987,13096.8869867122,3522.1163426901,224.0005916542
2020-09-15,3920.9696400938,93.0853918223,457.7862043248,1740.3073073369,,,49345.8135678692,13146.5134961348,3539.5813824059,222.8891383368
2020-09-16,3896.3252696007,93.0094308762,456.5212400632,1711.2649517588,,,48920.0924002016,13128.4674927084,3551.2247422165,231.3532828306
2020-09-17,3877.3809575890,92.9429650484,453.2279710373,1716.2915133011,,,48560.5945252823,13087.8639849990,3518.2352227533,230.8403043765
