date,策略名称,股指期货信号,股指期货仓位,沪深300主连,中证1000主连,红利低波ETF,10年国债主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连,豆粕主连,沪金主连
2018-01-05,风险平价策略,1.0,0.3,0.3,0.0,0.0959930426038466,0.22967455133245743,0.0,0.05469699834808768,0.05508798577101437,0.06286437437801579,0.0,0.07655524236837849,0.12512780519819952
2018-01-12,风险平价策略,1.0,0.3,0.3,0.0,0.10056366179631966,0.2223350418708113,0.0,0.054994145231336604,0.05440465758790948,0.06348403727667674,0.0,0.07190328249062006,0.13231517374632612
2018-01-19,风险平价策略,1.0,0.3,0.3,0.0,0.10899966137776959,0.21728709357718423,0.0,0.05124817167659251,0.04775689065535149,0.06321708533841461,0.0,0.08209220101492179,0.12939889635976579
2018-01-26,风险平价策略,1.0,0.3,0.3,0.0,0.11275903664650637,0.23027608696430182,0.0,0.04660153354892534,0.04663125187990874,0.06478954174142695,0.0,0.07740415935523144,0.12153838986369926
2018-02-02,风险平价策略,1.0,0.3,0.3,0.0,0.08543291491992179,0.2607553232165854,0.0,0.04973741933836677,0.04745708185418005,0.06402867075486378,0.0,0.08144753139973926,0.11114105851634298
2018-02-09,风险平价策略,1.0,0.3,0.3,0.0,0.043418417625751375,0.2746726100116373,0.0,0.048608517362865214,0.0545886858390739,0.0743563467194693,0.0,0.09929740676716212,0.10505801567404073
2018-02-14,风险平价策略,1.0,0.3,0.3,0.0,0.04391202518596533,0.2725568972810352,0.0,0.049398205854529025,0.05160331409336938,0.07542984265149552,0.0,0.10057206513097518,0.1065276498026303
2018-02-23,风险平价策略,1.0,0.3,0.3,0.0,0.04532903720813585,0.266923910739061,0.0,0.05091967891021074,0.05336023913288312,0.07785698062779402,0.0,0.10368721286030218,0.10192294052161303
2018-03-02,风险平价策略,1.0,0.3,0.3,0.0,0.044197491777955844,0.2752553636399507,0.0,0.04720600635659683,0.05485932404992099,0.07887916551744113,0.0,0.10685860739668905,0.09274404126144549
2018-03-09,风险平价策略,1.0,0.3,0.3,0.0,0.048799268217250606,0.30297875866303214,0.0,0.04274176848926091,0.04910418014579926,0.060577770735771454,0.0,0.10272514862317028,0.09307310512571533
2018-03-16,风险平价策略,1.0,0.3,0.3,0.0,0.0504666704504592,0.2947176714594855,0.0,0.04619987106344743,0.04948973105223748,0.06438577464502152,0.0,0.09511226336053745,0.0996280179688114
2018-03-23,风险平价策略,-1.0,0.0,0.0,0.0,0.059250745198024465,0.46066530950596596,0.0,0.05240100874566573,0.06606071496890634,0.08662870739830224,0.0,0.12496873282751525,0.1500247813556201
2018-03-30,风险平价策略,-1.0,0.0,0.0,0.0,0.054459275901249396,0.4611252068006815,0.0,0.052444202462469884,0.07070845319057388,0.0806403142726533,0.047450888175592475,0.11090661358389904,0.1222650456128805
2018-04-04,风险平价策略,-1.0,0.0,0.0,0.0,0.05522175841365699,0.44955757258836904,0.0,0.05470565141196245,0.07293838608546085,0.08123640050024464,0.042988717859580305,0.1154049855891051,0.1279465275516206
2018-04-13,风险平价策略,-1.0,0.0,0.0,0.0,0.05859799919021981,0.4352488365636921,0.0,0.05910593655385823,0.08022617157455075,0.0886733228678836,0.047731948130893945,0.0959648038229365,0.13445098129596508
2018-04-20,风险平价策略,-1.0,0.0,0.0,0.0,0.05409789772416336,0.4493682373979293,0.0,0.06067221055837753,0.06413059342417111,0.09128315425604679,0.04922174172510067,0.09656810693170133,0.13465805798250988
2018-04-27,风险平价策略,-1.0,0.0,0.0,0.0,0.05972084759625402,0.41076521030908697,0.0,0.07046160976266744,0.05761359538416248,0.10440394521063028,0.05347271314037629,0.0996430925057368,0.1439189860910856
2018-05-04,风险平价策略,-1.0,0.0,0.0,0.0,0.060576007734323346,0.40866541566614706,0.0,0.06971183117273727,0.058023259346033994,0.10545847554967303,0.05408454890306427,0.099916553683079,0.14356390794494223
2018-05-11,风险平价策略,-1.0,0.0,0.0,0.0,0.06841086646995007,0.3620868380581748,0.0,0.07599847041462188,0.06464513441837806,0.12125622267051533,0.06037455618601432,0.08282525563998741,0.16440265614235805
2018-05-18,风险平价策略,-1.0,0.0,0.0,0.0,0.07015691949907922,0.376557013268714,0.0,0.078133325131268,0.06877878237478277,0.12814975346236546,0.06304179603159213,0.07310204787015752,0.14208036236204097
2018-05-25,风险平价策略,-1.0,0.0,0.0,0.0,0.06951394900102417,0.3831044008651307,0.0,0.07962891787540678,0.0673921231192312,0.12036810500750368,0.06121277368015426,0.07359484689354702,0.1451848835580022
2018-06-01,风险平价策略,-1.0,0.0,0.0,0.0,0.07168880297704978,0.3709772545872449,0.0,0.0819275544116959,0.07618619235166982,0.10331134395320239,0.05736909079409425,0.07848119905120966,0.16005856187383335
2018-06-08,风险平价策略,-1.0,0.0,0.0,0.0,0.06827632323931657,0.3831802657764981,0.0,0.08532479581483796,0.07490835967384543,0.10282624078448692,0.05978512329915312,0.05988994832051273,0.165808943091349
2018-06-15,风险平价策略,-1.0,0.0,0.0,0.0,0.06880346061622601,0.38216313729103646,0.0,0.08447788553886999,0.06676099563298712,0.10066210030043844,0.057737672726307816,0.06412069274271133,0.17527405515142286
2018-06-22,风险平价策略,-1.0,0.0,0.0,0.0,0.051219556731093595,0.44560682732090356,0.0,0.05901585358438659,0.06631902971111868,0.07954653035242829,0.062229313810543564,0.07957087298515833,0.15649201550436737
2018-06-29,风险平价策略,-1.0,0.0,0.0,0.0,0.04880706656277751,0.4355263695999645,0.0,0.060479799384354195,0.06677052984178228,0.08179496221297246,0.06461680909032239,0.08205406096310622,0.15995040234472058
2018-07-06,风险平价策略,-1.0,0.0,0.0,0.0,0.04571963908336023,0.4191686275915804,0.0,0.0522017472449651,0.06804319084722997,0.0901128680432348,0.0649512194297842,0.07848179671929291,0.18132091104055237
2018-07-13,风险平价策略,-1.0,0.0,0.0,0.0,0.04650879492993355,0.43617638423259936,0.0,0.046765984343586156,0.06685142998338658,0.09235957678902748,0.058403505214697254,0.07482330289696837,0.1781110216098011
