date,策略名称,股指期货信号,股指基准仓位,股指目标波动,股指实现波动,股指波动缩放系数,股指期货仓位,沪深300主连,中证1000主连,红利低波ETF,10年国债主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连,豆粕主连,沪金主连
2020-01-03,风险平价策略,1.0,0.2,0.1,0.12312575052351403,0.8121777903875796,0.16243555807751595,0.16243555807751595,0.0,0.0879099961523705,0.2979861077013985,0.0,0.11632787894406578,0.11526795483942402,0.04146878487355616,0.042178651437629236,0.06399338437579777,0.07243168359824204
2020-01-10,风险平价策略,1.0,0.2,0.1,0.12346302778300003,0.8099590767833841,0.16199181535667684,0.16199181535667684,0.0,0.08993369277354835,0.34621974660682836,0.0,0.13285742826175653,0.1110169317327857,0.033336101246575864,0.02393972834083015,0.05932122185484288,0.041383333826155236
2020-01-17,风险平价策略,1.0,0.2,0.1,0.12372249200704744,0.8082604737245661,0.16165209474491324,0.16165209474491324,0.0,0.08942580369269414,0.3483890546129381,0.0,0.1374955278635729,0.10082445974762487,0.03504980198822498,0.02358267808051024,0.061671408238736375,0.041909171030785126
2020-01-23,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.061136950012634125,0.5248512538839575,0.0,0.10342692887774718,0.11267585880343126,0.0412415710003049,0.026990538026770296,0.06865899145181326,0.061017907943341596
2020-02-07,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.02360475213843956,0.6917477276914724,0.0,0.03638623836695124,0.05715805429353086,0.02435203288678287,0.019340170703426213,0.061767966049625284,0.08564305786977167
2020-02-14,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.030421223965287063,0.6033266109744357,0.0,0.04652772476937571,0.07331187302479843,0.03191676205702613,0.02502431579753455,0.07693601170052078,0.11253547771102157
2020-02-21,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.031451895368928895,0.5947248045905283,0.0,0.047221758195829876,0.07393018140060231,0.03286407967216222,0.02548665597011786,0.07749730314596343,0.11682332165586695
2020-02-28,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0307430483824152,0.6523207163472423,0.0,0.04377441521145774,0.0596610655218331,0.0314057241074265,0.02093482036497931,0.0678032598757819,0.0933569501888639
2020-03-06,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.03226376120825671,0.6453867576729008,0.0,0.0457412814478709,0.06321222387944113,0.033349016934115336,0.0211595013945621,0.07195558847194945,0.08693186899090352
2020-03-13,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.04586230285046669,0.547408468934421,0.0,0.061430653415697783,0.08950914678355885,0.037671350076319096,0.02003597587797944,0.10331607649358551,0.09476602556797166
2020-03-20,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0555228652230114,0.5524431418779459,0.0,0.04316744381725149,0.06716676616923807,0.03981112971367253,0.024419709777709974,0.13423385315046438,0.08323509027070616
2020-03-27,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.05337193537173168,0.5740894897979437,0.0,0.04066136705727646,0.05655204605694686,0.03742431763075763,0.025328420491892586,0.1251472920592081,0.08742513153424279
2020-04-03,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.05825419573875157,0.5783199005862751,0.0,0.04469270607818462,0.05871946817604832,0.03725949280666125,0.027269254196074438,0.10744294804707807,0.08804203437092653
2020-04-10,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.05933653805224958,0.5684487813259295,0.0,0.04597719604517239,0.060392643132898674,0.03818242636072712,0.027166402292078944,0.11066971314359252,0.08982629964735138
2020-04-17,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.06235024277874597,0.5684527991758124,0.0,0.048462827139897253,0.06294700222147633,0.038151444125030916,0.02572062204303824,0.10549503120144413,0.08842003131455463
2020-04-24,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.06446417896484789,0.574977437593552,0.0,0.04784190968297829,0.06184329666543821,0.03372808070880732,0.0218435328239427,0.10423445110321575,0.09106711245721782
2020-04-30,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.07008119520017068,0.5507348023845855,0.0,0.05148981876195689,0.06714293815706471,0.0359199686940071,0.022652595348413664,0.1065141414557006,0.09546453999810092
2020-05-08,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.07620338739625612,0.5168258038995023,0.0,0.05584763761457925,0.07053251861266503,0.03929819138226034,0.02460055376114101,0.11385627524783672,0.1028356320857593
2020-05-15,风险平价策略,1.0,0.2,0.1,0.25013842756896054,0.39977863845982264,0.07995572769196453,0.07995572769196453,0.0,0.07220170887598053,0.45754515791911815,0.0,0.05413717142543115,0.0687694892084834,0.038417755449966666,0.02325205120146102,0.1053131608041439,0.10040777742345067
2020-05-22,风险平价策略,1.0,0.2,0.1,0.24997363872016504,0.40004218249567425,0.08000843649913486,0.08000843649913486,0.0,0.07011678815012357,0.4559770339675355,0.0,0.053393804706827606,0.07242793619669696,0.037501708057844405,0.023082905645340903,0.10902368391836927,0.09846770285812682
2020-05-29,风险平价策略,1.0,0.2,0.1,0.22815163920099168,0.4383049815035707,0.08766099630071415,0.08766099630071415,0.0,0.07356976290252593,0.4286127437966134,0.0,0.055748471364416526,0.07642580595166674,0.038713475616016006,0.0243445558950024,0.11360525225629742,0.10131893591674743
2020-06-05,风险平价策略,1.0,0.2,0.1,0.21876086668291944,0.4571201491212956,0.09142402982425912,0.09142402982425912,0.0,0.07994805379840958,0.39628821476143244,0.0,0.0603258337968456,0.07968271146275523,0.040518646297813224,0.025433685543901158,0.12233268556824915,0.10404613894633453
2020-06-12,风险平价策略,1.0,0.2,0.1,0.1769084461447678,0.5652641362197481,0.11305282724394963,0.11305282724394963,0.0,0.0774864752672434,0.3938130520795433,0.0,0.060763524422456874,0.07696203716328678,0.03951032839470635,0.023978668910946677,0.11345428902197233,0.10097879749589465
2020-06-19,风险平价策略,1.0,0.2,0.1,0.1621176709079884,0.6168359034516112,0.12336718069032225,0.12336718069032225,0.0,0.07872843357362079,0.3771318669979595,0.0,0.06034363358688687,0.08022925007415245,0.04086062652195074,0.025076012385843477,0.10908135379531361,0.10518164237395025
2020-06-24,风险平价策略,1.0,0.2,0.1,0.14784709257063297,0.6763744775855208,0.13527489551710417,0.13527489551710417,0.0,0.07702971271095956,0.3658450950288125,0.0,0.0603653727836162,0.08060520694001831,0.04079168539146153,0.02517791167030041,0.10888054004512054,0.10602957991260686
2020-07-03,风险平价策略,1.0,0.2,0.1,0.16009208993274415,0.6246404806259368,0.12492809612518736,0.12492809612518736,0.0,0.07890290230426504,0.3671751457345045,0.0,0.06170917172519609,0.08357703435593522,0.04043221121185218,0.02472918089028655,0.11085955612480852,0.10768670152796453
2020-07-10,风险平价策略,1.0,0.2,0.1,0.21773021722904623,0.4592839766232481,0.09185679532464963,0.09185679532464963,0.0,0.0794122464931227,0.3360558551453175,0.0,0.07346023148185783,0.09992079505929916,0.04327281121827669,0.02838603097283869,0.12786529261278987,0.11976994169184789
2020-07-17,风险平价策略,1.0,0.2,0.1,0.24709764312296956,0.4046983157594686,0.08093966315189371,0.08093966315189371,0.0,0.07825976304595185,0.3660655221084522,0.0,0.06363547036179806,0.07257576188145333,0.049262020964944586,0.03001112813869396,0.13347959017307362,0.1257710801737386
2020-07-24,风险平价策略,1.0,0.2,0.1,0.26988179494423437,0.3705325882416893,0.07410651764833785,0.07410651764833785,0.0,0.06746545440447452,0.37193658465251583,0.0,0.060956848852922005,0.07643850473258398,0.05100864856593488,0.029545363250258038,0.13800043428932432,0.13054164360364853
2020-07-31,风险平价策略,1.0,0.2,0.1,0.275806017576618,0.36257366999695845,0.07251473399939169,0.07251473399939169,0.0,0.07451942560507285,0.35448861416789307,0.0,0.06689768391424504,0.08497206761826022,0.056989180014742576,0.031579422638578186,0.11504190230398395,0.1429969697378325
2020-08-07,风险平价策略,1.0,0.2,0.1,0.2784277239789813,0.3591596360122136,0.07183192720244273,0.07183192720244273,0.0,0.0769220820982242,0.3559375088447272,0.0,0.06578101607609846,0.08373732087810487,0.05803832196408084,0.03186194265679452,0.10810032567483527,0.14778955460469195
2020-08-14,风险平价策略,1.0,0.2,0.1,0.28205868445523796,0.3545361497843537,0.07090722995687075,0.07090722995687075,0.0,0.08311957098837627,0.39996286197676434,0.0,0.06426750774825579,0.0852287917539218,0.06335844807946925,0.036651965127494184,0.11718550892016333,0.07931811544868421
2020-08-21,风险平价策略,1.0,0.2,0.1,0.2814822450055028,0.35526219423908983,0.07105243884781796,0.07105243884781796,0.0,0.0825473438708064,0.3788208720647024,0.0,0.06937984548864498,0.09516070818094849,0.06722959416086893,0.03965532716183664,0.12401589710088394,0.07213797312349014
2020-08-28,风险平价策略,1.0,0.2,0.1,0.2822512068356205,0.3542943221434611,0.07085886442869223,0.07085886442869223,0.0,0.08238182303996629,0.36111344098403175,0.0,0.0717587028219915,0.09352352819124121,0.07033971828937106,0.04265405546974134,0.13138116492778393,0.07598870184718065
2020-09-04,风险平价策略,1.0,0.2,0.1,0.2858240123988557,0.3498656364128501,0.06997312728257003,0.06997312728257003,0.0,0.08425373970197572,0.36936175923549297,0.0,0.07125944824484769,0.08969951554594037,0.07049937351860325,0.04141679162732695,0.13216567652177091,0.07137056832147205
2020-09-11,风险平价策略,1.0,0.2,0.1,0.29018382781046376,0.3446091422617663,0.06892182845235327,0.06892182845235327,0.0,0.07897902153894838,0.37416892537542956,0.0,0.07329795966263508,0.09075767577145068,0.06156758933676199,0.03013860638326446,0.13859018283246952,0.08357821064668708
2020-09-18,风险平价策略,1.0,0.2,0.1,0.2915770613814168,0.342962507154115,0.068592501430823,0.068592501430823,0.0,0.08315719197738468,0.3786383770066884,0.0,0.07155234925854183,0.09347288244707287,0.06277970103121194,0.0315901619124608,0.12622921487764835,0.08398762005816827
2020-09-25,风险平价策略,1.0,0.2,0.1,0.28560059192350623,0.3501393303371846,0.07002786606743693,0.07002786606743693,0.0,0.07501369129572981,0.42266459272222145,0.0,0.07196924534058691,0.07334103690470446,0.06717320445445181,0.031818323985480915,0.11909464724158592,0.06889739198780187
2020-09-30,风险平价策略,1.0,0.2,0.1,0.2404362798193256,0.415910610807755,0.083182122161551,0.083182122161551,0.0,0.07697369145965163,0.3988136000851296,0.0,0.07524803862193104,0.07607383446438751,0.06427606404473442,0.030198680357187827,0.12238182784028274,0.07285214096514422
2020-10-09,风险平价策略,1.0,0.2,0.1,0.24293722671692644,0.4116289683199573,0.08232579366399147,0.08232579366399147,0.0,0.078115948815866,0.39218998172962083,0.0,0.0763486699983137,0.07720057715338893,0.06523067679025135,0.03064412375919329,0.12427524450865113,0.07366898358072313
2020-10-16,风险平价策略,1.0,0.2,0.1,0.22090382042069912,0.4526856973752447,0.09053713947504895,0.09053713947504895,0.0,0.07953827785794254,0.38864182268132436,0.0,0.0764834762909713,0.07939007782140839,0.06711274393086722,0.03050398693866454,0.11524752498014688,0.07254495002362595
2020-10-23,风险平价策略,1.0,0.2,0.1,0.21604910703763722,0.46285773346232495,0.09257154669246499,0.09257154669246499,0.0,0.0803716075722064,0.3906223089316822,0.0,0.07613830087882735,0.08436338443197416,0.06297377167638962,0.031705414564769885,0.105710045790799,0.07554361946088636
2020-10-30,风险平价策略,1.0,0.2,0.1,0.18571745238651194,0.5384523571424066,0.10769047142848132,0.10769047142848132,0.0,0.07518402184954914,0.41262633864944487,0.0,0.07208812290083076,0.0876440552216992,0.055099379305449066,0.02207223991875823,0.09760795319733045,0.06998741752845694
2020-11-06,风险平价策略,1.0,0.2,0.1,0.1868155520212637,0.5352873404705504,0.10705746809411008,0.10705746809411008,0.0,0.08021689421742159,0.3982684682465983,0.0,0.07502451718180762,0.09233014943113228,0.05008037523892031,0.02239791282023909,0.1003411653224354,0.07428304944733541
2020-11-13,风险平价策略,1.0,0.2,0.1,0.19133476178168224,0.522644181688754,0.10452883633775081,0.10452883633775081,0.0,0.07758525131520361,0.39011476595707445,0.0,0.08107091459077193,0.10269883473283385,0.05480161483531698,0.02375673710579836,0.0928648375772311,0.07257820754801893
2020-11-20,风险平价策略,1.0,0.2,0.1,0.17895022806869418,0.5588145993399499,0.11176291986798999,0.11176291986798999,0.0,0.07925830643604159,0.37513197936268694,0.0,0.07862704979820978,0.10348180812897341,0.057463260720630856,0.024807982847634216,0.09626238691788531,0.07320430591994782
2020-11-27,风险平价策略,1.0,0.2,0.1,0.18171693042443873,0.5503064561261773,0.11006129122523547,0.11006129122523547,0.0,0.07590639289401771,0.3756077622554515,0.0,0.08355366219949349,0.1083998440127472,0.061000284402339434,0.026746329192660737,0.09399102440944239,0.06473340940861196
2020-12-04,风险平价策略,1.0,0.2,0.1,0.17621229781685624,0.5674972816252223,0.11349945632504446,0.11349945632504446,0.0,0.0781398946593406,0.4004885357004082,0.0,0.08844904200322871,0.07758628323739863,0.06491719076791744,0.03046263944878546,0.07868805902873612,0.06776889882914049
2020-12-11,风险平价策略,1.0,0.2,0.1,0.16612447459017815,0.6019582620001999,0.12039165240003998,0.12039165240003998,0.0,0.07617027225788398,0.38720001863363157,0.0,0.096422179668268,0.07041933299822074,0.06746240128545702,0.031965119663020965,0.07711413935970846,0.07285488373376925
2020-12-18,风险平价策略,1.0,0.2,0.1,0.16748424210746546,0.5970710960129341,0.11941421920258682,0.11941421920258682,0.0,0.07606947462536065,0.3850905441387557,0.0,0.09749519140951828,0.07076611114989464,0.06594053008668099,0.03203550912870416,0.07859514318636672,0.07459327707213188
2020-12-25,风险平价策略,1.0,0.2,0.1,0.16055351511028076,0.6228452857685,0.1245690571537,0.1245690571537,0.0,0.06390882410741541,0.4317065409221375,0.0,0.07441158780459141,0.05167606172057855,0.0658154375482634,0.026974232990632962,0.09056779521038595,0.07037046254229487
2020-12-31,风险平价策略,1.0,0.2,0.1,0.1662181237160722,0.6016191120699713,0.12032382241399427,0.12032382241399427,0.0,0.06606894981749728,0.43628171609005867,0.0,0.07058250317072805,0.048595476550433725,0.0665901314317366,0.027688645189549044,0.09039196781946723,0.0734767875165352
2021-01-08,风险平价策略,1.0,0.2,0.1,0.15681337610105794,0.6377007018556585,0.1275401403711317,0.1275401403711317,0.0,0.06809953664209979,0.42322513354862284,0.0,0.07380264847415598,0.04955741418382711,0.06507063638742847,0.02793380105286856,0.09291338973099235,0.07185729960887319
2021-01-15,风险平价策略,1.0,0.2,0.1,0.17369456129702665,0.5757232653300804,0.1151446530660161,0.1151446530660161,0.0,0.07691088175148962,0.44978791793999473,0.0,0.06006239402461336,0.05019505388735043,0.05462836370604056,0.027552441446664695,0.10614012687741747,0.05957816730041306
2021-01-22,风险平价策略,1.0,0.2,0.1,0.17575067864385108,0.5689878455755178,0.11379756911510358,0.11379756911510358,0.0,0.0664686685618423,0.5033099518904207,0.0,0.060964602571354186,0.053422900007487936,0.049236338584273884,0.027205131159064828,0.06193208985804843,0.06366274825240398
2021-01-29,风险平价策略,1.0,0.2,0.1,0.1791642340439932,0.5581471130864507,0.11162942261729014,0.11162942261729014,0.0,0.07215221402095448,0.4502950231777427,0.0,0.06367379405317207,0.0640538979866636,0.05738323506492546,0.03327815774715256,0.07004936118857966,0.07748489414351921
2021-02-05,风险平价策略,1.0,0.2,0.1,0.17505022495342773,0.5712646186350523,0.11425292372701046,0.11425292372701046,0.0,0.0787867330157618,0.43219871902395374,0.0,0.0664641769990581,0.0641305240716802,0.062420474773791854,0.038267291906583636,0.06947125507270677,0.07400790140945349
2021-02-10,风险平价策略,1.0,0.2,0.1,0.18315009499967977,0.5460002627908812,0.10920005255817625,0.10920005255817625,0.0,0.08252210390082716,0.4274595845727345,0.0,0.06938978531530945,0.06677160876742332,0.06311847804996627,0.03794449075463918,0.06641049815307892,0.07718339792784512
2021-02-19,风险平价策略,1.0,0.2,0.1,0.1838755311043163,0.5438461517931279,0.10876923035862558,0.10876923035862558,0.0,0.08804590412998393,0.41487163123932536,0.0,0.07430747689568032,0.07060856698360636,0.06768176927020843,0.038431538887163906,0.06871749724457048,0.06856638499083566
2021-02-26,风险平价策略,1.0,0.2,0.1,0.20955412357287234,0.47720368511491046,0.0954407370229821,0.0954407370229821,0.0,0.08059890439728042,0.4444835731156137,0.0,0.06021053158220194,0.09168852741909514,0.06729016989589821,0.03936809956381248,0.05254022775823673,0.06837922924487931
2021-03-05,风险平价策略,1.0,0.2,0.1,0.21751609615966358,0.4597360920205045,0.09194721840410092,0.09194721840410092,0.0,0.08619416394529103,0.49401051451505074,0.0,0.05600331272319791,0.07105744880613514,0.054558643760766676,0.035224073558603367,0.04895429108437202,0.062050333202482225
2021-03-12,风险平价策略,1.0,0.2,0.1,0.23882313181777376,0.4187199089085799,0.08374398178171599,0.08374398178171599,0.0,0.08692191294190073,0.5095099209433863,0.0,0.061083039399700056,0.06928719829411845,0.044114620185286904,0.03322958076402644,0.04460450502114612,0.06750524066871899
2021-03-19,风险平价策略,1.0,0.2,0.1,0.24508291108941993,0.40802518443856095,0.0816050368877122,0.0816050368877122,0.0,0.08286467164346302,0.527818233943823,0.0,0.057841900446142604,0.06990655748168056,0.03458998519952398,0.02508384132770338,0.04915308347560673,0.0711366895943446
2021-03-26,风险平价策略,1.0,0.2,0.1,0.24768798896357677,0.4037337475201726,0.08074674950403453,0.08074674950403453,0.0,0.07611169896332944,0.537496160308306,0.0,0.05748991570399704,0.06479459135541034,0.035443844662948185,0.024921485735942002,0.050051899393686,0.07294365437234651
2021-04-02,风险平价策略,1.0,0.2,0.1,0.24524996080574984,0.40774726190152166,0.08154945238030434,0.08154945238030434,0.0,0.07696592280278139,0.5380375732562784,0.0,0.05706311300901614,0.0644381346784353,0.03648906349607077,0.025589577817150985,0.050646444267090814,0.06922071829287176
2021-04-09,风险平价策略,1.0,0.2,0.1,0.23820688706998525,0.41980314351960774,0.08396062870392156,0.08396062870392156,0.0,0.08095596230076964,0.5254341277613334,0.0,0.05981380906547943,0.06727556228557122,0.03564092692688071,0.02463942417794988,0.05135386176562827,0.0709256970124659
2021-04-16,风险平价策略,1.0,0.2,0.1,0.22778144635096403,0.43901731946122036,0.08780346389224408,0.08780346389224408,0.0,0.08183455176627728,0.5337669577051248,0.0,0.05632847248557075,0.06447448342106261,0.03571671453680953,0.024611206584360334,0.047616711928203555,0.06784743768034726
2021-04-23,风险平价策略,1.0,0.2,0.1,0.23088279982550167,0.43312018078253883,0.08662403615650777,0.08662403615650777,0.0,0.08144816569047286,0.537292285041647,0.0,0.0554493605064722,0.06378818907832755,0.035136989350996954,0.023731199506496617,0.049142519765394174,0.06738725490368477
2021-04-30,风险平价策略,1.0,0.2,0.1,0.2286840500055484,0.4372845416966062,0.08745690833932124,0.08745690833932124,0.0,0.08238727676206468,0.5293982207360203,0.0,0.054463041582016126,0.0671898550543515,0.03680703371320603,0.02571380467147964,0.048762788658132314,0.06782107048340813
2021-05-07,风险平价策略,1.0,0.2,0.1,0.2294635126953638,0.4357991334890798,0.08715982669781597,0.08715982669781597,0.0,0.08336727000796545,0.5252274942087735,0.0,0.05510992737439436,0.06796608819941118,0.03725269382294657,0.025888959206004064,0.04935395918106996,0.06867378130161894
2021-05-14,风险平价策略,1.0,0.2,0.1,0.23555607182371166,0.42452737144826913,0.08490547428965384,0.08490547428965384,0.0,0.08276227320662086,0.5797531644932338,0.0,0.041021908924723606,0.04650784910300459,0.02728247566567573,0.024051836683334427,0.03974928432226174,0.07396573331149146
2021-05-21,风险平价策略,1.0,0.2,0.1,0.21958607933066035,0.455402274610571,0.0910804549221142,0.0910804549221142,0.0,0.07906715783757723,0.5985714332930441,0.0,0.03282768070789642,0.037007125812171277,0.025254484692495357,0.020033761670033644,0.03696040835250676,0.07919749271216116
2021-05-28,风险平价策略,1.0,0.2,0.1,0.2157869609890408,0.46342003030052736,0.09268400606010548,0.09268400606010548,0.0,0.09188425209916053,0.5644175834823361,0.0,0.037047865151710775,0.037812726573532025,0.027978840069376665,0.022697929045385062,0.04053501943373002,0.08494177808466341
2021-06-04,风险平价策略,1.0,0.2,0.1,0.18705099886514776,0.5346135578356032,0.10692271156712063,0.10692271156712063,0.0,0.11745468296386288,0.5076442823353996,0.0,0.03760584330915518,0.04366726107097537,0.03336875513431789,0.02950098456528749,0.04654568570865317,0.07728979334522787
2021-06-11,风险平价策略,1.0,0.2,0.1,0.17463699855753906,0.5726163460548264,0.11452326921096528,0.11452326921096528,0.0,0.1140690201994705,0.4836933835407239,0.0,0.04086423192651025,0.047125119824175936,0.033773923677140036,0.031203410821597864,0.05076779140914199,0.0839798493902743
2021-06-18,风险平价策略,1.0,0.2,0.1,0.16936359390816363,0.590445665992565,0.118089133198513,0.118089133198513,0.0,0.09944771536740271,0.5475459230258957,0.0,0.033921979462570716,0.04185283860178354,0.03201653601631646,0.02983783335378433,0.03576507336920732,0.061522967604526246
2021-06-25,风险平价策略,1.0,0.2,0.1,0.16432621093651245,0.6085456448492875,0.12170912896985751,0.12170912896985751,0.0,0.09890853856087248,0.5458212572160704,0.0,0.03340891152780447,0.041433718766772265,0.03204386663766495,0.029836917174567476,0.03581012488693081,0.06102753625945961
2021-07-02,风险平价策略,1.0,0.2,0.1,0.16821384117962737,0.5944814011661197,0.11889628023322395,0.11889628023322395,0.0,0.08972556041372035,0.5476647194300174,0.0,0.03526205528230669,0.04300340927625768,0.031803266481318725,0.03067909142102698,0.03894875133291626,0.064016866129212
2021-07-09,风险平价策略,1.0,0.2,0.1,0.16495144198000905,0.6062390167654267,0.12124780335308534,0.12124780335308534,0.0,0.07823653530785513,0.5703843572092402,0.0,0.034963713294567475,0.04101402659834087,0.02426766073803478,0.024105120359273865,0.0372491740019214,0.068531609137681
2021-07-16,风险平价策略,1.0,0.2,0.1,0.16172511522762936,0.6183331504154393,0.12366663008308787,0.12366663008308787,0.0,0.09316627297480533,0.5139652125193039,0.0,0.04223093833807911,0.04781629982478734,0.02681639424885128,0.02400994138321227,0.04521962189019743,0.08310868873767546
2021-07-23,风险平价策略,1.0,0.2,0.1,0.15884309177514633,0.6295520874244698,0.12591041748489396,0.12591041748489396,0.0,0.09307993536973984,0.5227612391522585,0.0,0.042188769352727154,0.04534770663275079,0.0256235359981231,0.022114650582277483,0.044042507021499595,0.07893123840572966
2021-07-30,风险平价策略,1.0,0.2,0.1,0.18750258261491162,0.5333259873298793,0.10666519746597587,0.10666519746597587,0.0,0.07078570845510858,0.5150425596381337,0.0,0.05254592647585914,0.0558347273932241,0.03143014426043363,0.027705984098304905,0.05032814335822358,0.08966160885473648
2021-08-06,风险平价策略,1.0,0.2,0.1,0.19137259420215683,0.5225408602360524,0.10450817204721048,0.10450817204721048,0.0,0.07368274322916833,0.5159566508680448,0.0,0.04949909287236941,0.057470456441247535,0.029160726081108344,0.02555338664556568,0.05246868326607492,0.09170008854921047
2021-08-13,风险平价策略,1.0,0.2,0.1,0.1852727113307506,0.5397448943329763,0.10794897886659527,0.10794897886659527,0.0,0.10118184522955122,0.43963384424001345,0.0,0.059102004996625025,0.07809800186244653,0.033939275748565215,0.029287987998878183,0.06849390312196614,0.08231415793535891
2021-08-20,风险平价策略,1.0,0.2,0.1,0.17925295953987208,0.5578708449595028,0.11157416899190056,0.11157416899190056,0.0,0.09093022027805309,0.46869765231401866,0.0,0.048648971132071464,0.07114172093550646,0.031651961187899535,0.02683060953709378,0.06290140081205121,0.08762329481140534
2021-08-27,风险平价策略,1.0,0.2,0.1,0.18619951204223198,0.5370583354553526,0.10741166709107053,0.10741166709107053,0.0,0.10077866744437158,0.43966909966977724,0.0,0.05227128303053194,0.0744552757874414,0.0344591630285348,0.029875140574759207,0.06689853256150508,0.09418117081200825
2021-09-03,风险平价策略,1.0,0.2,0.1,0.18762258418889444,0.5329848772327009,0.10659697544654019,0.10659697544654019,0.0,0.09947618279616735,0.4410361134488178,0.0,0.05150249496288485,0.06936274162252905,0.03490300249704599,0.03157216406349053,0.06690092605731848,0.09864939910520569
2021-09-10,风险平价策略,1.0,0.2,0.1,0.19034723767367895,0.5253556669492342,0.10507113338984685,0.10507113338984685,0.0,0.10245732656051136,0.44179280257381276,0.0,0.05265820841916078,0.07401993976821335,0.03350101490955243,0.03223244087073441,0.06596016684088492,0.09230696666728301
2021-09-17,风险平价策略,1.0,0.2,0.1,0.19116007944931604,0.5231217746303244,0.10462435492606488,0.10462435492606488,0.0,0.07819954825402456,0.4621232612082805,0.0,0.0513249974899768,0.05260378588648441,0.03910893329111647,0.038616745964399714,0.07925771869147673,0.0941406542881758
2021-09-24,风险平价策略,1.0,0.2,0.1,0.19049393357474512,0.5249511001396928,0.10499022002793856,0.10499022002793856,0.0,0.062291615248388166,0.46320160568175467,0.0,0.05708505718193656,0.0527271791532542,0.04247271245899413,0.04277730979148511,0.07934459223279484,0.09510970822345367
2021-09-30,风险平价策略,1.0,0.2,0.1,0.1858428946073301,0.5380889068225682,0.10761778136451364,0.10761778136451364,0.0,0.05296786727466105,0.47382598879443083,0.0,0.056791886501811224,0.05381550444099015,0.04050033914361803,0.03927814921466851,0.07823216909115906,0.09697031417414753
2021-10-08,风险平价策略,1.0,0.2,0.1,0.18723035435108318,0.5341014300089716,0.10682028600179433,0.10682028600179433,0.0,0.05577629354463025,0.44840450622591654,0.0,0.06318605979435936,0.05979181167991989,0.04508278937171869,0.04356621895453467,0.06793279554821646,0.10943923887890968
2021-10-15,风险平价策略,1.0,0.2,0.1,0.18622825759039163,0.5369754369927556,0.10739508739855114,0.10739508739855114,0.0,0.05495304053053805,0.43688142036609284,0.0,0.06636582803469783,0.06459314119278314,0.04418025920393822,0.045850911071951536,0.06398657523895451,0.11579373696249269
2021-10-22,风险平价策略,1.0,0.2,0.1,0.1870727723257156,0.534551333990434,0.1069102667980868,0.1069102667980868,0.0,0.06139106622268086,0.43287208886682743,0.0,0.061316696262168666,0.03873619861372142,0.04930677229802082,0.04812783356888498,0.07738568981111406,0.1239533875584949
2021-10-29,风险平价策略,1.0,0.2,0.1,0.15786471118819032,0.6334537924741783,0.12669075849483566,0.12669075849483566,0.0,0.05107051416164335,0.45601133363672713,0.0,0.05633125002961664,0.03153120302703267,0.04035833367108493,0.04791372919099193,0.0764808905438618,0.11361198724420574
2021-11-05,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.05454093825343624,0.569176801652514,0.0,0.06085356915067349,0.030354591678222752,0.043903318665720566,0.048731617574628405,0.0684994935203715,0.12393966950443293
2021-11-12,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.05807567912307287,0.5478874109909061,0.0,0.06566963832301871,0.03250627516833611,0.042075029986221105,0.04533161410615808,0.07367871344453178,0.13477563885775534
2021-11-19,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.06104390873796344,0.5418145383752282,0.0,0.0633451977104555,0.03317464152603892,0.040636830641351644,0.04110517510974635,0.07959233924667972,0.13928736865253624
2021-11-26,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.06052649357132423,0.5753474494033705,0.0,0.05979323603238593,0.03211005485597527,0.03617059979318014,0.036023150246167174,0.08109919901093875,0.118929817086658
2021-12-03,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0680706025737634,0.564663704526966,0.0,0.06045919716277489,0.03558801150761332,0.03214413834524927,0.029361730940278184,0.08621058553370438,0.12350202940965063
2021-12-10,风险平价策略,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0728168987729751,0.5420760097851842,0.0,0.06472321864834013,0.03800221271190612,0.0343586139016986,0.03119180462695317,0.08624437014342694,0.13058687140951547
