date,策略名称,股指期货信号,股指期货仓位,沪深300主连,中证500主连,红利低波ETF,10年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连,豆粕主连,沪金主连,资金占用比例
2018-01-02,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.5592782689289454,0.1407217310710546,0.0,0.0,0.0,0.0,0.0,0.07849743369459238
2018-01-03,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.3367489278409681,0.08323086160860887,0.0815367646465538,0.0,0.0,0.0,0.19848344590386918,0.13235690824993362
2018-01-04,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.4535592708505571,0.11518782543880501,0.0,0.13125290371063786,0.0,0.0,0.0,0.09408202747228117
2018-01-05,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.39118971156743787,0.09866021792974439,0.09694719859937583,0.11320287190344192,0.0,0.0,0.0,0.10232141765743032
2018-01-08,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.4556111988546737,0.11239968032744721,0.0,0.131989120817879,0.0,0.0,0.0,0.09381237936279783
2018-01-09,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.33077641907856076,0.08160315628422159,0.0,0.09582779840390918,0.0,0.0,0.19179262623330845,0.13331857655643042
2018-01-10,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.3846174462590006,0.10010706426323641,0.09821939452479411,0.11705609495296883,0.0,0.0,0.0,0.10324720570456461
2018-01-11,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.22214141667597045,0.2179941102574002,0.2598644730666293,0.0,0.0,0.0,0.1565986447306663
2018-01-12,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.12625521777082072,0.12172893432947296,0.14557896149158694,0.0,0.0,0.30643688640811934,0.1922282159838902
2018-01-15,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.12621515429607424,0.12172829622568873,0.14549397435022782,0.0,0.0,0.3065625751280093,0.19224244875886343
2018-01-16,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.12337855652905919,0.1053597693337551,0.14464524575623475,0.0,0.0,0.32661642838095095,0.19464042386327646
2018-01-17,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.14013167142573946,0.0,0.17256210839331113,0.0,0.0,0.38730622018094935,0.20220236750564705
2018-01-18,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.12247479313139704,0.11042146432821305,0.15071536246599399,0.0,0.0,0.31638838007439596,0.19347375923358748
2018-01-19,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.12311359293049398,0.1110084775177842,0.15150951060763487,0.0,0.0,0.3143684189440868,0.19323930537936673
2018-01-22,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.12329923095110178,0.11029716298739076,0.15167768569880685,0.0,0.0,0.31472592036270053,0.19328388730051213
2018-01-23,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.12287501598399549,0.11032322257859856,0.1518354961634277,0.0,0.0,0.31496626527397814,0.19331430679451164
2018-01-24,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.11196518502489754,0.11235933179461234,0.15555885716920073,0.0,0.0,0.3201166260112893,0.19396958369304673
2018-01-25,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.1119636240059719,0.1123559438251798,0.15555997757597803,0.0,0.0,0.3201204545928702,0.1939700543269042
2018-01-26,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.11613930074791846,0.11348374752238936,0.16314039824476043,0.0,0.0,0.3072365534849317,0.19249979040063941
2018-01-29,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.11737871941241387,0.11477443298851875,0.16491667167550478,0.0,0.0,0.3029301759235626,0.19200078782758256
2018-01-30,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.26245192236885856,0.0,0.0,0.4375480776311414,0.20913028853942556
2018-01-31,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.26244422133198947,0.0,0.0,0.4375557786680106,0.2091311356534812
2018-02-01,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.25111503086535014,0.0,0.0,0.4488849691346498,0.2103773466048115
2018-02-02,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.25140886150977565,0.0,0.0,0.44859113849022425,0.21034502523392468
2018-02-05,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.161
2018-02-06,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.161
2018-02-07,风险平价策略,1.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.161
